,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.2,0.0,0.0,0.0,162843884.0,4079544.0,2887607541.4,0.0,2887607541.4
1,1.19,0.01,0.03,181268.18,162843884.0,4020856.59,2804847356.04,0.0491,2805028624.22
2,1.17,0.03,0.05,346580.22,162843884.0,3963724.78,2735005566.95,0.0505,2735352147.1699996
3,1.15,0.05,0.08,590144.06,162843884.0,3892447.58,2668747267.47,0.0674,2669337411.5299997
4,1.14,0.05,0.08,667631.4,162843884.0,3861647.42,2654810375.45,0.0382,2655478006.85
5,1.13,0.06,0.09,747034.86,162843884.0,3830681.6,2638891133.44,0.0318,2639638168.3
6,1.13,0.06,0.09,767192.02,162843884.0,3823012.38,2637973186.75,0.0191,2638740378.77
7,1.12,0.07,0.09,796135.16,162843884.0,3812321.88,2636230472.81,0.0207,2637026607.97
8,1.14,0.05,0.09,824014.15,162843884.0,3859402.64,2634073501.47,0.0231,2634897515.62
9,1.14,0.05,0.09,824014.15,162843884.0,3859402.64,2634073501.47,0.014,2634897515.62
