,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.26,0.0,0.0,0.0,65220231.0,1715481.0,1089170982.8,0.0
1,1.22,0.03,0.05,139882.75,65220231.0,1661465.85,1040007923.96,0.0243
2,1.19,0.05,0.07,226616.15,65220231.0,1623709.34,1016442222.46,0.017
3,1.17,0.07,0.08,300841.42,65220231.0,1594729.68,1001985672.89,0.014
4,1.15,0.09,0.09,352722.51,65220231.0,1567833.5,992558124.63,0.0126
5,1.14,0.09,0.09,377152.34,65220231.0,1553054.21,988458979.3,0.0076
6,1.13,0.11,0.1,403227.25,65220231.0,1533004.31,983893889.73,0.0101
7,1.12,0.11,0.1,425602.18,65220231.0,1520794.9,981617941.13,0.0067
8,1.11,0.12,0.1,432988.46,65220231.0,1513206.12,980555337.69,0.0045
9,1.11,0.12,0.1,441805.12,65220231.0,1507162.37,979630965.53,0.0038
10,1.1,0.13,0.1,466221.43,65220231.0,1496643.83,978352037.82,0.0058
11,1.09,0.13,0.1,470067.57,65220231.0,1486229.17,977310907.55,0.0161
12,1.09,0.14,0.1,471447.7,65220231.0,1474380.86,976583490.29,0.0066
13,1.08,0.14,0.1,474549.41,65220231.0,1472153.69,976396937.13,0.0024
14,1.08,0.14,0.1,475522.38,65220231.0,1469210.86,976232707.55,0.0024
15,1.08,0.14,0.1,477075.3,65220231.0,1467762.21,976160964.42,0.0016
16,1.08,0.15,0.1,479332.41,65220231.0,1466294.45,976098189.22,0.0016
17,1.08,0.15,0.1,480274.26,65220231.0,1464828.15,976041233.32,0.0017
18,1.07,0.15,0.1,481990.11,65220231.0,1460436.6,975895504.05,0.0023
19,1.07,0.15,0.1,481990.11,65220231.0,1460436.6,975895504.05,0.0009
