,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.58,0.0,0.0,0.0,3212333.0,105571.0,50499871.2,0.0
1,1.4,0.11,0.08,45689.6,3212333.0,93813.96,46449086.81,0.0554
2,1.32,0.16,0.09,67532.42,3212333.0,88524.52,45841323.88,0.0268
3,1.28,0.19,0.1,79672.91,3212333.0,85992.96,45647652.17,0.0133
4,1.24,0.21,0.1,90637.69,3212333.0,82950.72,45493059.37,0.016
5,1.19,0.24,0.1,100614.3,3212333.0,79856.18,45385047.09,0.0171
6,1.15,0.27,0.1,104033.43,3212333.0,77031.0,45326599.83,0.0156
7,1.13,0.28,0.1,105496.36,3212333.0,75506.68,45304142.63,0.0094
8,1.11,0.3,0.1,107074.02,3212333.0,74308.86,45288120.03,0.0079
9,1.1,0.3,0.1,107981.27,3212333.0,73645.35,45280844.2,0.0041
10,1.09,0.31,0.1,108687.34,3212333.0,73060.68,45275885.61,0.0046
11,1.08,0.31,0.1,108939.22,3212333.0,72552.92,45271970.74,0.004
12,1.08,0.32,0.1,109199.35,3212333.0,72050.98,45269208.76,0.004
13,1.07,0.32,0.1,109464.49,3212333.0,71836.93,45267962.28,0.0021
14,1.07,0.32,0.1,109510.11,3212333.0,71623.98,45267030.69,0.0021
15,1.07,0.32,0.1,109561.89,3212333.0,71482.81,45266429.83,0.0017
16,1.06,0.32,0.1,109560.2,3212333.0,71272.29,45265750.21,0.0021
17,1.06,0.33,0.1,109617.19,3212333.0,71202.25,45265462.15,0.0012
18,1.06,0.33,0.1,109644.58,3212333.0,71132.2,45265256.08,0.0012
19,1.06,0.33,0.1,109680.73,3212333.0,71062.3,45265062.07,0.0012
20,1.06,0.33,0.1,109765.57,3212333.0,70992.48,45264861.45,0.0011
21,1.06,0.33,0.1,109910.72,3212333.0,70853.03,45264267.26,0.0016
22,1.06,0.33,0.1,109910.72,3212333.0,70853.03,45264267.26,0.0007
