,0,1,2,3,4
0,17.8,17.0,17.0,16.3,16.3
1,15.8,15.4,15.4,15.1,15.1
2,18.9,17.8,17.0,17.0,17.0
3,15.1,15.1,14.8,14.8,14.8
4,14.5,17.0,15.8,15.8,15.8
5,14.4,36.3,31.3,31.3,31.3
6,14.4,15.8,16.3,15.8,15.8
7,14.8,14.6,31.3,27.5,27.5
8,14.6,14.5,31.3,24.5,24.5
9,14.8,14.6,15.4,17.0,17.0
10,14.8,14.6,14.6,17.0,17.0
11,14.8,14.8,14.8,31.3,31.3
12,14.6,14.5,14.6,15.8,15.8
13,17.8,17.8,17.0,16.3,16.3
14,42.7,36.3,31.3,31.3,31.3
15,22.1,22.1,20.3,18.9,18.9
16,22.1,20.3,18.9,17.8,17.8
17,24.5,22.1,20.3,20.3,20.3
18,24.5,24.5,22.1,20.3,20.3
19,16.3,15.8,15.8,15.4,15.4
20,31.3,31.3,24.5,24.5,24.5
21,36.3,31.3,31.3,24.5,24.5
22,17.8,17.8,17.0,16.3,16.3
23,24.5,22.1,20.3,20.3,20.3
24,61.6,50.9,42.7,36.3,36.3
25,18.9,17.8,17.0,17.0,17.0
26,17.8,17.0,16.3,15.8,15.8
27,24.5,24.5,22.1,20.3,20.3
28,24.5,22.1,20.3,20.3,20.3
29,20.3,20.3,17.8,17.8,17.8
30,36.3,31.3,31.3,24.5,24.5
31,24.5,24.5,22.1,20.3,20.3
32,50.9,50.9,36.3,36.3,36.3
33,75.2,61.6,50.9,42.7,42.7
34,61.6,61.6,50.9,42.7,42.7
35,42.7,36.3,31.3,31.3,31.3
36,50.9,42.7,36.3,31.3,31.3
37,50.9,42.7,36.3,31.3,31.3
38,50.9,50.9,36.3,36.3,36.3
39,230.4,230.4,144.6,115.5,115.5
40,92.8,61.6,50.9,50.9,50.9
41,50.9,36.3,36.3,31.3,31.3
42,24.5,22.1,20.3,20.3,20.3
43,17.8,17.8,17.0,16.3,16.3
44,17.0,17.8,36.3,61.6,61.6
45,14.5,14.4,14.6,14.6,14.6
46,16.3,15.8,15.8,15.4,15.4
47,20.3,20.3,18.9,17.8,17.8
