,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,100,1,0,10,0,0,minizinc_fw,0,1.7,1.02,113235.0,68319.76,3204402.0,0.4,0.12,0.010357377049180322,69.79213114754099
1,100,1,0,10,0,0,ogsa_fw,0,1.7,1.03,113235.0,68843.99,3204402.0,0.39,0.12,0.014992857142857141,0.19507142857142856
