,0,1,2,3,4
0,15.8,15.8,15.4,15.4,15.4
1,17.0,16.3,15.8,15.8,15.8
2,15.1,14.8,14.8,14.8,14.8
3,15.8,15.4,15.8,15.8,15.8
4,14.5,14.4,14.6,14.5,14.5
5,14.6,14.6,15.8,15.8,15.8
6,14.6,14.8,36.3,36.3,36.3
7,14.2,14.2,14.6,14.6,14.6
8,14.8,15.8,15.8,15.8,15.8
9,14.4,36.3,36.3,36.3,36.3
10,14.0,14.8,14.6,15.4,15.4
11,14.6,14.5,14.5,14.5,14.5
12,20.3,18.9,17.8,17.8,17.8
13,24.5,22.1,22.1,20.3,20.3
14,15.8,15.8,15.4,15.4,15.4
15,20.3,18.9,17.8,17.8,17.8
16,27.5,24.5,22.1,22.1,22.1
17,17.0,16.3,15.8,15.8,15.8
18,36.3,31.3,27.5,27.5,27.5
19,50.9,50.9,36.3,36.3,36.3
20,18.9,17.8,17.0,17.0,17.0
21,31.3,31.3,24.5,24.5,24.5
22,50.9,42.7,36.3,36.3,36.3
23,50.9,42.7,36.3,36.3,36.3
24,36.3,31.3,31.3,31.3,31.3
25,17.0,17.0,16.3,16.3,16.3
26,36.3,31.3,27.5,27.5,27.5
27,50.9,42.7,36.3,36.3,36.3
28,36.3,36.3,31.3,31.3,31.3
29,17.0,17.0,15.8,15.8,15.8
30,17.0,16.3,15.8,15.8,15.8
31,27.5,24.5,22.1,22.1,22.1
32,27.5,24.5,24.5,22.1,22.1
33,50.9,36.3,36.3,31.3,31.3
34,230.4,230.4,144.6,144.6,144.6
35,42.7,36.3,31.3,31.3,31.3
36,18.9,17.8,17.8,17.8,17.8
37,22.1,20.3,20.3,20.3,20.3
38,50.9,42.7,36.3,36.3,36.3
39,36.3,36.3,31.3,31.3,31.3
40,24.5,22.1,20.3,20.3,20.3
41,20.3,18.9,17.8,17.8,17.8
42,17.8,17.8,17.0,17.0,17.0
43,24.5,22.1,22.1,20.3,20.3
44,18.9,17.8,17.8,17.0,17.0
45,16.3,15.8,15.8,15.8,15.8
46,17.0,17.8,31.3,42.7,42.7
47,14.1,14.1,14.2,14.3,14.3
