,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,2.68,1.99,0.0,2813.43,25561.0,18936.86,457800.0,0.26,0.07,0.017247457627118646,48.22389830508476
