,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,9.0,6.884999999999998,6.031259999999998,4.686289019999997,4.147365782699997,3.351071552421597,3.489581542018183,2.8405193752028004,2.7955863989321146,2.3566793342997725,2.3602749495528914,2.041637831363251,1.8619737022032845,1.795114358280753,1.6173980368109582,1.4588930292034843,1.3334282286919845,1.190751408221942,1.110971063871072,1.0254262919529993,0.9454430411806652,1.1968255726274641,1.4478350848340518,1.2567208536359566,1.2014251360759745,1.114922526278504,1.0547167098594648,0.9893242738481779,0.9319434659649835,0.900257388122174,0.8759504386428753,0.8417883715358031,0.8131675669035858,0.7879593723295747,0.7737761036276424,0.7559792532442066,0.8104118341533688,0.793393185636148,0.7838724674085142,0.7305691396247352,0.8757297888774944,0.8161801632338248,0.9207756591529793,0.8811823058094013,0.8512221074118815,0.8789537758007034,0.8666484229394936,0.8545153450183407,0.8519517989832857,0.8476920399883693,0.8434535797884274,0.824897601033082,0.8125241370175857,0.806023943921445,0.798769728426152,0.7955746495124474,0.7939835002134226,0.793189516713209,0.793189516713209
1,4.501,3.463968499999999,3.045360805999999,2.387584730877383,2.1240286022110997,1.7345880336634911,1.5969207926819118,1.3176922944738452,1.1930482958221282,1.0207634056857464,0.9439825045522908,0.829463327976193,0.7649002781912111,1.2023203731708223,1.3897641946884494,1.2629451497628275,1.162876738678096,1.0486987045626166,0.9848539759723057,0.9163962275147459,0.8523891217685956,0.8054801192958657,0.7586407237300309,0.6716155328130514,0.6462749109077387,0.6066329634762276,0.579042168063896,0.5490744767208574,0.5227783109172016,0.5082573868075552,0.49711812967144353,0.4814625226142572,0.4683463353069109,0.4567940604508582,0.4502942289012043,0.4421406847133996,0.43244013015680904,0.4254454258850545,0.42148958846674156,0.39933537337408004,0.38927508305394326,0.36931825432935206,0.36247760566342596,0.566010137850668,0.5500193316252837,0.5432044262662891,0.5369905899395866,0.6008124139881247,0.5993080536692372,0.5967899749393525,0.5942844866031173,0.5833154586670795,0.5760011114024579,0.61218797430611,0.6075395133065858,0.6054925244841287,0.6144729240505451,0.6163579101008535,0.6163579101008535
2,6.07,4.822286104166666,4.237658686340907,3.4396910929931783,3.1942816247290327,2.7086866576761626,2.6000670186411554,2.329450811041033,2.7527702277903723,2.6009238295622485,2.9535673689288617,3.4708911958892004,3.266233993727874,3.1732137186655547,3.035839536479203,2.913315642148996,2.7202879709917815,2.620286599791465,2.489298556084458,2.434673574958262,2.2966578474751542,2.2352181953722536,2.1315997117853773,2.022283934445092,1.9625696528679692,1.8691548021971398,1.864328736584788,1.7899791075389087,1.7615477458750786,1.7482229223405006,1.847916987790454,1.8454864582211716,1.8216747184668265,1.8205562694146347,1.8685269794672692,1.855581860425536,1.8356895211308237,1.824634551239524,1.8184072852260482,1.8161760985719357,1.858904484958708,1.8539262887227745,1.8362066607879222,1.8131447526957196,1.81438563092924,1.7971469640352316,1.7903165799070366,1.790169112823303,1.786805028998819,1.784398982437741,1.7788026933821957,1.7682642648970182,1.826717418493493,1.8264177782131439,1.8259980671602745,1.8258368577587665,1.8257563754768154,1.8307199814847883,1.8307199814847883
3,2.074,1.7773311041666664,1.5855366326566982,1.3939449941226534,1.660032379860197,1.481887373085302,1.4819512950085585,1.4317764014777836,1.4516579764236266,1.514613464817977,1.5479861328794173,1.5891155319695882,1.555955219812135,1.5515454167047786,1.58135460693886,1.6079413935983438,1.5329424341322746,1.567161666954873,1.5112255200637068,1.537075215342688,1.4743022651727526,1.4680059223304962,1.4194489224485862,1.4129879966691785,1.38303305214367,1.3361726261986742,1.3637484401955025,1.532602052683654,1.5229876128330075,1.5200536232955442,1.529033680872343,1.5416546529044461,1.654722984004554,1.66085867029964,1.7543108845047655,1.7455349461734857,1.8706013941620414,1.860221380200244,1.854371703818187,1.8542545156471777,1.8163680253270762,1.8188418872934622,1.803675685183816,1.784895872200485,1.7893770018445274,1.8479034643867898,1.8413012260957782,1.8791787108075078,1.886713756083808,1.8841434290451997,1.8783836809145118,1.8662264707036234,1.8492159806866832,1.8492727729614205,1.8492508406400272,1.8492648306709158,1.8492715977062986,1.8492787411236211,1.8492787411236211
4,3.772,3.4223777708333327,3.207141512656698,2.7437266525493196,3.1189880869617364,2.7351555844233455,2.5992111584123876,2.3061959302885007,2.1759179132956508,1.9749346219041233,1.8827237672607466,1.7494849493458016,1.6839667951259083,1.7100746562451943,2.1244584517647747,2.000518940419197,1.9250976452598683,1.8149702401887835,1.769409585557612,1.701699441126896,1.6574938013457923,1.6171550984123224,1.5853302529090119,1.506696991508828,1.490336184543708,1.4647419330659095,1.4326775499464528,1.4142128909633784,1.4589740527955382,1.6131635909660158,1.5937939521429847,1.56583000086826,1.5474030368042648,1.526613399038317,1.5203162099443281,1.5856719370067263,1.569409215918618,1.557355783154478,1.5507499484824245,1.5072312820984892,1.5147242483857097,1.472642129608351,1.4614225881074991,1.4416268704196618,1.421986212790919,1.4170635371689855,1.4111607548287202,1.4077979031078853,1.4069900908072845,1.4048089881556651,1.4034592455627581,1.3937010395962748,1.389818431045945,1.3860153734147778,1.381379848598395,1.379361807445935,1.3784246229520098,1.378560734556208,1.378560734556208
5,6.543,5.177604513257575,4.65668051477791,3.908565921843966,3.595666673620831,3.410927504262076,3.22181257153012,3.027104844202698,2.8272877579905997,2.553001143406208,2.428121752326643,2.2461576155187113,2.1527977600089354,2.0530298198278683,1.9567235541527637,1.998412020612426,2.02333530150886,2.0655875436354707,2.016171037954945,1.944014276182388,1.99965110693494,1.9808174679192385,1.9707333470222603,2.044082591484842,2.071038532406492,1.9905155300643913,2.0122660841694673,1.9693040572766871,1.9795868405535844,1.9526398317249674,1.919185016219626,1.8860956316277304,1.863051605814883,1.838489923015667,1.8247433850615145,1.81027959012652,1.793272521417724,1.7807904592381028,1.7897715665558127,1.743834192047649,1.7297670927299313,1.7765816231195108,1.7624889236616443,1.737874920079893,1.714756798459672,1.708412921195564,1.7200086808122603,1.7108375338852317,1.7096998045556528,1.7069502192114443,1.7116787856147737,1.7287404164338127,1.72272822654769,1.717925185790604,1.7120481999355663,1.70946353807868,1.708273054885394,1.707682770438611,1.707682770438611
6,2.868,2.3606383444264067,2.2116086963363517,2.054946664369421,1.9790395398467682,2.1444716892635425,2.079142317718736,2.13550707578205,2.0477655074034034,1.9283914316157469,1.8725507375238812,1.7935582331688678,1.7582591233058777,1.719264949068183,1.6765124055982872,1.7670433827981062,1.829682002910208,1.912148602532329,1.8868936877238955,1.8387192819191291,1.9187293040423974,1.917758089533306,1.9255098876097996,2.0321766287148257,2.0687724319983563,1.9858205888856415,2.019012487996188,1.988477456793424,2.0082147283528955,1.9873385531572838,1.9526498721732701,1.9263354491082731,1.9089674513192691,1.8894050136730534,1.8780212768143405,1.8670972721872132,1.8543003992898088,1.844887569856692,1.8555856936651607,1.8192613221499248,1.8096738822269116,1.86344311456706,1.8523584232775503,1.8317138493941334,1.81244938599541,1.8077478471909934,1.8205034632982988,1.812475934871011,1.8116548357930202,1.809611384383534,1.814737554051912,1.8335398919653338,1.8290634372189656,1.825067169321964,1.8198655419787804,1.8175783380264483,1.8165859888696307,1.8160945733070453,1.8160945733070453
7,0.66,0.6697264694264069,0.7236583938363522,0.8988092793269216,0.9558579540841563,1.3177409679673522,1.3218569770114255,1.5190768084462993,1.4942111273358993,1.461745089218841,1.4446360415459187,1.4234120211479302,1.4206857779427828,1.415786511586761,1.4030783334275259,1.5204058497000796,1.6042552976586122,1.7108425547426536,1.6990751451361281,1.66536276711062,1.7588945973889518,1.767833134692374,1.7854799797883691,1.9106306687258243,1.952574494248871,1.8779889026541188,1.9170037128211674,1.8927932256792546,1.9180801826433482,1.900268582001861,1.8679307902390438,1.844920411369482,1.8303205248635965,1.8131961419375069,1.8031841647700337,1.7939814137199255,1.783231784859605,1.7753113963295224,1.7868444342203174,1.7551944683473308,1.747785301453606,1.8057629572863394,1.7961202699288477,1.7778939366394249,1.7604593502743617,1.7565376620057607,1.7700102207056594,1.7626895976746686,1.762017857608267,1.7602225910897042,1.7655957047245516,1.7854791633231755,1.7817236195064396,1.7781060701511382,1.773327092700492,1.7712260425452733,1.770326397979418,1.7698812420077226,1.7698812420077226
8,0.491,0.563941469426407,0.6491774005030191,0.8736442141735884,0.9370368714234565,1.3217335331775069,1.325514166743927,1.5462337608885555,1.5318580706290454,1.513891462414963,1.5007542657667627,1.48545428509896,1.488708322666122,1.4870387792930428,1.4771766266308857,1.5970425101695103,1.6829012053276715,1.7917733502911237,1.7812835773828508,1.748941150074345,1.8437538664815063,1.85363112910119,1.8722153065662033,2.0030769323689843,2.045353122291732,1.9734474694778936,2.0143275170364587,1.9921429540331979,2.0192076267527628,2.0013576930115553,1.9698004952514763,1.9467171978864297,1.9330762206389682,1.9167964111438418,1.9072596291306547,1.897963142400252,1.8871020251368824,1.879730361560977,1.8912103718689945,1.861303522235898,1.8547066475099618,1.9122136518108628,1.9024096970902578,1.8839129184328944,1.8662736866868535,1.8622647833720651,1.8760771623728356,1.8686716021585044,1.8679819160786513,1.8661568292677368,1.8716502717116938,1.8914005298366008,1.8875561655221633,1.8841319557987364,1.8795687453772616,1.8774427286113358,1.876590650673348,1.876169230448959,1.876169230448959
9,2.08,1.7974452194264068,1.7669266855030188,1.814889158618588,1.778232397257281,2.064059518051237,2.032889768888264,2.1827200010340455,2.1367002142796956,2.074994639512461,2.042364629165168,1.997990999438581,1.9848518061438563,1.9407730209395258,1.918289928354367,2.0023992083240905,2.059954727440958,2.1366408955382887,2.1081537470984557,2.0565135667218484,2.133283134630504,2.12993708262495,2.135317567157395,2.2415146945621385,2.2876546229483874,2.2217932620872705,2.2533801368449287,2.236601811413543,2.253910370405048,2.2306730433796624,2.2017330811596443,2.172578162944179,2.162350412884754,2.1413268534300083,2.1291210234556703,2.1164754746557923,2.1016310120892676,2.091355489787362,2.1012109985566627,2.0622091063088046,2.0513739417243895,2.1006925700187096,2.0880828923429084,2.064880916289681,2.043681272616509,2.0381550055127757,2.0505724214035763,2.041791427562815,2.040811132006749,2.0385031491161936,2.0447661099609085,2.0623853196443322,2.057119933482779,2.0529492136156673,2.04755289787384,2.045059944497928,2.0440251321281675,2.0435125274223234,2.0435125274223234
