,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,3.41,1.77,0.0,784.53,10050.0,5222.28,141333.0,0.48,0.11,0.0089,39.45227272727273
