,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,1.265,1.252355,1.2543782,1.2561095534000002,1.257576477089,1.258586076204896,1.2592723660509721,1.2598909505174671,1.26036098306986,1.2608944700168263,1.2612270179454634,1.2617816463074802,1.2619425639921062,1.2621382398966114,1.2623500101442622,1.2624904596066162,1.26267867513612,1.262813311978225,1.2628701658667913,1.2632301078353034,1.2633451508260087,1.263467609664884,1.2634814011779,1.2635148103519864,1.2635415437656508,1.2636057158399618,1.263639178659803,1.2637004156201117,1.2637472006577877,1.2638073350262138,1.2638371516505587,1.2638452915890046,1.2638695404656355,1.263893280115857,1.263924268272613,1.263952237297525,1.2639669059753595,1.2639906671379262,1.2640159004594782,1.2640808510291526,1.2640955574126862,1.2641036973959723,1.2641045936985764,1.2641207110120019,1.2641286246128938,1.2641303673636681,1.264132976261577,1.2641347103090539,1.2641433632059633,1.2641450764795517,1.2641467863265925,1.2641467863265925
1,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49
2,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387
3,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229
4,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51
5,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422
6,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737
7,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22
8,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679
9,4.35,4.35,5.390000000000001,5.22048,5.0768508,4.9779990912,4.910803188441601,4.850236444089908,4.804214691233636,4.751980001741767,4.719419621600684,4.6651149372253835,4.649359190364113,4.63020020218081,4.60946538721943,4.5957137216968,4.577285192569541,4.564102651400507,4.558535982464094,4.523293401427662,4.5120293303348635,4.5000391598900835,4.498688807451073,4.4954176536871495,4.49280013592078,4.486516929940266,4.4832405236217,4.477244700058724,4.47266389085661,4.466776024095492,4.463856623493105,4.463059627128653,4.460685374958952,4.458360982084814,4.45532687458644,4.452588375847193,4.451152138585332,4.448825639397869,4.4463549984129225,4.439995568517669,4.438555639421386,4.437758638666593,4.437670880027927,4.436092804187424,4.435317968949738,4.435147333011838,4.434891891012803,4.434722107230777,4.433874886158469,4.433707136386152,4.433539722113379,4.433539722113379
