,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.16,0.0,0.0,0.0,163055109.0,3941842.0,3163825264.5,0.0,3163825264.5
1,1.15,0.01,0.03,149207.14,163055109.0,3898776.7,3067339852.92,0.0103,3067489060.06
2,1.13,0.02,0.06,290302.18,163055109.0,3852351.07,2980334659.08,0.0111,2980624961.2599998
3,1.13,0.03,0.07,407961.99,163055109.0,3821713.73,2928619685.02,0.0081,2929027647.0099998
4,1.12,0.04,0.09,488979.33,163055109.0,3791597.28,2881763580.37,0.0079,2882252559.7
5,1.11,0.05,0.1,594316.47,163055109.0,3762382.89,2841214470.54,0.0078,2841808787.0099998
6,1.1,0.05,0.11,684973.58,163055109.0,3736125.08,2812911580.98,0.0072,2813596554.56
7,1.09,0.06,0.12,762103.14,163055109.0,3710094.05,2788805491.49,0.0072,2789567594.6299996
8,1.08,0.07,0.13,862654.79,163055109.0,3669976.27,2754626626.79,0.0105,2755489281.58
9,1.07,0.07,0.13,904805.68,163055109.0,3648181.99,2740220946.05,0.0062,2741125751.73
10,1.07,0.08,0.14,933662.21,163055109.0,3630094.15,2730156699.68,0.0233,2731090361.89
11,1.06,0.08,0.14,989799.31,163055109.0,3608367.97,2720767659.4,0.0064,2721757458.71
12,1.06,0.09,0.14,1004764.91,163055109.0,3597553.68,2715599332.63,0.0036,2716604097.54
13,1.05,0.09,0.14,1019280.65,163055109.0,3583186.11,2708856173.2,0.0045,2709875453.85
14,1.05,0.09,0.15,1044831.23,163055109.0,3572608.3,2704481747.21,0.0037,2705526578.44
15,1.05,0.1,0.15,1073020.93,163055109.0,3562442.57,2700991230.18,0.0037,2702064251.1099997
16,1.05,0.1,0.15,1083325.71,163055109.0,3558880.12,2699485494.21,0.002,2700568819.92
17,1.04,0.1,0.15,1094078.25,163055109.0,3544665.94,2696506418.8,0.0045,2697600497.05
18,1.04,0.1,0.15,1106063.89,163055109.0,3537580.16,2695149914.74,0.0028,2696255978.6299996
19,1.04,0.1,0.15,1120089.33,163055109.0,3534042.59,2693952722.35,0.002,2695072811.68
20,1.04,0.1,0.15,1124081.94,163055109.0,3530508.55,2692896168.81,0.002,2694020250.75
21,1.04,0.11,0.15,1131639.16,163055109.0,3523451.07,2691444113.23,0.0029,2692575752.39
22,1.03,0.11,0.15,1136984.19,163055109.0,3512891.3,2689229508.21,0.0037,2690366492.4
23,1.03,0.11,0.15,1140163.75,163055109.0,3509378.43,2688219561.99,0.002,2689359725.74
24,1.03,0.11,0.15,1144648.95,163055109.0,3505869.06,2687721323.89,0.002,2688865972.8399997
25,1.03,0.11,0.15,1144648.95,163055109.0,3505869.06,2687721323.89,0.0012,2688865972.8399997
