,0,1,2,3,4,5,6,7,8,9,10,11,12
0,17.8,17.0,16.3,36.3,36.3,36.3,36.3,50.9,61.6,61.6,61.6,61.6,61.6
1,15.8,15.8,15.4,17.0,17.0,17.0,17.0,17.8,18.9,20.3,20.3,18.9,18.9
2,15.8,15.8,22.1,22.1,42.7,36.3,36.3,36.3,36.3,36.3,42.7,36.3,36.3
3,14.6,14.5,15.8,15.8,20.3,20.3,20.3,20.3,20.3,20.3,24.5,24.5,24.5
4,15.8,24.5,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
5,14.3,50.9,42.7,36.3,36.3,36.3,31.3,31.3,36.3,31.3,31.3,31.3,31.3
6,14.3,18.9,24.5,22.1,22.1,20.3,20.3,22.1,27.5,27.5,24.5,24.5,24.5
7,14.6,14.6,22.1,20.3,20.3,20.3,20.3,18.9,20.3,20.3,20.3,20.3,20.3
8,14.8,14.8,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3
9,14.6,14.6,17.0,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5
10,15.8,15.8,15.4,24.5,24.5,27.5,42.7,36.3,36.3,36.3,36.3,42.7,42.7
11,18.9,17.8,17.0,17.0,17.0,17.0,20.3,20.3,20.3,20.3,20.3,22.1,22.1
12,31.3,31.3,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3,20.3
13,50.9,36.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5
14,31.3,27.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3
15,92.8,75.2,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3
16,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5
17,92.8,75.2,61.6,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
18,50.9,50.9,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,24.5,24.5
19,31.3,27.5,24.5,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,22.1,22.1
20,31.3,27.5,24.5,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,31.3,31.3
21,31.3,27.5,24.5,22.1,22.1,22.1,22.1,20.3,22.1,22.1,20.3,27.5,27.5
22,31.3,31.3,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,22.1,22.1
23,31.3,31.3,24.5,24.5,22.1,22.1,22.1,31.3,31.3,31.3,31.3,31.3,31.3
24,24.5,22.1,20.3,20.3,18.9,18.9,18.9,22.1,20.3,24.5,24.5,24.5,24.5
25,31.3,27.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3,22.1,20.3,31.3,31.3
26,36.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,20.3,24.5,24.5
27,61.6,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5
28,50.9,50.9,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,31.3,27.5,27.5
29,31.3,31.3,24.5,24.5,22.1,22.1,22.1,22.1,22.1,20.3,22.1,20.3,20.3
30,42.7,36.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1
31,50.9,42.7,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,22.1,22.1
32,36.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3
33,36.3,36.3,31.3,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
34,42.7,36.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
35,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5
36,75.2,61.6,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3
37,61.6,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5
38,230.4,230.4,144.6,115.5,115.5,115.5,92.8,92.8,92.8,92.8,75.2,61.6,61.6
39,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,36.3,36.3
40,42.7,36.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,22.1,24.5,24.5
41,31.3,24.5,22.1,22.1,22.1,24.5,22.1,22.1,22.1,22.1,20.3,22.1,22.1
42,24.5,22.1,22.1,20.3,20.3,36.3,36.3,42.7,36.3,36.3,36.3,31.3,31.3
43,20.3,18.9,17.8,17.0,17.0,20.3,20.3,22.1,22.1,22.1,24.5,22.1,22.1
44,24.5,24.5,22.1,20.3,20.3,20.3,20.3,22.1,22.1,20.3,22.1,20.3,20.3
45,36.3,31.3,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,31.3,31.3,31.3
46,31.3,24.5,24.5,22.1,22.1,22.1,22.1,22.1,20.3,20.3,31.3,31.3,31.3
47,18.9,17.8,17.0,24.5,22.1,22.1,22.1,22.1,22.1,20.3,22.1,20.3,20.3
