,0,1,2,3,4,5,6,7
0,20.3,18.9,17.8,17.8,17.8,17.8,17.8,17.8
1,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.4
2,15.4,15.4,27.5,24.5,50.9,61.6,75.2,75.2
3,14.6,14.6,14.8,14.8,15.1,15.1,15.1,15.1
4,15.1,61.6,50.9,42.7,42.7,36.3,36.3,36.3
5,14.5,22.1,36.3,31.3,31.3,31.3,31.3,31.3
6,14.6,15.1,50.9,50.9,42.7,42.7,42.7,42.7
7,14.8,14.6,17.0,17.0,17.0,17.0,17.0,17.0
8,15.4,15.4,15.8,50.9,42.7,42.7,42.7,42.7
9,14.8,14.6,14.6,20.3,36.3,36.3,36.3,36.3
10,15.4,15.4,14.8,15.4,22.1,22.1,22.1,22.1
11,16.3,15.8,15.8,15.4,16.3,15.8,16.3,16.3
12,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.0
13,20.3,20.3,18.9,17.8,17.8,17.8,17.8,17.8
14,20.3,18.9,17.8,17.8,17.8,17.0,17.0,17.0
15,31.3,31.3,24.5,24.5,22.1,22.1,22.1,22.1
16,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3
17,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
18,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
19,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5
20,22.1,22.1,20.3,20.3,18.9,18.9,18.9,18.9
21,50.9,42.7,36.3,31.3,31.3,31.3,31.3,31.3
22,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3
23,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
24,36.3,36.3,31.3,31.3,27.5,27.5,27.5,27.5
25,36.3,36.3,31.3,27.5,27.5,24.5,24.5,24.5
26,22.1,22.1,20.3,20.3,18.9,18.9,18.9,18.9
27,20.3,20.3,17.8,17.8,17.8,17.8,17.8,17.8
28,31.3,31.3,24.5,24.5,22.1,22.1,22.1,22.1
29,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3
30,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1
31,42.7,36.3,31.3,31.3,31.3,27.5,27.5,27.5
32,92.8,92.8,61.6,61.6,50.9,50.9,50.9,50.9
33,50.9,42.7,36.3,31.3,31.3,31.3,31.3,31.3
34,61.6,61.6,50.9,42.7,36.3,36.3,36.3,36.3
35,144.6,115.5,92.8,92.8,75.2,75.2,61.6,61.6
36,230.4,182.1,144.6,144.6,115.5,115.5,115.5,115.5
37,230.4,230.4,144.6,144.6,115.5,115.5,115.5,115.5
38,92.8,92.8,61.6,61.6,50.9,50.9,50.9,50.9
39,61.6,50.9,42.7,36.3,36.3,36.3,36.3,36.3
40,75.2,61.6,50.9,50.9,42.7,42.7,42.7,42.7
41,50.9,42.7,36.3,31.3,31.3,31.3,31.3,31.3
42,42.7,36.3,31.3,31.3,27.5,31.3,31.3,31.3
43,17.0,16.3,15.8,15.8,15.4,15.8,16.3,16.3
44,18.9,17.8,17.8,17.0,17.0,17.8,17.8,17.8
45,16.3,15.8,15.8,15.4,15.4,15.4,15.4,15.4
46,20.3,20.3,18.9,17.8,17.8,17.8,17.8,17.8
47,18.9,17.8,17.8,17.0,17.0,17.0,17.0,17.0
