,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,1.74,1.08,124294.0,76839.18,3426176.0,0.38,0.07,0.010288461538461545,0.18950000000000003
