,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.19,0.0,0.0,0,161360983,3990697,2886456940.3,,2886456940.3
1,1.04,0.12,0.11,0,161360983,3503135,2578713231.3,,2578713231.3
2,1.12,0.06,0.1,0,161360983,3748316,2588930010.4,,2588930010.4
3,1.07,0.1,0.1,0,161360983,3595997,2584711472.0,,2584711472.0
4,1.06,0.11,0.11,0,161360983,3565885,2577675994.0,,2577675994.0
5,1.03,0.13,0.11,0,161360983,3471449,2571863210.5,,2571863210.5
