,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
11,12.661,9.192039999999997,11.62066672,10.476945380479998,9.804774077758717,10.133834410760434,10.039573008471764,9.970644358048178,10.145517474775046,10.189460635985844,10.071769167014935,10.111338400334336,10.02866911151528,9.968491670608605,10.182377020443043,10.229822661339119,10.15765681891752,10.090307262066231,10.124281507893913,10.032094772896597,9.97450879243494,10.013622475907281,9.975749046581877,10.082539316603658,10.008619272140267,9.960104978343217,10.05462914392795,10.011426640466183,9.965512134690332,10.00494969784148,9.97538280448897,10.2127218751139,10.276377106360938,10.24568494134008,10.215575927454617,10.18292983297807,10.140315797654685,10.125522639678138,10.110877413281356,10.08477961984229,10.064846705164499,10.042385157881867,10.02304576567152,10.010787353780477,10.029691181412428,10.003686048965593,9.97951770008421,9.988169558483536,10.018606541132634,10.010460901885839,10.00641251918018,10.002376281622642,9.99701077649615,10.007138754943158,10.004446477433271,10.001759584478405,9.99773730572497,10.01786383111352,10.016506967282407,10.016506967282407
12,15.42,10.917359999999997,10.399674479999998,11.318432240319998,11.120767067652478,10.715698031563754,10.760773357543673,10.793734689666492,11.09444193483817,10.994868721965936,11.02760383037456,10.947299677159577,10.974243595561482,10.993856877356777,11.078954888507793,10.967771324528373,10.988573843600067,11.007988020638065,10.938408439915731,10.968748708201039,10.987701262456596,10.916864017008159,10.930951824531931,10.97482183621676,10.99797110073349,11.013164141107085,10.894548709297194,10.910837699308981,10.928149217532475,10.859455845701307,10.871787817095877,10.799568092229137,10.91969932183118,10.929205034716388,10.938530139056777,10.948641006136585,10.96183905796476,10.966420667385114,10.970956460711262,10.97903924441846,10.985212694996603,10.992169291876657,10.998158921790385,11.001955491494272,10.966280292647374,10.974900967087075,10.982912749679508,10.967209447682071,10.97952619099598,10.982169033850003,10.983482526748451,10.984792079168207,10.986532910851535,10.990599845029832,10.991458645339772,10.992315728049094,10.993598780864946,10.997651583303215,10.998073931719912,10.998073931719912
13,18.118,12.827543999999996,10.879245591999995,10.141341103327996,10.638133768441788,10.807321729282028,10.404805138607978,10.510464881677581,10.67995466436854,10.57618084047885,10.417700915761978,10.701712879131499,10.577241245021003,10.66263463024008,10.765759975769997,10.428380937078417,10.340503413972808,10.690490760344034,10.754453583731992,10.651357007956877,10.561756013622688,10.344180797132271,10.561847734812567,10.602926932381502,10.702510731897664,10.645468345549348,10.496226700219516,10.713901672512712,10.80924101564728,10.582756339083977,10.62533169962413,10.543145763338789,10.72449197349198,10.758568625995633,10.715997822101716,10.66983986783758,10.861588351538128,10.776152468022747,10.79357094334252,10.752610666362354,10.79132611703328,10.898952899160747,10.809619558572496,10.752994982545344,10.784765072859527,10.836696536475197,10.683359998818641,10.698037118828093,10.708956896115126,10.695811154738434,10.716277721274219,10.721682888110395,10.732868156557954,10.736438420244838,10.750001543404348,10.76353754031754,10.768800927696587,10.772299325841196,10.775045026515354,10.775045026515354
14,8.311,13.624816000000003,11.570342888,10.835907112992,10.354573101274688,10.308171522159968,10.23974454474173,10.219707317504644,9.939641341866842,10.366810557457233,10.326169144533026,10.306682378751704,10.052024483162857,10.04265140590369,9.869122046855734,10.353495456325525,10.329828665334551,10.307741375394496,10.29133542725569,10.01083829533858,9.83562108693436,10.246142727804724,10.234742731426191,10.143944134066242,10.128087039094797,9.973679905687383,10.277843548233825,10.264239398238576,10.249781258698466,10.23499313338532,10.226281284450842,10.21117731435726,10.09937270418397,10.094425622804474,10.089572535971188,10.000310512715794,9.995793818359752,10.130225880176155,10.127313621374393,10.122123976189654,10.062160240523,10.05858967667463,10.055515421201186,10.053566782410375,10.049704580326988,9.969701193300777,10.212148571821363,10.209163383246793,10.183374402947312,10.181308156529626,10.18028123206004,10.179257388363858,10.177896358810402,10.169362566092781,10.168701840960596,10.168042437278675,10.16705530996684,10.158543199346907,10.15822365614756,10.15822365614756
15,2.031,6.0541760000000036,6.945437368000004,8.532962633312005,9.143393846847173,10.177278400630929,9.694316582990549,10.241150753841021,9.707490954841354,9.99181938900897,9.91783629605528,9.882362844213066,9.605835162092923,10.090942414960836,9.75242483353248,9.902467892521726,9.862380369465725,9.797968252839768,10.177124363990377,9.663918529058982,9.994335950838506,9.873255856608319,9.832872692623287,9.732033366078198,10.298779631042132,10.001139564324616,9.893945796087852,9.867194476409127,9.838763864211218,9.665684365099615,9.906921309067423,9.872760378013792,9.746874608185433,9.95367299062991,9.936142203807941,9.833134217527975,9.810674459437193,9.77887771484282,9.887398937694392,9.871983756815892,9.80420998422047,9.791838624472943,9.956186883730322,9.911860201776747,9.896004718144766,9.803569628500016,9.746463375187016,9.833539668185518,9.804724430176405,9.800082083595347,9.79777483734456,9.830274512832528,9.827077414781197,9.817485259951635,9.815912289431731,9.814342464852869,9.81199243745831,9.802430452583392,9.801659022130808,9.801659022130808
16,12.448,8.906039999999997,10.639627719999998,10.153398904479998,10.178734598694719,9.795448484812194,10.413211781784213,10.188551192695002,10.107915365169827,9.906895427641675,10.141060479713266,10.096218060524734,10.030769631074824,9.849895767307531,9.812016145080616,9.981359273246262,10.117824746676934,10.068422633076473,9.923227840918795,9.86178848694091,9.991409370489391,10.097846633151773,10.067666927423524,10.04415392194763,9.829697918006353,9.941956792958125,10.023119959548255,9.99202324080226,10.092526450614983,10.051323498392843,9.9604343814282,10.0769494405525,10.047596755098136,9.96917241675127,10.025770140832998,10.003136967875506,9.975609132774991,10.00533304144724,9.964479711032768,10.018183076234179,10.003200513166899,9.987469304956228,10.028916734686842,10.019188484074661,10.001203091361317,9.981192232625451,10.034594772438194,10.001678014258687,9.995355946173134,10.013071810496097,10.010092595064608,9.997822317279413,10.009623028010296,10.007499781954275,10.005524782390367,10.003553732825585,10.00060307162711,9.998497865483854,10.00144736761837,10.00144736761837
17,12.572,8.987699999999997,10.178435099999998,9.632488628399999,10.229286606357599,9.801130811785415,10.234466439831149,9.996343117839592,10.163760815180018,9.938556296051376,10.146875461255421,9.959880442805202,10.336771257565307,10.122721322232431,9.92739102669867,10.074087911256942,9.865703867339121,9.987487193308862,10.077945141543053,9.78777059762584,10.072708232525557,9.909674736154637,9.984219843542308,10.038563226827918,9.801101939032867,10.044854269227685,9.923331203958536,10.00543993663582,9.853750978790204,10.095607943553755,9.993888568795574,10.097242914612547,9.976986598832621,10.0262918534548,9.94112830823916,10.08037661376614,9.951342068580686,9.97826864789488,10.004205961415932,9.923922254110444,10.016995342552898,9.944275417072053,9.982071561233044,10.041380917181947,9.95913206067267,10.084776551519889,10.00304257359253,10.02359423300379,10.038884667605767,10.054515359600133,10.040767813521331,10.048361510080767,10.030344064040444,10.021227375912364,10.02632892116054,10.017220263318217,10.003584602528262,10.008721433323206,10.004256711889882,10.004256711889882
18,2.438,8.299900000000004,7.390885700000004,8.103950958800004,8.138871176343203,8.264792770472315,8.147878033162087,8.217384131503982,8.069224162956225,8.139725403134326,7.9701925470929815,8.172904845209263,8.273515269032336,8.593152597194914,8.779836188112727,8.437377033954641,8.649005690392727,8.527010434325055,8.313895069123678,8.863513679768886,8.848666105218594,8.999482125430724,9.081760625918665,9.015741652774373,9.042899086830106,9.075122719704222,9.182120406272208,9.26755267367777,9.395747882772726,9.41526895899291,9.549969041895064,9.409102249261156,9.659453590780368,9.52224597255554,9.589045299076984,9.596373347796368,9.692738894058069,9.65519150511749,9.583019590066314,9.64520923744512,9.649308308120888,9.799527375190953,9.696465991938279,9.698639798010834,9.758748281646639,9.762154064295354,9.929119291138036,9.86919033680893,9.824603194788079,9.780283575619348,9.808056724892491,9.785946554717814,9.798954768498943,9.805432858961945,9.79069799324402,9.797192597257533,9.80691501946576,9.79217718942683,9.795423012237404,9.795423012237404
19,9.885,9.301,9.392688,9.913796192,9.395319719487999,9.439390944734079,9.472517924271099,9.493142028057544,9.518612796233803,9.53619938201458,9.563057029599456,9.575934748415479,9.821551467755796,9.560343203174542,9.573978788641211,9.590773934054585,9.604308333088074,9.774439458099112,9.778309077065643,10.037030605210507,9.778645319791668,9.908474088279167,9.73981681380735,9.742865660717396,9.750256646360093,9.75769940709113,9.855636523099669,9.67054679088358,9.677838199993538,9.82929602479377,9.698521512248307,9.842294173270624,9.687404524765588,9.691158838795044,9.694841820857937,9.78283514261992,9.785695758626563,9.786688801040299,9.787671913029895,9.789423818595356,9.846761885135022,9.75137369497286,9.753244463243242,9.790430263074054,9.79213251833872,9.869897000490283,9.762168854481459,9.763151503645608,9.784882594623735,9.806483299055992,9.788718849158824,9.799507692611346,9.7998496618409,9.800019962517219,9.788189922592185,9.788383542747,9.788673392118758,9.795866045334522,9.799455179289186,9.799455179289186
20,5.752,6.9346000000000005,7.2984318,7.9890457112,8.2696597800368,8.358070399833489,8.191281894244145,8.244317799531938,8.309817142562363,8.187041919719368,8.269043691900977,8.168361944224939,8.154433313404118,8.048726247614336,8.099263745214534,8.16151150297295,8.050673973836194,8.199233645013564,8.113580467438089,8.437300897989491,8.324518260273933,8.433507602904072,8.456425390022758,8.399632456832279,8.443955569077001,8.34704516859023,8.428178949038294,8.345217401618108,8.37604800996309,8.410174281604421,8.351694447409123,8.468706363960168,8.398071998497203,8.414296630525758,8.36371299454577,8.383879021660308,8.40818640905382,8.381624544963282,8.35532829951365,8.371468390122404,8.33580383266069,8.328062971338118,8.340998089739385,8.31834510693173,8.33515089500696,8.287439028001828,8.304801125497793,8.31237871649381,8.297016444194849,8.30274634552968,8.29509410649309,8.304264824173611,8.308055764876917,8.302943653347164,8.323841766040468,8.318698082508389,8.321497988260862,8.316358992284341,8.319394633292056,8.319394633292056
21,5.737,7.948024000000001,9.006985232000003,10.097618945088003,9.249605715810434,9.248471201387494,9.503737044498695,9.540400192273761,9.520679179775968,9.699062579146721,9.740483760552422,9.880344410130327,9.524473778752897,9.687824932487771,9.710890285323284,9.685300209915827,9.848678400259699,9.569152872248013,9.697527521719332,9.736050287851015,9.883090175761271,9.658230929433866,9.646436463409719,9.721838297678113,9.696626706198852,9.824080144775694,9.657028980866752,9.768008082459883,9.749953807656246,9.731487470580621,9.808608746227849,9.567916005124962,9.663312188991712,9.65521225740087,9.723266224510253,9.713054633795538,9.699725104049262,9.73509785300877,9.770116874478683,9.760520770738067,9.809191479947735,9.710436416268571,9.703808306440811,9.735607031682845,9.726632105112554,9.793329095115416,9.783315171403338,9.77894465003211,9.799692982131917,9.796316824239126,9.80663887376641,9.788129957145111,9.785925437316532,9.792827586441897,9.791715931269012,9.798606499406475,9.796921679908255,9.80380183654844,9.79763503471189,9.79763503471189
22,9.056,13.306352000000002,11.232954736,10.214827986624,9.814168779774334,9.790933589594644,10.255897839860587,9.970902947867556,9.683934256256165,10.03779341195587,9.615695319235266,9.993307506465857,9.740380978597303,10.06226821553902,9.831004950486381,9.600154683160117,9.943123567734752,9.74570300718669,10.001563401935154,9.658492907613239,9.969188205493483,9.810313430095718,9.691192654053037,9.845853608317922,9.62278122068539,9.890377096740716,9.773348915128718,9.999111098759728,9.848045321401896,9.69353168983143,9.855505992655136,9.687825258941587,9.879397802209105,9.797253243967132,9.935169432331756,9.84320687425279,9.723165081773711,9.796493430955975,9.869088496646414,9.791452903706778,9.893156563054884,9.823762058046004,9.76401338923336,9.82964126873026,9.752715725893115,9.891478127101145,9.813439520813324,9.779380004646818,9.823039724618939,9.797437486271225,9.819213173812411,9.806423534290975,9.78942184015381,9.803954996473504,9.795459086480555,9.809980168307595,9.797218227802672,9.811735791347067,9.80748005555572,9.80748005555572
23,19.182,13.582023999999995,11.478220231999996,10.805858685087996,10.537206838170428,10.28023822273509,10.113950976480044,9.992353427656042,10.102180454858399,9.986011793025197,10.424602884962257,10.234898769563767,10.08938353969863,9.983458663951891,10.054797400065912,10.142666340462352,10.029475688801083,10.103839282805035,10.019074907906859,10.123839188708727,10.02128194278296,10.081067792842774,10.125893894643177,10.07457212285567,10.158158372467176,10.069016671058359,10.112567220939782,10.037219637090647,10.093142169429566,10.150341051330102,10.09603754820084,10.157890083821009,10.093516941641663,10.123698119750472,10.077305855475213,10.111004432510233,10.154992308399947,10.130262385315948,10.105779761462788,10.134151725756459,10.09982160159587,10.125136455970337,10.14693254558675,10.124748152676469,10.152778685928293,10.105833890895656,10.134204880859533,10.146587241812659,10.131799718361783,10.141100920051613,10.133723617291459,10.138368446439584,10.144542972653825,10.139617886708518,10.142702650935101,10.137781245633231,10.142413901896333,10.13749307409254,10.139037581018448,10.139037581018448
24,11.655,9.223223999999998,11.253512832,10.325685343487999,9.924006403948031,10.079795827592708,9.796608894626775,10.089528449895438,9.801284100652234,9.698262463820928,9.848931254106716,9.761174003942447,10.296622085717729,10.092390713946148,9.906020303960409,10.000465207546547,9.800573807999406,9.884022986639433,9.806007182107052,9.922493729634308,9.827258992989668,9.89305766924204,9.942392054503264,9.894356821358695,9.985910266648043,9.901997497048713,9.949328564628399,9.878204379124918,9.938615430234671,10.000405274746223,9.904806358701807,9.973063910712435,9.912794249033912,9.945896158302268,9.902369131294524,9.93917437953734,9.987217496910294,9.963895321941191,9.940806368721779,9.971661854084786,9.9392285881276,9.966680930717558,9.990317397687512,9.969299541108326,9.999642149368375,9.955093948530378,9.985692257456831,9.999046719397176,9.984982439080794,9.995002544446308,9.98798253681297,9.992983589202531,9.999631654845722,9.99494239153603,9.998262506752956,9.993575981739452,9.998560253794235,9.993873133286646,9.99553426015336,9.99553426015336
25,5.834,6.826800000000001,7.4559304000000015,8.010186473600001,8.812034436870404,8.904011337552067,8.707530611948734,8.763854081351298,8.833413566063463,8.689441714892416,8.469572702845701,8.364149794731873,8.647431256432156,8.523640281149143,8.578675389340878,8.646462918316471,8.517089624073913,8.576350590990588,8.480368320305917,8.565647116126643,8.450917937249324,8.500708891508348,8.538041042546114,8.481256180652647,8.551598859258709,8.453765300325397,8.491031637216611,8.408663656462895,8.457125092143157,8.506692588826002,8.447893351871832,8.50195151114883,8.432584771858961,8.459211661193642,8.409332639630962,8.43925065419871,8.478303635881147,8.451860599522337,8.425681993527114,8.451031717643625,8.414393273596616,8.49310698121907,8.511879483482002,8.487778568130663,8.512010553904311,8.46112835338013,8.485840043019287,8.496625322675133,8.480649570739082,8.488769673314648,8.480805364294703,8.48486494820182,8.490261488409013,8.484948965432196,8.487647067501332,8.482339773366329,8.48639475404623,8.481089964538137,8.4824428745736,8.4824428745736
26,4.193,4.777,4.685312,5.324203808,6.043920280512,5.87733745526592,5.897539858128901,5.812312865222456,6.0970575289829965,6.005662767591812,5.866087734487244,5.799164225107754,5.707612864276611,5.72896989824844,5.916459162522006,5.823392367745818,5.840394318829511,5.766261574482183,5.7111974193753055,5.615550981954661,5.555803840712566,5.506742902446914,5.4699581011784,5.443141981053653,5.378134598038863,5.335469752509464,5.304623069191709,5.270162754046766,5.233539220409176,5.196079808474446,5.2180120526880085,5.178036582633176,5.152425631484713,5.134196544486503,5.11631381014126,5.096924220128293,5.0716143419647,5.062828198545054,5.054129916559604,5.038629578061531,5.026790763968669,5.06945011174517,5.057179810180738,5.049402191889111,5.033986952435107,5.01800820033884,5.003158052732741,4.996676788310879,4.991854727581013,4.987061599215528,4.98467941441788,4.982304376174627,4.979147158669928,4.977574864352588,4.976005714623883,4.974439703194635,4.972095384085051,4.970537193316882,4.969759656123565,4.969759656123565
27,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342,5.342
28,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225,6.225
29,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793,2.793
30,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506,8.506
31,4.222,4.222,4.222,4.4656,4.4446504000000004,5.414611864000001,5.338284704704002,5.282470469468802,5.2135398889533295,5.16594597428357,5.0932621342637345,5.258411648893186,5.199336184906274,5.156333392770398,5.117091390274041,5.338756455199244,5.287385658260078,5.464443303638375,5.420957788011032,5.345423447366336,5.29823966257695,5.25949503472418,5.230445173751903,5.209267825103113,5.157929898197751,5.3042364218626314,5.275016038472341,5.583372541279697,5.537085874876188,5.489742783380645,5.461852442146271,5.413498196902566,5.382519243783099,5.360469378151221,5.338838459966348,5.420384852307055,5.3868300764424575,5.3751817756780325,5.363649957921252,5.34310025867867,5.397404855057169,5.378598377376254,5.362406000092986,5.3521423460921485,5.42179978386249,5.399003587969102,5.377817523385658,5.368570983198573,5.361691557299382,5.354853407955586,5.366454847731719,5.363021483188524,5.358457397255769,5.366184482461257,5.373896113496334,5.371592321269342,5.368143544305534,5.365851257216923,5.369707405959706,5.369707405959706
32,8.17,8.17,8.17,9.794000000000002,9.963936000000002,9.35248176,9.27680292736,9.521462780992,9.43361770022752,9.488164050616598,9.848665418719122,9.581518801970356,9.501062230258047,9.706495492126693,9.89396268145737,9.530868696658672,9.854668736612373,9.553858643464817,9.79942359094355,9.696769904714104,9.632645568716113,9.795990328242333,9.750462599051547,9.717272884471464,9.948814694478948,9.704777365477705,9.825338376609807,9.619022886934903,9.569756108779117,9.519364888863068,9.62167886130808,9.799063385717066,9.756707737688421,9.726560290672342,9.810985645149566,9.671524946601426,9.797482248096587,9.781207425615621,9.765095351359465,9.844383635034994,9.750942264144504,9.725647187918192,9.787868127287336,9.82730731414175,9.707475782487197,9.79226374261994,9.763062995252783,9.750318491290761,9.776836580343018,9.803195560860958,9.783295974178376,9.79645608625584,9.813950261910817,9.800662361386996,9.787401036664221,9.784166234590893,9.79732373588712,9.806069088415347,9.79943301932693,9.79943301932693
33,7.193,8.507,10.451602000000001,9.389204168000001,10.206530609552,9.93531285469232,9.894204831992012,9.759144590392411,10.118845192016906,9.863204622800094,9.657598866844488,9.88301491217071,9.93488406217698,9.814241163441192,9.704149034576663,10.005946986709523,9.766151425320885,10.082359611181444,9.897232024790094,9.726865407228317,9.960643060124728,9.86100790996024,9.786303688481352,9.901944311023245,9.761079206850036,9.960228355403435,9.885513189807542,9.802045280923508,9.71333774137211,9.968205582682714,9.907151059863693,9.801299168529011,9.733483390147256,9.83911420573446,9.788838035825503,9.854025437073167,9.77951672483512,9.834651557586767,9.8082350420109,9.761160811254705,9.754606559897137,9.843220854938783,9.80611776296964,9.782599703102912,9.88178690844706,9.830699957186566,9.783221357957206,9.82729958709355,9.811493789570989,9.79578282683356,9.812274478353062,9.804416654918002,9.79397098829833,9.804969046321734,9.79974510822909,9.810731618012632,9.802878423158594,9.797658666312277,9.803154007645965,9.803154007645965
