,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,17.0,17.0,16.3,15.8,17.8,18.9,24.5,24.5,24.5,24.5,24.5,22.1,24.5,24.5
1,17.0,17.0,16.3,15.8,15.8,15.8,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.0
2,36.3,31.3,27.5,36.3,31.3,31.3,27.5,27.5,24.5,24.5,22.1,22.1,22.1,22.1
3,15.4,15.4,15.4,42.7,36.3,36.3,31.3,31.3,42.7,42.7,50.9,50.9,50.9,50.9
4,14.8,14.8,14.8,17.0,17.0,17.0,16.3,16.3,17.0,17.0,17.0,17.0,17.0,17.0
5,14.8,50.9,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,22.1,22.1
6,14.2,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3
7,14.4,15.1,36.3,36.3,31.3,31.3,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
8,14.5,14.6,31.3,31.3,75.2,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9
9,14.8,14.8,15.1,15.4,17.8,17.8,17.8,22.1,31.3,31.3,27.5,27.5,27.5,27.5
10,17.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,24.5,22.1,22.1,22.1,22.1,22.1
11,18.9,17.8,17.0,17.0,17.0,20.3,18.9,17.8,18.9,17.8,17.8,17.8,17.8,17.8
12,17.8,17.8,17.0,16.3,16.3,36.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3
13,17.8,17.0,17.0,16.3,15.8,18.9,17.8,17.8,17.8,17.8,17.0,17.8,18.9,18.9
14,36.3,31.3,31.3,24.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3
15,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5
16,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,31.3,31.3,31.3,31.3,31.3
17,22.1,22.1,20.3,18.9,17.8,17.8,17.8,17.8,17.8,24.5,24.5,24.5,24.5,24.5
18,22.1,20.3,20.3,18.9,20.3,18.9,17.8,17.8,17.8,20.3,18.9,18.9,18.9,18.9
19,17.8,17.0,17.0,16.3,22.1,20.3,20.3,22.1,22.1,24.5,36.3,36.3,36.3,36.3
20,17.8,17.0,16.3,15.8,17.0,17.0,16.3,17.0,17.0,17.0,20.3,20.3,20.3,20.3
21,31.3,31.3,24.5,24.5,22.1,22.1,20.3,20.3,20.3,18.9,18.9,18.9,18.9,18.9
22,61.6,50.9,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5
23,24.5,24.5,22.1,22.1,20.3,20.3,18.9,18.9,20.3,18.9,24.5,22.1,22.1,22.1
24,22.1,22.1,20.3,18.9,17.8,17.8,17.8,17.0,17.8,17.0,17.8,17.8,17.8,17.8
25,22.1,20.3,20.3,20.3,18.9,20.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5
26,17.8,17.0,17.0,16.3,16.3,16.3,24.5,24.5,22.1,24.5,24.5,24.5,24.5,24.5
27,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8,17.0,17.0,17.8,17.8,17.8,17.8
28,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3
29,42.7,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,27.5,27.5,27.5
30,24.5,24.5,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8,17.0,18.9,18.9,18.9
31,42.7,36.3,31.3,31.3,27.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3
32,230.4,230.4,144.6,144.6,115.5,92.8,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9
33,182.1,144.6,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7
34,61.6,50.9,42.7,36.3,31.3,31.3,27.5,27.5,24.5,24.5,22.1,22.1,22.1,22.1
35,61.6,50.9,42.7,36.3,31.3,31.3,27.5,27.5,24.5,24.5,22.1,22.1,22.1,22.1
36,115.5,92.8,75.2,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,31.3,31.3,31.3
37,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,18.9,18.9
38,50.9,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
39,36.3,36.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3
40,36.3,31.3,31.3,27.5,24.5,24.5,22.1,24.5,24.5,31.3,36.3,36.3,36.3,36.3
41,20.3,18.9,17.8,17.8,17.0,17.0,16.3,17.0,17.0,17.0,17.0,17.0,17.8,17.8
