,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,0.0,-1.1828010000000009,-2.0845367979090925,-2.488452869275911,-3.7453634490030008,-4.408850232513365,-4.892061762254186,-5.49847693048658,-5.832891772718172,-6.238192470901164,-6.4294710312060666,-6.666139966539714,-6.934688759671938,-7.195778568549134,-7.355723845060035,-7.639129553227002,-7.875191350491905,-7.979007204219753,-8.17202065841517,-8.373998636855259,-8.512530196731825,-8.640073843932798,-8.707349764088205,-8.830797290748132,-8.877838775630075,-8.90617599924745,-8.961977917877341,-9.027820799258727,-9.04453579274793,-9.061255893656606,-9.07823898432298,-9.09365520810872,-9.111124798391803,-9.119418093173831,-9.119418093173831
1,0.0,-2.068272000000001,-3.621427272686871,-4.285725877730707,-5.33102382313062,-5.88292267014073,-6.290035912930606,-6.784853983533588,-7.054264800163735,-7.373718501956232,-7.530107505128643,-7.716683790348918,-7.925497472358926,-8.149343363384004,-8.27870167721166,-8.497637453806178,-8.699735966147227,-8.782191453083602,-8.932838343058542,-9.088770126535922,-9.199196441112514,-9.299117173168284,-9.351793345574599,-9.448166851706949,-9.485804028466635,-9.508002836178981,-9.551564753494242,-9.603213313351096,-9.613842433789024,-9.624520651574349,-9.635177942883617,-9.64601142295137,-9.656917030963497,-9.662064898592318,-9.662064898592318
2,0.0,-4.889419266619349,-5.602105646945677,-5.860768773224788,-6.189409816899705,-6.405307331356611,-6.56364590519585,-6.7451508916941965,-6.8619095059008615,-6.9807388042108895,-7.044635524239855,-7.126033329885986,-7.2161386939873635,-7.318623179043446,-7.367635705220142,-7.464765591025833,-7.561969469222,-7.597067708540214,-7.663340754634282,-7.731933547058262,-7.777810307236277,-7.814451746198214,-7.836265279938994,-7.875263338090382,-7.8927761300460135,-7.900741949261108,-7.9176080228069665,-7.939008608061459,-7.943613326145261,-7.949060135835714,-7.955217481866299,-7.9605027377580475,-7.966116772231471,-7.968969281028116,-7.968969281028116
3,0.0,-1.8690450000000014,-3.0005690874715794,-3.4147766998361164,-4.006605998271015,-4.359324142230995,-4.6130460408597935,-4.906918105324125,-5.091124605309745,-5.283670546726908,-5.397921456202549,-5.5262833051141875,-5.667119110344758,-5.827739159460985,-5.906341036270809,-6.05944181074191,-6.206287914668426,-6.261903287713994,-6.36462620780376,-6.4786582911643515,-6.550246404924881,-6.615074151889594,-6.651381612123867,-6.713912215532609,-6.7409813464343635,-6.75561077727302,-6.782658819668989,-6.817973246315145,-6.827429762395167,-6.836897439213119,-6.846623443970282,-6.855956887937822,-6.865568514110886,-6.870065184802014,-6.870065184802014
4,0.0,-1.0452715057968356,-1.6559712068007362,-1.8395997141800764,-2.0382810347153213,-2.196168805570291,-2.2846536890591373,-2.3911524639366104,-2.4844995332967184,-2.5460779559672653,-2.6108311520315732,-2.6601763629706876,-2.7077751543857094,-2.779853799012804,-2.80513669849128,-2.875330263017376,-2.9399492376604983,-2.9660540202034187,-2.9986841559213406,-3.0558221907091907,-3.078285350785183,-3.106096437882283,-3.1178844125691523,-3.1434833260006774,-3.1536207945319092,-3.1578911177405593,-3.1642830995222946,-3.175627825653921,-3.179230389718123,-3.1831206597258737,-3.1858688569309006,-3.187948667215377,-3.1920553931632196,-3.19308289641974,-3.19308289641974
5,0.0,0.08603999420316547,0.03418449036593179,-0.007300309100194326,0.032150608434361176,0.049762951691475356,0.06623325972877038,0.05797936120493255,0.06953453105781109,0.06589874936197096,0.06471645827327992,0.05848008348785691,0.08063634531943996,0.08059573619912701,0.09551733110647151,0.07998476181083457,0.07904485662149109,0.08371346646908459,0.08312808183771819,0.09403046896135378,0.09464428831664072,0.08954349091121712,0.09887703672279326,0.09424228000602848,0.0983924102966148,0.09919162485443161,0.10986972995045986,0.11086561456807936,0.11143320648057627,0.11374141880423795,0.11439091410881752,0.11603339380607132,0.11817512040285255,0.11865645806133748,0.11865645806133748
6,0.0,0.33741880491745124,0.5005812190364366,0.5570660667801378,0.7540610075776002,0.8547381391407921,0.9351776489506944,0.9979621416903139,1.0515476259172392,1.0949168322201508,1.1153871545039717,1.1438125173090863,1.1994460664961146,1.2329062671220716,1.268484120657101,1.299990748166481,1.3288064446106467,1.3508129941339042,1.380457885143573,1.4253847873122025,1.449596090655022,1.4667075031525327,1.4872507897673086,1.5064168825942983,1.5184169732052768,1.5241637390743674,1.544707261485076,1.5580537417152867,1.5622676240401558,1.5679849770525078,1.571807366192972,1.5770790129860572,1.582639457868288,1.5848117359512124,1.5848117359512124
7,0.0,0.32008401920316537,0.4560234017269125,0.49610916293785406,0.5997750687411117,0.6503811110665397,0.6922595815055055,0.7115805814482983,0.7431799862415159,0.7542788869934225,0.758973183217549,0.7715593651309318,0.8064722685640893,0.8238716601932764,0.8462256648919755,0.8568737027274393,0.8686193630601527,0.8823001643512962,0.8962843229363583,0.9296696963491322,0.945687344298768,0.9535233085941482,0.9692028845708328,0.9776348501653769,0.9862375414146902,0.9894973812934384,1.005081973279404,1.010783747193721,1.0143642028409667,1.0189493626957171,1.0213943230648947,1.0257418292775697,1.0299729485272173,1.0314358931194827,1.0314358931194827
8,0.0,-0.972286909368264,-1.409215505487374,-1.432572564880361,-1.3498806922802178,-1.4062262468525708,-1.4191684633308805,-1.3922323907934562,-1.3896072653886198,-1.4109675312647503,-1.4457836296758422,-1.4407094543617343,-1.4512283740326266,-1.4138240878618102,-1.44176034269034,-1.396118525800593,-1.3853173340593106,-1.385408118177925,-1.3585303117486172,-1.3576305504040485,-1.3386600323332016,-1.3035870283320818,-1.3056465133302473,-1.2686709817534654,-1.2703081899159863,-1.2634022842718176,-1.258714437149603,-1.2447204216956165,-1.2366841719963064,-1.2323532963442625,-1.2270674449427192,-1.2204087294797434,-1.217549690064962,-1.214116079976962,-1.214116079976962
9,0.0,-0.4379399629396922,-0.46945464325847736,-0.2724459414517646,0.11583780127409136,0.31993907478611916,0.43844951649489966,0.6021854936775932,0.7395583731338017,0.8062364448660734,0.8201450010987336,0.8750045107237568,0.9282489663926949,1.0383555689718242,1.0542914822809568,1.1799512850547835,1.253692836195343,1.3018952837075155,1.3841860073191816,1.4792061089490611,1.536521731970783,1.592617506369284,1.6226252229615425,1.6846048886331977,1.7050208011187435,1.716477673635962,1.7396358410107295,1.7737114378509273,1.7896175930619134,1.8022804677479434,1.8136696849546357,1.8279285928244835,1.840964322063521,1.8464691014727261,1.8464691014727261
