,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,1264.76,1221.3144406992326,1185.228409685085,1233.525760929642,1216.5116367010542,1213.5137184248365,1210.556838941537,1204.0602077626415,1263.8609231429216,1257.720701022595,1255.1289212631516,1251.8792880919284,1250.2423743820325,1248.608732862643,1271.668462553522,1270.9835580909685,1271.0781755328774,1305.9233525874872,1293.2640235180206,1291.9900174945026,1289.0508982331842,1289.0508982331842
1,1100.443,1063.2596826085605,1033.382135969027,1373.8169478629995,1354.7223141540505,1346.625741327996,1338.5987777127425,1326.6211411261856,1320.7348445203306,1307.7227156836238,1301.4595958773195,1296.3295070428796,1293.776619111301,1291.2288344026974,1301.9814151467724,1300.7019717316257,1299.7024717598943,1325.2889378123862,1308.2060640127606,1306.9221309487477,1306.0037400884867,1306.0037400884867
2,1016.138,995.2762029047352,1450.4781202560685,1416.0679005288962,1396.3724108154174,1388.0163448993528,1379.7106792310913,1367.343923329876,1349.7057673196814,1336.2901578640492,1329.6460835182122,1324.3438871098115,1321.702176851479,1319.0657473719527,1315.218366077335,1313.9142257112576,1312.6710744855463,1315.5329764512353,1322.8268273293022,1321.506421501973,1314.9322000973973,1314.9322000973973
3,1006.882,1024.3892016222073,1223.1711283298903,1296.6994406972553,1278.7346576898674,1271.3864437216491,1264.0731775657277,1314.8154932698985,1298.0537709720334,1285.3461107230944,1279.0436327367088,1279.2767881810053,1283.2224247994313,1301.7642024232573,1297.9308367385277,1296.6469339017892,1295.3829419678873,1292.6218410845217,1294.7302755747583,1293.6108282991834,1294.1672964903782,1294.1672964903782
4,959.561,1017.2414456429389,1148.6746002199825,1262.6700373262634,1245.1606107460716,1238.3734807123676,1231.6009668757213,1331.3536295943654,1314.2084237967215,1301.3233490916987,1294.9321924482304,1291.415722780724,1291.2291386738852,1297.6014626406761,1293.8110851584186,1292.7295270732602,1291.4740855461869,1288.1224311794688,1285.3064444996808,1285.202237055181,1285.7794857594117,1285.7794857594117
5,1062.146,1026.7347866737264,1389.10855246029,1356.4080664574442,1337.551003018979,1329.5688357120875,1321.634022884653,1314.1592194817474,1297.4539064971257,1285.3324010260685,1278.9858348527625,1287.781862471391,1285.7770376603105,1284.9458054090276,1281.2053689241568,1290.5120885552326,1289.2568394666773,1286.0039879694268,1283.2306218653277,1287.0865792434622,1286.462780333816,1286.462780333816
6,1153.555,1114.0032450156386,1170.2763005246463,1142.9996108922248,1315.1524082832586,1307.292997295765,1299.4805053397022,1288.6586130479982,1272.258958713763,1287.5519650342583,1281.5906747182598,1290.6003742024047,1289.351138384374,1287.0890996927435,1283.3469899993463,1296.8435860093468,1295.5795694233375,1292.541867443195,1290.7527311863817,1290.1108204551952,1289.4572190388744,1289.4572190388744
7,945.018,1386.400546003746,1346.075170083322,1315.395627523537,1315.041110860278,1307.2492306333577,1299.5020099087212,1308.5978154662644,1291.8576304544583,1279.3571184670172,1286.233466419207,1281.6440384351597,1303.6767325003277,1301.2470924630595,1297.471128668034,1297.754644539366,1296.4900518948266,1293.5163763980806,1289.0091825301083,1287.7973543475782,1286.0955240038559,1286.0955240038559
8,1051.415,1130.8699300152023,1109.7288720415747,1226.7772000229381,1215.5047295493885,1223.0801086185224,1230.6030626288718,1358.2686348431776,1340.7223987761322,1327.3995739957945,1320.7926232478187,1315.5227761161282,1322.5724219776719,1319.9317401351384,1315.9807015886224,1314.842264887034,1313.558917622147,1310.8054771463014,1307.450732197164,1306.3050254649665,1305.0328675641506,1305.0328675641506
9,952.294,1474.907571929532,1431.2966026009124,1397.389813708301,1377.9554595834225,1369.7098169942035,1361.5135247406706,1349.3155915874845,1331.9025202292764,1318.6766369005118,1312.1039572272866,1306.9129743646447,1306.9983796918896,1304.5601426608853,1300.7845293645335,1299.511557835169,1298.2361742773337,1295.5719237820524,1291.1322469919562,1290.6295417449642,1288.940906688443,1288.940906688443
10,1025.744,1369.600635026201,1329.120817415484,1298.0167536650426,1280.0041876425632,1273.8041307514713,1277.5787922981644,1278.003819490747,1323.794805528405,1310.6340821110198,1304.1549329635357,1299.5114243019623,1297.2926793807828,1294.9561308807006,1291.2277623434181,1289.9698245810748,1288.7043957564938,1286.6048305348563,1283.2310692337767,1305.6623191645429,1304.2652448747242,1304.2652448747242
11,1071.214,1180.0256494561002,1228.813854180467,1225.2710181388109,1213.569432437209,1221.4636712092865,1253.9674069926352,1259.0631440860077,1296.9633262533625,1284.2741191072912,1278.0233525526464,1313.4958420454125,1311.0158169941635,1308.659348183992,1304.8770419684543,1303.6173089264857,1302.3374526175592,1300.215964163194,1297.2542394650823,1304.5596672256172,1303.3950373675414,1303.3950373675414
12,1147.61,1174.4003069628022,1273.4472433095593,1269.1037637126851,1252.8598147841149,1254.1062920648333,1269.2145276358092,1273.4098471845712,1290.205305169869,1277.4801765822676,1279.8894273768567,1332.1574502653175,1329.503754876237,1326.8565176472393,1322.889397860154,1321.569606462294,1320.2501048558318,1316.3025986804269,1314.120866144961,1314.401765278816,1313.5693064111006,1313.5693064111006
13,1277.089,1243.7115630884248,1225.3411343319165,1223.1384317851932,1216.2613167962934,1226.8007794833375,1355.9260907246419,1343.7760170429094,1326.4661634017123,1313.2737162490478,1306.7938503657795,1307.1262759102597,1304.6362050167152,1302.190522059887,1298.381065491184,1297.140513425693,1296.4983699122672,1294.8132690273776,1294.6421724476627,1293.6309352752153,1293.548374360496,1293.548374360496
14,1421.302,1372.4253629480138,1332.2068549246815,1301.622484882168,1283.5653430898697,1275.9156116827144,1305.5762538537538,1295.3338574220625,1278.7437642116918,1333.733233924032,1327.0839795682798,1321.7908899041736,1319.1575794382552,1316.529532959958,1312.7706657354677,1311.5216720697322,1314.9566943976622,1313.9860296266738,1317.5524325223466,1316.2370110898244,1316.7613911847197,1316.7613911847197
15,1391.811,1343.9374517587087,1304.2516863721512,1273.5703521118849,1255.9832790889545,1248.5170008974262,1245.210768121978,1277.2924592412494,1271.6092063933238,1301.4952815842962,1295.2118496134624,1290.1275709914678,1287.8104409940556,1285.5184786665086,1283.9510217329366,1282.7298477112035,1308.8076408634925,1308.133976055045,1314.6703820433702,1313.689508661327,1314.0794135712924,1314.0794135712924
16,1467.817,1417.3089370213117,1375.4084071649809,1342.9402971848137,1324.2740669974519,1316.3574352764842,1308.6729961866974,1306.9292439394042,1290.2281949928783,1277.8117766613582,1309.5355617286293,1304.4184415615644,1302.1565321988828,1299.8705247100172,1306.1861333147706,1304.9616531814559,1311.4932815282743,1310.662532986341,1317.039957065496,1316.1093181084307,1316.8664922104017,1316.8664922104017
17,1407.479,1359.0663117402805,1318.9284399833853,1287.8187621227223,1269.9486834971842,1268.2024720205545,1260.7644419686565,1252.893620466943,1265.5222904913876,1264.7438490844936,1290.8439174760565,1285.7924493258704,1283.517350545668,1281.1714673729273,1327.6360583879064,1326.3106493295184,1324.997594680189,1321.0332948401767,1303.9771234494408,1302.9872193259914,1303.508738534569,1303.508738534569
18,1369.443,1322.3780413427373,1283.4026249652215,1253.4465489400081,1236.3959016728202,1293.4190300412927,1285.717727590529,1274.6822044889964,1288.4721281337934,1275.7369555919581,1293.4891010011404,1288.4162162685116,1286.1238385981906,1283.7470199248328,1299.187628957138,1297.9321783281807,1297.6388711498523,1296.3690751793272,1298.679910982454,1297.7086970714715,1298.066723479384,1298.066723479384
19,1313.161,1268.690155851524,1232.0406657722128,1211.4083426271236,1208.1361463060503,1354.8864534247984,1346.7818119582662,1334.7266630098607,1317.501894269904,1304.400896683796,1298.0144778173328,1292.9499710000887,1290.6129541510595,1288.2393176547116,1288.1561109639374,1286.9116678529733,1286.5593591851202,1285.8302746783709,1289.9529306784902,1289.0252467478117,1289.1457084611955,1289.1457084611955
20,1462.237,1411.92082090098,1370.1778974227027,1337.9860889629215,1319.3928719181854,1311.5721632800705,1303.8166896159853,1292.354949169151,1275.7031767055269,1306.898600369509,1300.4382460035613,1296.9008555292078,1294.544186742005,1292.1365627827079,1288.7416452762764,1287.4847296310002,1286.7958669013692,1286.0918387983552,1289.2632259018972,1288.4278896759952,1289.295372161938,1289.295372161938
21,1413.852,1365.210055928525,1324.8626951387946,1293.786583533295,1275.8206718807448,1274.2737436840805,1271.9982286497975,1266.7278371948482,1282.965013818012,1309.1068262620345,1302.6599088657972,1303.0528353492055,1300.6732500663422,1298.2443286344599,1294.5841922262757,1293.3177200340497,1292.4621533140155,1291.4044932196273,1293.052200437279,1292.1601452368416,1292.767510135564,1292.767510135564
22,1360.201,1313.4685001234893,1277.961429013213,1252.2234869323886,1234.985801323413,1247.3621295791704,1258.9991981718028,1253.4485048958893,1266.1712248060896,1288.821128051495,1282.468245887681,1299.3183446827818,1296.936561480761,1294.5052566183613,1290.8145630038139,1289.54881644081,1288.7252976243692,1287.4634873833647,1288.450412404045,1287.6373389916412,1287.9995047315342,1287.9995047315342
23,1254.666,1214.9313083756967,1232.4399810428024,1230.9590274611448,1304.1300517983502,1296.5753822070023,1288.953582654,1278.0910868359094,1281.8742527210593,1324.4918448238714,1317.890860776415,1312.6365933056338,1310.3851224176158,1307.899087811903,1304.1466414976635,1303.2384138561656,1302.3853944423097,1301.1248786155738,1300.5240173577017,1299.7035673403439,1299.4787845265755,1299.4787845265755
24,1300.3,1256.4411814612602,1237.7091347187259,1225.8734334556448,1276.943336717644,1269.4494612540561,1262.059933868554,1252.7814833034686,1254.1140489613758,1311.3341229549121,1304.9470841981145,1299.80605783037,1297.678534008767,1295.2058259132834,1291.5159937288465,1292.8349587351177,1292.0671137763825,1291.1101830040986,1291.229036604623,1290.4319845680182,1290.4812359020957,1290.4812359020957
25,1450.532,1400.6184466886612,1359.2175297081153,1327.2185038317434,1308.817452775668,1301.0301191175658,1293.291188313033,1282.3704140653444,1286.9640226882425,1274.4317766673137,1295.6171646161226,1290.5467519178906,1288.4540372948068,1286.0193231862543,1282.419924016665,1302.4290870926482,1301.8614210055557,1301.7348474005687,1303.6592684572734,1302.917423188816,1303.6541685746874,1303.6541685746874
26,1434.227,1384.8794284262672,1343.9402915699752,1312.3382550001545,1295.945510782067,1288.2874053283115,1280.6812564641884,1275.6972362111412,1284.1476582434373,1271.5496358201785,1311.8886738466178,1306.7340894742422,1304.4694022053832,1301.9637288643746,1298.2835233380054,1300.7662708146675,1300.2432585438528,1300.1696184574257,1301.9034073326854,1301.2999129253528,1302.262913187186,1302.262913187186
27,1299.283,1257.4541036803855,1221.3642386573033,1210.1579860641107,1269.4908778240513,1262.3328365483494,1255.277097466287,1251.7239766317393,1262.955148589151,1271.9747273136863,1338.042615698517,1332.7377771279432,1330.0851505504645,1327.6504841915141,1323.6799029685405,1322.365444065572,1321.0458776215064,1317.095090411028,1316.8647233559323,1316.7014006325762,1318.3123858898166,1318.3123858898166
28,1333.531,1288.4867410224522,1251.5664995764641,1225.3592790020928,1343.098917227496,1335.0703665291849,1327.0898668672537,1315.206165557127,1298.2672571182143,1285.9534259443426,1281.1147159169334,1283.9821043845366,1281.528841420872,1297.8204518578716,1294.1668155755563,1293.173648759981,1292.602917111221,1292.1074561513199,1293.0143898285899,1293.470015438761,1300.3632049287978,1300.3632049287978
29,1317.654,1273.4892546875435,1239.7234816034147,1214.2204732596836,1393.1646998720548,1384.828496507311,1376.5421854863043,1364.2042477686896,1346.5836747962792,1333.2042467721678,1326.6296429018287,1321.7875055918844,1319.1759250242062,1316.6981486820828,1313.0880657269174,1312.2778766611905,1312.0386717845292,1312.0265528961475,1317.2332777723707,1315.9190284945983,1327.0055821430808,1327.0055821430808
30,1446.181,1396.4218553988603,1355.1463286009864,1323.1763481365065,1304.9613647949175,1297.2604014867857,1289.5848323988482,1278.5512448143102,1297.1879811694807,1284.493162212038,1278.2283934742543,1312.151329072087,1309.636842286272,1307.110608350542,1303.549656852144,1302.8965491952918,1303.3865876460966,1305.1356446595237,1331.5192813677181,1330.1943990863504,1323.5680966356267,1323.5680966356267
31,1415.608,1366.9152287243874,1326.5573658186293,1295.4931013072792,1277.5874099946177,1270.876632062364,1264.3829893260865,1265.2629924047242,1336.4280463732355,1323.173822711888,1316.595054299268,1320.3287568587696,1317.707086835809,1315.093348185224,1311.4295523802257,1310.8518138278455,1311.5834600140179,1313.8493622204123,1349.1748124820112,1347.8320596695294,1341.1296211010833,1341.1296211010833
