,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.23,0.0,0.0,0,323109726,8264523,5562890889.9,
1,1.09,0.12,0.11,0,323109726,7309730,4963465362.8,
2,1.09,0.11,0.11,0,323109726,7318600,4961450621.6,
3,1.07,0.12,0.11,0,323109726,7231665,4962117921.6,
4,1.09,0.11,0.11,0,323109726,7317934,4966658370.8,
5,1.09,0.12,0.11,0,323109726,7308375,4965498324.7,
