,0,1,2,3,4
0,31.3,22.1,17.8,17.8,17.8
1,15.1,14.6,14.4,14.4,14.4
2,14.4,14.2,14.0,14.0,14.0
3,22.1,17.8,16.3,15.8,15.8
4,14.6,15.8,15.4,15.1,15.1
5,14.0,14.3,14.6,14.6,14.6
6,14.0,14.0,14.0,14.0,14.0
7,14.0,14.4,14.3,15.1,15.1
8,14.0,14.3,14.2,24.5,24.5
9,14.0,14.0,14.0,14.3,14.3
10,42.7,24.5,22.1,20.3,20.3
11,61.6,144.6,92.8,75.2,75.2
12,14.0,36.3,36.3,31.3,31.3
13,14.0,14.1,17.0,16.3,16.3
14,14.1,14.0,14.3,14.2,14.2
15,15.1,14.6,14.4,14.3,14.3
16,17.8,15.8,15.4,14.8,14.8
17,115.5,50.9,36.3,31.3,31.3
18,115.5,50.9,31.3,27.5,27.5
19,22.1,17.8,15.8,15.8,15.8
20,14.4,15.4,15.8,15.4,15.4
21,14.0,14.1,31.3,27.5,27.5
22,14.1,14.0,24.5,22.1,22.1
23,14.3,14.1,14.2,14.1,14.1
24,24.5,22.1,27.5,36.3,36.3
25,14.0,14.0,14.0,14.0,14.0
26,14.6,14.4,14.3,14.2,14.2
27,27.5,20.3,17.8,17.0,17.0
28,14.3,14.1,14.0,14.0,14.0
29,15.1,16.3,15.4,15.8,15.8
30,14.0,14.2,14.0,14.1,14.1
31,31.3,20.3,17.8,17.0,17.0
32,61.6,31.3,24.5,22.1,22.1
33,144.6,61.6,42.7,36.3,36.3
34,17.0,15.4,14.8,14.8,14.8
35,230.4,115.5,61.6,50.9,50.9
36,24.5,20.3,17.0,17.0,17.0
37,15.4,14.8,14.5,14.5,14.5
38,144.6,61.6,42.7,36.3,36.3
39,17.0,15.4,14.8,14.6,14.6
40,144.6,75.2,42.7,36.3,36.3
41,36.3,24.5,20.3,17.8,17.8
42,17.8,24.5,50.9,61.6,61.6
43,14.0,14.0,14.0,14.0,14.0
44,15.1,14.5,14.4,14.3,14.3
45,17.8,15.8,15.1,14.8,14.8
46,24.5,18.9,17.0,16.3,16.3
47,15.8,14.8,14.6,14.5,14.5
