,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,22.1,20.3,20.3,20.3,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
1,16.3,15.8,15.8,16.3,36.3,36.3,36.3,42.7,42.7,42.7,61.6,50.9,50.9,50.9,50.9,61.6,61.6,61.6,61.6,61.6
2,15.4,15.8,15.8,15.8,17.8,17.8,17.0,17.8,17.8,17.8,20.3,20.3,18.9,18.9,20.3,20.3,20.3,22.1,20.3,20.3
3,14.8,15.8,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
4,14.8,14.8,36.3,36.3,75.2,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
5,15.4,15.4,15.8,15.8,20.3,20.3,24.5,24.5,27.5,36.3,36.3,36.3,36.3,31.3,31.3,36.3,42.7,42.7,42.7,42.7
6,15.4,17.8,17.0,17.0,17.0,17.0,17.8,17.0,17.8,20.3,20.3,20.3,18.9,18.9,18.9,18.9,20.3,20.3,20.3,20.3
7,14.8,61.6,61.6,50.9,42.7,42.7,36.3,36.3,36.3,36.3,31.3,36.3,36.3,36.3,36.3,50.9,50.9,50.9,50.9,50.9
8,14.6,18.9,18.9,22.1,22.1,20.3,20.3,20.3,20.3,18.9,18.9,18.9,18.9,18.9,18.9,22.1,20.3,20.3,20.3,20.3
9,15.4,15.4,15.8,50.9,42.7,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5
10,15.4,15.1,15.4,20.3,20.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5
11,17.8,17.0,16.3,16.3,15.8,22.1,22.1,20.3,20.3,24.5,24.5,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3
12,24.5,22.1,22.1,20.3,20.3,20.3,18.9,18.9,18.9,20.3,18.9,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5
13,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,24.5,22.1,24.5,24.5
14,61.6,50.9,42.7,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,24.5,24.5
15,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5
