,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,3328.276,3187.5473782645495,3101.1950133521805,3181.6017781993332,3231.028509821632,3241.278979459035,3231.506892171797,3269.536471212526,3295.0358762108935,3297.87837243417,3291.9620048177276,3295.599673022615,3304.452105292317,3310.654107467803,3330.2000099999996,3325.4626292102307,3329.3924156720664,3338.1731747330105,3338.047907680451,3338.047907680451
1,3224.655,3089.5620707978987,3003.2274912909165,2975.545805294346,3041.115614535091,3163.90694884685,3199.0038848078702,3269.1175151373195,3280.7406671419917,3299.2322833763865,3289.09999,3301.9621558149934,3305.799507292021,3309.1967587722806,3316.278667078202,3324.5019200102515,3335.1019579052254,3330.19999,3338.7724645281946,3338.7724645281946
2,2873.73,2760.059836704048,2686.0238850889764,2852.7339730263075,3124.6000099999997,3129.3661627475212,3192.4576288735266,3267.3215665700495,3272.5382473404684,3303.7147722806353,3295.851767662739,3301.533639470419,3308.9661734115675,3311.5357365991417,3325.2927162954197,3335.4868210806967,3335.248607474391,3329.67832924457,3341.045681690729,3341.045681690729
3,2863.825,2748.8552677537646,2670.51579667915,3018.9668500102716,3055.4328224871256,3130.5953944104967,3246.2816052312096,3222.432826567039,3260.9380178152637,3305.326063679829,3319.839339547021,3322.5915382481476,3333.9307972442307,3330.19999,3351.2451117942037,3346.892672684208,3343.863867226873,3338.922667840573,3335.93278473013,3335.93278473013
4,2804.415,2696.6868632904675,2930.943559993189,3018.945627881569,3065.700760895052,3262.4660382856932,3260.977629780868,3231.288641656253,3300.4445980747387,3283.922316025398,3350.131791819435,3347.1642298562156,3341.9395581242675,3337.9414844916664,3328.31589505808,3330.2000099999996,3327.0137932947114,3345.2743017673465,3340.052272007801,3340.052272007801
5,2755.736,2659.0560756747464,2978.455546057174,3025.7552892161048,3229.7520938006455,3220.701036797158,3194.0313408063203,3410.5725158077403,3388.0365961933508,3365.5696933999484,3357.2134082986863,3353.8636444485005,3348.52229279678,3344.60132173721,3334.7550557025324,3333.230068460776,3330.19999,3364.572402679033,3359.0609142407893,3359.0609142407893
6,2776.834,2676.556397457569,3353.7564825460595,3307.563010349476,3306.2671143159146,3314.064082620615,3271.5721029317474,3345.2450650733044,3318.9301368859774,3310.01417116035,3304.0259829684633,3305.4275065809866,3308.3370416346133,3308.848975715155,3314.2536946477035,3346.051860543435,3343.2429945621625,3346.1153610989627,3340.608380854433,3340.608380854433
7,2467.938,2890.01232199863,2953.864864255335,3096.1386689567953,3187.593209698525,3314.8607591727946,3271.7269981712493,3293.800721310744,3275.8929473327544,3409.214540397363,3397.130089438622,3393.8365774769145,3392.5462137575437,3388.495652761111,3386.2137934248904,3390.5126862225143,3387.4579310476215,3383.9966358391553,3378.4173622138705,3378.4173622138705
8,2321.144,3740.9427686246845,3620.533240095908,3536.782005922564,3465.8690789705165,3412.691329212839,3368.149915196629,3330.19999,3311.880534921767,3342.448794484396,3330.4269343424603,3326.2871597096996,3330.2000099999996,3326.2034178919284,3397.9073013969632,3392.7432385307343,3389.6572540648917,3385.2237976409774,3380.2576505532825,3380.2576505532825
9,2678.476,3289.1000099999997,3183.994796420261,3266.878426604473,3212.8030372048647,3176.8679433255493,3483.921373468709,3437.5974851483875,3410.336381996961,3391.604879588479,3380.537622710547,3376.437826415486,3371.312058771175,3368.144587245259,3379.6957360650417,3373.888294272706,3371.097545210279,3367.079724509168,3366.646031988946,3366.646031988946
10,2930.319,3238.6685085695844,3168.324726252428,3428.795340616447,3365.9728095399823,3326.8708374090306,3403.719227608948,3363.1687387590696,3344.8806974002837,3325.6091584745254,3334.9370306668143,3332.950486772091,3329.5140763141885,3347.935242928864,3340.0739910526836,3334.8283421481315,3332.2458240070146,3328.941179880773,3381.265960023461,3381.265960023461
11,3185.574,3226.159940752864,3333.0009465692588,3283.96153717632,3242.3558148274687,3228.9511943435705,3236.7971621404267,3244.503734232294,3291.426495206368,3292.351173244823,3300.08390041626,3309.024313206895,3326.1591434056036,3364.9170197209255,3356.6197579728378,3352.035693933107,3349.621229746815,3346.882582219282,3360.339702213828,3360.339702213828
12,3149.773,3196.412122345586,3639.4663136874715,3555.74114343785,3484.833632495321,3430.822952949007,3391.004423604213,3375.411834084189,3377.2126572937177,3359.07668918257,3347.4980042393236,3345.5886119352886,3346.14631593559,3347.3583134454348,3340.2200873840984,3335.8408187848418,3333.365344769857,3330.7456523493347,3329.6161372555453,3329.6161372555453
13,3415.273,3310.4483079700303,3265.1508134383557,3230.2371012130275,3330.100642090302,3279.132640503404,3253.851476614217,3274.766396642522,3472.8995696137836,3449.5748880726965,3437.135790355728,3432.717087924541,3426.2963623882215,3422.2868982786517,3410.3113191869984,3406.563107154044,3404.22616561011,3402.080786416855,3398.283618082899,3398.283618082899
