,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
1,24.5,22.1,22.1,24.5,24.5,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3
2,15.4,15.4,15.4,16.3,16.3,22.1,22.1,22.1,22.1,22.1,22.1,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1
3,15.4,20.3,18.9,18.9,18.9,20.3,18.9,18.9,18.9,22.1,20.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
4,14.8,17.8,20.3,20.3,20.3,18.9,18.9,18.9,17.8,18.9,17.8,20.3,20.3,20.3,18.9,20.3,20.3,20.3,20.3
5,15.4,15.8,42.7,42.7,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
6,15.1,15.1,18.9,17.8,42.7,36.3,36.3,36.3,42.7,42.7,50.9,50.9,50.9,61.6,61.6,61.6,61.6,61.6,61.6
7,15.4,16.3,15.8,15.8,18.9,17.8,17.8,17.8,17.8,17.8,17.8,18.9,17.8,18.9,20.3,18.9,18.9,18.9,18.9
8,15.4,75.2,61.6,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
9,14.8,20.3,20.3,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
10,15.8,15.4,15.4,24.5,24.5,22.1,22.1,22.1,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1
11,20.3,18.9,18.9,20.3,20.3,18.9,18.9,18.9,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
12,22.1,22.1,20.3,20.3,20.3,18.9,18.9,17.8,22.1,22.1,22.1,22.1,22.1,24.5,24.5,24.5,24.5,24.5,24.5
13,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,18.9,18.9,20.3,20.3,20.3,20.3,22.1,24.5,24.5,24.5,24.5
14,31.3,24.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3,24.5,24.5,24.5,24.5
15,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,22.1
