,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.21,0.0,0.0,0,161736364,4072235,2801399201.4,
1,1.15,0.05,0.07,0,161736364,3876784,2596151136.9,
2,1.13,0.07,0.08,0,161736364,3804890,2585906261.5,
3,1.12,0.08,0.08,0,161736364,3762925,2583257854.6,
4,1.16,0.04,0.07,0,161736364,3909631,2595059122.3,
5,1.16,0.04,0.07,0,161736364,3902772,2597905750.9,
