,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,624.205,611.2705301957268,603.2284490492134,601.0747638703938,595.23368928024,588.7293762787086,726.393647455072,714.1432696257181,709.1599506385322,705.6695736236132,700.8089160333606,696.6145905903304,693.8343700358143,690.3721345844705,682.1341918720718,679.4353627235297,678.4739289554453,676.457747694633,671.2542453034713,669.9135974721097,668.7177105197629,668.0699758092431,667.5897794822557,668.3151257027735,668.0949717567083,667.788487338065,667.6578675829294,667.5710053006312,667.4842732900299,667.4842732900299
1,550.821,539.5481104386553,537.0586250219684,745.2616181504517,737.8424494666871,729.0375917672314,721.0675900063281,708.9070175541879,703.9610102471411,700.4755880146995,695.72986805085,691.5666649989181,688.8050801698732,685.3702163697856,677.1915141469698,675.1881356635822,674.9963473343907,673.4845121359801,670.2708048946236,668.9313673386392,668.2402303453292,667.5875181149839,666.3092579067085,671.7237636488019,671.1203371093532,670.2802847939516,669.922265197965,669.6841817688343,669.4464554052965,669.4464554052965
2,566.759,555.4237988405216,556.1960216536113,691.7943843288243,684.9076575996437,676.9330849357405,669.5538211497857,658.3105483449286,654.2446076006339,653.2058192180112,662.5833334121097,658.6404002505097,656.0130269952494,652.8570800691746,645.1292781543679,649.2478979611909,662.0901918061664,661.7189347354472,667.9979258076502,666.6892846039607,669.7558299950373,669.1581761650422,668.0371973573751,669.1698171600178,668.6586840549011,667.9471168294626,667.6438559421365,667.4421871151083,667.240820740878,667.240820740878
3,532.594,524.8995260096941,557.7081173969365,583.7119034701966,583.1000528137338,598.3369714637057,593.1392663063435,610.1233919529749,610.7653487697438,616.6337035737104,698.8081155509307,694.6276023399092,691.8533447864357,688.4577610245896,680.289697625543,678.6533194488014,683.6503250572232,682.0424450345304,678.6137240076206,677.4146503963293,677.121813587187,676.7714717735998,675.1931398333045,674.7824416934711,674.0727781859443,673.0848294735815,672.6637783171583,672.3837788303024,672.1041992726418,672.1041992726418
4,450.095,490.7672583650563,746.8470984218219,732.7851801018752,725.4973934948085,716.8802856045988,709.0342192942597,697.0787781680262,692.2147622344328,688.8726493366235,684.0682631768902,680.0132429813701,677.57521010782,675.0579885373818,673.3162728768455,670.6795461729505,671.1969062711509,669.5805280087242,665.843415308741,666.8503607535388,665.6373068623925,673.89765755553,671.4476570221767,670.7912013651545,669.6897050797089,668.1562715223449,667.5027416735311,667.0681435979258,666.6341973107299,666.6341973107299
5,470.118,510.55596093450254,630.5377233529692,618.680031083881,613.2352970177944,643.0016118302433,635.9646085217512,625.2438913390444,620.9853687101568,634.6559234024443,630.243366269072,643.3721278561335,642.240226612159,649.0801170116797,669.6416182044227,666.9773674397308,665.7112740682188,665.005227763252,668.5806212836372,667.2916288596912,665.9708163386007,676.598816522262,674.3384407245293,673.7009432838048,672.684859389202,671.2703315676661,670.6674778288053,670.2665794226256,669.8662822637804,669.8662822637804
6,445.519,610.1382791923378,601.8700492040884,590.5862051165225,586.146866730897,738.9598828131876,730.8718452109323,718.5459271554017,713.5311700058108,709.9706423357371,705.0157393777727,700.7969183052311,697.9979725510732,694.5171912160306,686.2287660792691,683.4880055833597,682.1255271521986,680.5393208350589,678.3437423257031,677.0061119907941,675.7289286779244,676.3349747492465,673.8081984034302,673.4040262050268,672.266650444498,670.6832677480945,670.0084502124893,669.5596958015145,669.1116144099116,669.1116144099116
7,382.221,767.3863280291316,756.7132797736247,742.4636511462868,735.0723365592177,726.3012779168647,718.351790829698,706.2370194551689,701.3081666027992,697.8086318418754,692.9386219384623,688.7914063478981,686.0403707164678,682.7086040630567,674.5649599503325,672.9624658557923,671.6381194285465,670.1326055882789,669.6876962631509,668.3947676583208,667.6822005847719,667.120507384187,664.0016706703282,679.5043549996578,678.0206116944656,675.9550379791847,675.074716773627,674.4893021937964,673.904765589409,673.904765589409
8,542.312,534.0296513225961,532.3556086978546,700.061461527375,693.118507513098,684.861322388244,677.3658183545324,666.2473104818948,661.6860623071518,658.6040222429062,654.8878046123929,654.3510931296162,652.1664484562791,655.9405205179569,648.150166102308,656.3500713250578,655.154593220479,656.5419121964995,665.8405906817947,666.2621366220217,675.2163729909142,674.5460346179233,673.0984930253536,677.4786855323283,676.80406765894,675.8649072649195,675.4646490682936,675.1984769228061,674.9327039689606,674.9327039689606
9,623.801,611.0298044633761,603.2014229551219,607.430544676953,602.0167858307732,625.3852790747613,618.5615240516074,647.2955192237686,642.979240698516,640.3443744997876,638.0475575210821,650.7884647283881,648.8166590439906,689.801339377766,681.5694806732673,681.5734847394674,680.2683846464732,680.3532645560094,681.0314771331477,679.7978413053586,682.0855651885892,681.4037956234006,680.8175234170108,680.5770818935938,680.293712071544,679.8992225031111,679.7310960741711,679.619291812119,679.5076552284946,679.5076552284946
