,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.273,7.032802190214222,8.83186099030072,10.9783197505439,11.335904285225672,11.66411571477433,11.435016989062555,11.491626668983887,11.625759965241702,11.578215397170565,11.041004841247942,11.065191886281605,11.145916195438598,11.155620574722867,11.484286250346614,11.4955772750104,11.557245564299786,11.399212641690399,11.439942996444941,11.439942996444941
1,9.3,14.200633282722846,12.235859282584022,10.97232655217445,11.720600623711306,11.686805923624341,11.534480350921545,11.547277411785036,11.552352915244668,11.522160968027851,11.462485605240378,11.50001,11.483562647179541,11.50001,11.48758558008715,11.512434419912852,11.510114343881245,11.422991702264724,11.493342100226593,11.493342100226593
2,3.485,11.147341613077904,12.88495238990564,11.510618061460704,11.687980890445477,11.657282314306393,11.510209791516685,11.52318406768792,11.530310910420683,11.501123074380512,11.445602429735425,11.48818578246099,11.606427957851087,11.606251516644564,11.591912670709819,11.59191012652361,11.589408122150882,11.500924895931677,11.49625041627329,11.49625041627329
3,10.8,10.8,11.132059669907132,11.72735795852144,10.817886124435681,10.933862640125056,11.503528056098059,11.428295225042655,11.49758769198338,11.609705469348235,9.55392018516518,9.55850076196031,9.60085352287353,9.606692222112306,9.77456596781023,9.78286982828372,9.81495912985266,10.390977733899208,10.409544714442587,10.409544714442587
4,7.85,4.935783922410443,4.328775216670514,3.6930376992528653,3.4268310092718828,3.3187606893708645,3.1354027895838574,3.1171274014045114,3.0458388829238663,3.010943827234851,2.758628815670335,2.749842582984588,2.7221457257527657,2.7183274712694923,2.6305344900967196,2.625050822216097,2.6082775519651107,2.4801570387174747,2.4661992215806694,2.4661992215806694
5,0.0,0.1167228148975101,0.17647070941718168,0.23353058721523184,0.2661951136034791,0.26980877312543694,0.2759399016452598,0.2785433315936678,0.2808754072218824,0.2820169361896872,0.3711431373957707,0.37113327791373996,0.37110219785065124,0.3710979131915928,0.3709993961876325,0.37099324268284095,0.3709744205365865,0.36815513291023183,0.3681571546703735,0.3681571546703735
6,0.058,0.15232861671098147,0.2151749320880087,0.2754542424322417,0.3044969309622132,0.30675716050268603,0.3105919871410936,0.31294239943577834,0.31438231201754285,0.31508713561044205,0.3976823903344783,0.39757497282709164,0.397236360423722,0.3971896797365799,0.3961163524595869,0.3960493109918566,0.39584424666616375,0.39163211260284253,0.39147895701518237,0.39147895701518237
7,7.523,5.157325945920809,4.66759075054913,4.203716420696655,3.9861617082442877,3.9069255927354796,3.753942196474028,3.7390136180836056,3.6795689831058804,3.6504499232470446,3.2870964378729086,3.2803204780096853,3.2589788570572966,3.2560367275875257,3.188388455771442,3.1841630535766194,3.171238526695019,3.0720908263045823,3.0633110970380995,3.0633110970380995
8,0.65,1.0731758338741961,1.0747252416026156,0.99340745340147,0.9670035063611258,0.9485154287731351,0.9172450831564521,0.915744287667033,0.9087745086330422,0.9027347355532006,0.8849886541814428,0.8833668283486293,0.8805987101467172,0.8802171007949334,0.8714427713773246,0.8708947149409376,0.8692183372097487,0.8429908965884871,0.8403523006715239,0.8403523006715239
9,5.278,3.866084154494949,3.4409293937493217,3.0238824236410453,2.8543497833262297,2.784153017714654,2.6657724282952686,2.6542333007777876,2.611355864554276,2.588782296424895,2.2980450743081815,2.2928242469782214,2.2785946839940645,2.2766330140397977,2.231528410845701,2.228711116564317,2.2200936657290478,2.1425161863975517,2.133627889340438,2.133627889340438
