,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,19.559,15.826699999999997,15.872854799999997,15.695500607999996,15.576318590975996,15.464610989019643,15.372021936272192,15.314213585291839,15.258064527171292,15.213277623790894,15.277572014681613,15.276149150505432,15.254806167495325,15.340056493485381,15.383426985044013,15.426407142178615,15.422930849330294,15.51790795574101,15.699676348891744,15.806225527309476,15.85314494861831,15.875968368823836,15.927832621873245,15.987063128276386,16.044410560121896,16.101282982525404,16.13882928463025,16.15448979677636,16.179307837589253,16.204026606238898,16.22864649981394,16.269689327815428,16.35493967722601,16.38570997883988,16.41020313892452,16.442247622914586,16.437081384800013,16.473512896491215,16.50369033200876,16.51859873718417,16.54280074349825,16.59373671456868,16.607094746079948,16.642119750898797,16.689490268902844,16.699898798096136,16.72253520290375,16.773652516699315,16.80964622056551,16.858839887276375,16.867766823906912,16.904654220349098,16.91742809865705,17.002974403982485,17.01714833865694,17.048357268141924,17.05928626577007,17.102317367332407,17.11993876980283,17.14050857882986,17.15576678870032,17.15576678870032
1,20.108,16.267195999999995,17.327077103999997,17.636314019839997,17.705521227284475,17.770388154147795,17.824153226602398,17.860694774976757,17.914793574252197,17.94549846421267,17.981410984177902,18.01413005236777,17.695007451320414,17.731163361904567,17.757954891647426,17.7845052976226,17.822510728753507,17.868678557093453,17.942500914609024,17.98674889997528,18.00579765767545,17.94200646704475,17.964134415308393,17.988829205570614,18.01330174272048,17.84875338056581,17.865908860282417,17.874435133701567,17.885769393166765,17.897058315594094,17.90830208233172,17.930699665673067,17.969581870353643,17.983273961001874,17.994172865157864,18.051546564313874,17.971578831492305,17.98799735850335,18.001597371710837,17.953140979421864,17.966915274524755,18.031908777236183,17.992643616778846,18.038079570695725,17.97236439938489,17.980571306186736,17.99148102096199,18.07701368632553,18.03026969297226,18.01406152370869,17.991998238549993,18.055318530906007,18.015377857027637,17.991838412134683,18.012527380589656,18.00143399351128,17.985522660513233,18.043472018460292,18.02188888794784,17.983830778895953,18.010624330308403,18.010624330308403
2,17.087,19.639814,18.213460136000002,17.530001730560002,17.517597682104324,17.505971544687505,17.496335199159695,17.48978583597314,17.48213290508965,17.476601044418395,17.471536230840957,17.466921796070867,17.73632336014945,17.728531479827655,17.72275769650921,17.717035877240626,17.708845410836496,17.698895884263116,17.682986591272275,17.673450805811918,17.669345650171234,17.72241626757055,17.717332937429987,17.711659940993115,17.706038001524174,17.842490019899397,17.83795707978,17.835704208540662,17.832709391706498,17.829726554139675,17.826755647923115,17.82083760273973,17.81056387630137,17.806946056919863,17.804066272692182,17.855024641896797,17.920434518687316,17.91543391157519,17.911291742017315,17.950879973862058,17.94656057399275,18.01627308554702,17.973827880114307,18.022563809496912,17.952999572459117,17.95040157374174,17.94694796744677,18.047236673297345,18.011103209541485,17.970635581995897,17.989863782720903,18.063971043912936,18.020738458366978,17.95621759982472,17.968030253703883,18.031989746296112,18.01509725457542,17.96120149661082,18.006275788062588,17.96598646712497,17.992432606062597,17.992432606062597
3,20.155,16.1653,16.6196812,16.813493952,16.907056121344002,16.994750606067715,17.067436342128158,17.116837360654106,17.174562450801677,17.216288576490452,17.254491824996077,17.28929792309612,17.443611964634197,17.476148621058588,17.50025828346906,17.52415095891784,17.558351996451908,17.59989836450868,17.666331007031452,17.706149710918947,17.723291662942515,17.752418496290744,17.77163914832042,17.79308939598554,17.814346591421668,17.888504401802365,17.90210337539155,17.908862065265378,17.917846617004315,17.926795230536296,17.93570804961415,17.953462385217236,17.984283911824196,17.995137492265076,18.003776942296014,17.90252443472031,17.938036812546706,17.951338591671426,17.962356898713068,17.98376116958814,18.052307363740198,17.975482703171767,18.063039489147712,18.00932310495296,17.943245330969336,17.949880594976428,18.00485307259652,17.926776720461067,18.099933282616217,18.056012613487198,18.02915599077526,17.971275419996946,18.060216016266445,17.987761988568185,18.02179691865215,18.00383104010334,17.98657545265129,18.076413777824634,18.058445013376282,18.01699992757986,17.992487416549615,17.992487416549615
4,14.393,18.55496,17.164087040000002,17.405243558400002,17.320900738764802,17.241847418818153,17.176323928185333,17.131790745334367,17.079753721173017,17.04213916907659,17.007700359878594,16.97632395556005,16.94265747644885,16.91206158673146,16.88939003245088,16.86692252215882,16.834761529370756,16.795693344900826,16.733223317933405,16.69577974484647,16.679660286632544,16.674113645486013,16.655864736322123,16.733940953695225,16.811314485111968,16.90846049015033,16.958767727209427,16.951070424027797,16.94083814233169,16.97439878976236,17.007673194603314,17.074259809046488,17.189854171719837,17.230369900861238,17.21902042125779,17.26503804344031,17.309677853223107,17.29217778610377,17.332371897173253,17.35941694880942,17.491739864065377,17.572200091589156,17.655545555476913,17.719176798846114,17.9601514789991,17.982264024562106,18.085630968463853,18.018053335026163,18.002458455792315,17.97453352334001,18.022382816261803,17.97255821922469,18.056188774882784,18.022236028302995,18.00413647303955,17.971379476274656,18.029605416582093,18.009816310391358,17.97319559936436,18.07939004348587,18.05629186658697,18.05629186658697
5,8.18,11.102480000000003,11.272531520000003,11.184830259200002,11.100695011942403,11.021836246619959,10.9564740129477,10.912050428740537,10.860141470594467,10.822619490006144,10.788265436636063,10.756966251396431,10.705426926368501,10.675121803252079,10.65266570702281,10.635361715659604,10.61059201335603,10.746102541142335,10.988471875072634,11.133744325071472,11.196284114795972,11.186418978336787,11.253071626510092,11.493784981871503,11.728731917034658,11.995534156829114,12.13344095188814,12.121580629032476,12.153366306516345,12.255144841290281,12.346196261925119,12.548210691829718,12.898921742144102,13.011517133433383,12.99439106489965,13.145307966598345,13.254671426765356,13.295551398204763,13.41706864121374,13.490560254713282,13.957042453439716,14.076322988942472,14.145104464158836,14.414563214010709,14.849813376182704,14.918057936054154,15.266333704309938,15.669931257980283,16.047348077724184,16.153601619660655,16.21478834506334,16.520710791756738,16.575908024522978,17.083707268294503,17.089676419075587,17.286193897663214,17.38170291738264,17.757279177326446,17.787548403057006,17.872523965148822,17.889777517871437,17.889777517871437
6,6.649,6.9658,7.3825232000000005,7.353182272000001,7.333465168384001,7.314984608837634,7.299666962834368,7.289256291429019,7.277091421891867,7.275998141985381,7.274997166139571,7.274085200145896,7.272583496142978,7.271700494189263,7.2710461897415595,7.370189774033886,7.517308306971445,8.020023374059901,9.076350766334345,9.635897154072994,9.855081873994484,9.880809546498508,10.13734707012652,11.10411494649538,12.113463911976924,13.272041262311014,13.428653014737147,13.409964055692935,13.520116199470163,13.925059734672283,14.031855495733593,14.896032651767724,16.42984419464298,16.550504973669764,16.559050953775085,17.14020046407098,17.289059461750625,17.43101310498012,17.929638039455217,18.223916430315686,18.13566684816411,18.077646201732648,18.041555804289747,18.00137364555618,17.972344868392277,18.2557898337871,18.184354674451953,18.172162614147375,18.163849881807682,18.145865837042173,18.13292007809428,18.14025168235214,18.095012070586655,18.13131489037591,18.107121928489292,18.111576478287674,18.10421482024406,18.10418511018017,18.086077656353584,18.066070858765,18.04272610096898,18.04272610096898
7,8.057,8.057,8.2318,8.224808,8.220109375999998,8.215705422848,8.212055198122494,8.218374314952534,8.225758202968436,8.388287588126877,8.537094849481228,8.672669711287453,8.905156317061705,9.034178441256966,9.131385835285654,9.448434362768083,10.030178716052099,10.902607856595266,14.369146052323789,16.42258371548661,17.301688629478203,17.416945874960287,18.432658307960605,18.26705238318896,18.160914911740264,18.03894294847373,17.932401290782888,17.93810908691054,18.436392650562897,18.36277507996065,18.289727979640805,18.21328215580368,18.046972205622428,17.958847344594318,18.100275955215942,18.047937154687972,17.95980746891453,18.70584262410104,18.612473410980535,18.55600292395514,18.463382909335362,18.385501963043037,18.340455076522414,18.28542083848952,18.210008876395964,18.174800849766775,18.102937646367707,18.039977680270347,17.968549955136602,18.26061419025498,18.23375366443615,18.186719218001542,18.141733668533764,18.10282940812862,18.078732917287926,18.048104005610195,18.02990122074971,17.95651614725717,17.977873676103197,18.22045167225667,18.196129294786527,18.196129294786527
8,11.45,13.133000000000003,13.271092000000003,13.198248320000003,13.149297367040003,13.197916338129922,13.157714262352934,13.277590834155287,13.470866608306338,14.00683047579005,14.50583767960478,14.960471627449522,15.83392219490053,16.264963128561725,16.59066446040467,17.06652448026103,18.881941662017635,18.593286595425354,18.212301143944295,18.006216325641187,17.9082568113617,18.434719784116254,18.288362025843323,18.177064767610734,18.066769184702235,17.91460201528968,17.92627440319794,18.056464579988347,18.000286721668395,17.95113357478172,18.370137040482593,18.224871944158735,18.01609173694051,17.931976278255807,18.458144373142783,18.354637680368153,18.26467449196631,18.17915844501451,18.11682265278944,18.079121440276054,18.042535833074673,17.970638011860423,18.229191359743435,18.207376630151398,18.176956182667542,18.14019131411954,18.10107854886306,18.058479221957494,18.019636850829556,18.02696073382866,18.001640480905586,17.970425138854164,18.247904877404103,18.207131562773796,18.183981774892032,18.163046339695356,18.153045482148194,18.112726724787052,18.07685266830861,18.059876172300275,18.036866529551272,18.036866529551272
9,7.569,9.878076,10.625378224000002,10.643123095040002,10.557047648378882,10.904104361872653,10.829466961549583,11.34437149016479,12.166114431851659,12.975410829805735,13.89185348901826,14.345803247150041,17.21142718220704,17.615234056020554,18.15531294951637,18.037464132970722,17.883486099242102,19.61490232165423,19.10962086129122,18.80484292751056,18.691276027017985,18.626354922909915,18.47879208352664,18.3153719547749,18.152162607181925,18.026537257785698,17.949650034238985,18.335676084136267,18.26305737979972,18.21352915028052,18.186007033679402,18.073966977409967,17.89556543972623,18.4831026125276,18.419374202077492,18.316422139741604,18.226510029042895,18.14829696886864,18.086960484024296,18.049863661037097,17.98901934273191,18.49806564791011,18.458114004415144,18.403594808493004,18.326979655374192,18.272541716408067,18.223335549542437,18.166943683115267,18.115525175747372,18.08389207993399,18.06294526111252,18.021716334878924,18.01306644296739,17.96076067109784,18.135733930103783,18.108440794813138,18.09540286388441,18.042840054032574,18.015619699255772,17.984360300744232,18.169924538263086,18.169924538263086
