,0,1,2,3,4,5,6,7,8
0,50.9,42.7,36.3,36.3,36.3,50.9,42.7,42.7,42.7
1,24.5,24.5,22.1,22.1,24.5,36.3,36.3,50.9,50.9
2,24.5,22.1,22.1,20.3,22.1,24.5,24.5,31.3,31.3
3,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3
4,18.9,17.8,20.3,92.8,92.8,92.8,92.8,75.2,75.2
5,17.8,17.8,17.8,24.5,24.5,24.5,24.5,24.5,24.5
6,17.8,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6
7,15.8,61.6,61.6,50.9,50.9,61.6,61.6,75.2,75.2
8,17.0,20.3,22.1,20.3,20.3,22.1,22.1,22.1,22.1
9,17.0,17.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6
10,17.0,17.0,61.6,50.9,115.5,115.5,144.6,115.5,115.5
11,18.9,17.8,18.9,17.8,24.5,24.5,36.3,42.7,42.7
12,31.3,27.5,24.5,24.5,24.5,22.1,27.5,31.3,31.3
13,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3
14,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
15,115.5,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6
16,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,92.8
17,230.4,230.4,182.1,144.6,144.6,115.5,115.5,115.5,115.5
18,230.4,182.1,144.6,144.6,115.5,115.5,115.5,115.5,115.5
19,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9
20,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,92.8
21,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3
22,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3
23,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9
24,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3
25,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
26,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3
27,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9
28,92.8,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7
29,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9
30,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3
31,144.6,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6
32,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3
33,92.8,75.2,61.6,50.9,50.9,50.9,50.9,42.7,42.7
34,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2,75.2
35,230.4,230.4,182.1,144.6,144.6,115.5,115.5,115.5,115.5
36,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8
37,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8
38,144.6,115.5,92.8,92.8,92.8,75.2,75.2,61.6,61.6
39,115.5,92.8,92.8,61.6,61.6,61.6,61.6,50.9,50.9
40,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9
41,75.2,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3
42,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3
43,42.7,36.3,36.3,31.3,31.3,36.3,36.3,36.3,36.3
44,31.3,31.3,27.5,27.5,27.5,92.8,92.8,92.8,92.8
45,22.1,20.3,20.3,20.3,20.3,24.5,24.5,24.5,24.5
46,24.5,22.1,22.1,50.9,50.9,61.6,75.2,115.5,115.5
47,20.3,18.9,17.8,20.3,20.3,20.3,20.3,22.1,22.1
