,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,1.2,1.04,8077931.0,7032816.37,324134658.0,0.13,0.12,0.006989285714285714,19.04942857142857
