,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.23,0.0,0.0,0.0,160149583.0,4118241.0,2692250467.8,0.0
1,1.22,0.01,0.02,1189456.94,160149583.0,4060958.96,2632412413.23,0.0115
2,1.2,0.02,0.04,1955585.08,160149583.0,4016511.1,2590434116.88,0.0094
3,1.19,0.03,0.05,2590977.83,160149583.0,3976526.3,2559212317.65,0.0086
4,1.17,0.05,0.07,3615491.61,160149583.0,3905554.28,2515398708.72,0.0145
5,1.16,0.06,0.07,4064211.69,160149583.0,3878297.42,2501286814.19,0.0062
6,1.15,0.07,0.08,4625442.89,160149583.0,3835845.16,2485072870.72,0.0083
7,1.14,0.07,0.08,4953345.27,160149583.0,3812887.64,2476169088.12,0.0054
8,1.13,0.08,0.08,5484761.83,160149583.0,3778708.82,2465655343.73,0.0077
9,1.12,0.09,0.09,5715634.53,160149583.0,3729879.55,2454941993.36,0.0107
10,1.11,0.1,0.09,5836448.55,160149583.0,3703848.91,2449948275.12,0.0062
11,1.1,0.11,0.09,5898015.29,160149583.0,3659647.44,2444899688.21,0.0098
12,1.09,0.12,0.09,5977734.26,160149583.0,3641386.1,2442571022.75,0.0047
13,1.09,0.12,0.09,6004980.95,160149583.0,3637744.79,2442071249.4,0.0017
14,1.09,0.12,0.09,6064988.71,160149583.0,3630473.07,2441538074.1,0.0024
15,1.08,0.12,0.09,6143010.16,160149583.0,3615973.21,2439966117.46,0.0039
16,1.08,0.12,0.09,6164674.38,160149583.0,3612357.51,2439512184.25,0.0017
17,1.08,0.12,0.09,6164674.38,160149583.0,3612357.51,2439512184.25,0.0009
