,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.19,0.0,0.0,0.0,162750592.0,4026405.0,2956561447.1,0.0
1,1.17,0.02,0.04,217616.74,162750592.0,3955595.75,2840995407.33,0.0134
2,1.15,0.03,0.07,394683.75,162750592.0,3890062.46,2759430484.25,0.0129
3,1.13,0.05,0.09,597410.82,162750592.0,3832118.89,2700029760.78,0.0113
4,1.11,0.06,0.1,719248.71,162750592.0,3775181.63,2654718779.01,0.0114
5,1.11,0.07,0.11,771217.14,162750592.0,3762509.8,2645869711.75,0.0045
6,1.1,0.07,0.11,812887.63,162750592.0,3739987.36,2634954930.74,0.0045
7,1.09,0.08,0.11,883106.27,162750592.0,3710171.97,2621979025.55,0.0066
8,1.09,0.08,0.12,918118.97,162750592.0,3695353.53,2616030420.95,0.0044
9,1.09,0.09,0.12,947850.22,162750592.0,3680594.27,2610809890.53,0.0039
10,1.08,0.09,0.12,965296.45,162750592.0,3669563.52,2607016650.26,0.0031
11,1.08,0.09,0.12,1004041.02,162750592.0,3647601.11,2600740672.75,0.0051
12,1.07,0.1,0.12,1021817.98,162750592.0,3636675.54,2598304405.29,0.0031
13,1.07,0.1,0.12,1031453.07,162750592.0,3626130.51,2596047214.24,0.0031
14,1.07,0.1,0.12,1038802.58,162750592.0,3618881.87,2594636065.71,0.0024
15,1.06,0.1,0.12,1049162.06,162750592.0,3608047.14,2593112187.02,0.0032
16,1.06,0.11,0.12,1061200.29,162750592.0,3600834.66,2592188236.05,0.0024
17,1.06,0.11,0.12,1071681.74,162750592.0,3593858.81,2591191030.78,0.0024
18,1.06,0.11,0.12,1079738.34,162750592.0,3583088.01,2590242327.13,0.003
19,1.05,0.11,0.12,1085546.87,162750592.0,3572349.49,2589071978.72,0.0031
20,1.05,0.11,0.12,1088812.83,162750592.0,3568800.69,2588592398.03,0.0017
21,1.05,0.11,0.12,1094688.95,162750592.0,3565231.89,2588253057.41,0.0018
22,1.05,0.12,0.12,1104276.94,162750592.0,3561890.14,2588009764.56,0.0017
23,1.05,0.12,0.12,1109955.02,162750592.0,3558328.25,2587739562.45,0.0017
24,1.04,0.12,0.13,1101762.9,162750592.0,3526427.56,2586630330.88,0.0065
25,1.04,0.13,0.13,1107366.11,162750592.0,3522901.14,2586426779.54,0.0018
26,1.04,0.13,0.13,1112465.02,162750592.0,3519378.25,2586300835.31,0.0017
27,1.04,0.13,0.13,1117229.51,162750592.0,3515858.87,2586169138.37,0.0017
28,1.04,0.13,0.13,1122444.35,162750592.0,3512343.01,2585997121.87,0.0017
29,1.03,0.13,0.13,1118533.32,162750592.0,3498314.7,2585710750.14,0.0038
30,1.03,0.13,0.13,1124479.95,162750592.0,3494816.4,2585573859.39,0.0017
31,1.03,0.13,0.13,1122550.43,162750592.0,3487830.26,2585472777.7,0.0024
32,1.03,0.14,0.13,1120673.46,162750592.0,3480858.1,2585307227.36,0.0024
33,1.02,0.14,0.13,1118727.61,162750592.0,3473899.87,2585234920.1,0.0024
34,1.02,0.14,0.13,1117771.73,162750592.0,3470425.98,2585151068.93,0.0018
35,1.02,0.14,0.13,1116830.19,162750592.0,3466955.55,2585087081.03,0.0017
36,1.02,0.14,0.13,1116830.19,162750592.0,3466955.55,2585087081.03,0.001
