,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,50.9,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,42.7,36.3,36.3
1,22.1,20.3,18.9,20.3,24.5,31.3,31.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
2,17.8,16.3,22.1,22.1,24.5,36.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
3,17.0,16.3,36.3,31.3,31.3,36.3,31.3,42.7,36.3,36.3,36.3,36.3,36.3,42.7,36.3,42.7,42.7,42.7
4,15.4,18.9,17.8,22.1,27.5,31.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
5,14.8,75.2,50.9,42.7,42.7,36.3,42.7,36.3,36.3,36.3,36.3,36.3,50.9,42.7,42.7,42.7,42.7,42.7
6,17.0,17.0,31.3,31.3,31.3,31.3,50.9,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7
7,17.8,17.8,22.1,31.3,36.3,36.3,42.7,36.3,36.3,36.3,36.3,42.7,42.7,36.3,42.7,42.7,42.7,42.7
8,17.0,17.8,22.1,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,42.7,42.7,36.3,42.7,42.7,42.7,42.7
9,16.3,36.3,31.3,36.3,31.3,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
10,20.3,22.1,36.3,36.3,36.3,42.7,42.7,36.3,36.3,36.3,42.7,42.7,36.3,42.7,36.3,42.7,42.7,42.7
11,27.5,27.5,42.7,36.3,42.7,36.3,36.3,36.3,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
12,27.5,31.3,31.3,50.9,42.7,36.3,36.3,36.3,36.3,42.7,42.7,42.7,36.3,42.7,42.7,42.7,42.7,42.7
13,75.2,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7
14,115.5,75.2,50.9,42.7,42.7,36.3,36.3,36.3,42.7,42.7,42.7,42.7,42.7,36.3,42.7,42.7,42.7,42.7
15,92.8,61.6,50.9,36.3,36.3,36.3,36.3,42.7,36.3,36.3,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7
16,144.6,115.5,61.6,61.6,50.9,50.9,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
17,144.6,92.8,61.6,50.9,42.7,36.3,42.7,36.3,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7
18,115.5,75.2,50.9,42.7,42.7,36.3,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,36.3,36.3
19,75.2,50.9,50.9,36.3,42.7,36.3,36.3,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7
20,50.9,36.3,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
21,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,36.3,42.7,42.7,42.7,42.7
22,36.3,144.6,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
23,42.7,61.6,50.9,36.3,42.7,36.3,36.3,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
24,75.2,50.9,42.7,50.9,42.7,36.3,42.7,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
25,92.8,61.6,42.7,42.7,36.3,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
26,61.6,50.9,42.7,42.7,36.3,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7,36.3,42.7,42.7
27,61.6,50.9,50.9,42.7,36.3,50.9,42.7,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
28,144.6,92.8,61.6,50.9,50.9,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
29,144.6,115.5,61.6,61.6,50.9,42.7,42.7,42.7,42.7,36.3,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7
30,115.5,75.2,50.9,42.7,36.3,42.7,42.7,36.3,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7
31,75.2,50.9,42.7,36.3,42.7,36.3,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
32,115.5,75.2,50.9,42.7,42.7,36.3,50.9,50.9,50.9,42.7,42.7,42.7,50.9,42.7,42.7,42.7,42.7,42.7
33,92.8,61.6,42.7,36.3,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
34,61.6,50.9,42.7,36.3,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7
35,182.1,115.5,75.2,61.6,61.6,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7,36.3,42.7,42.7,42.7
36,230.4,144.6,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
37,75.2,61.6,42.7,50.9,42.7,36.3,42.7,36.3,42.7,42.7,42.7,42.7,36.3,42.7,42.7,42.7,42.7,42.7
38,50.9,50.9,36.3,92.8,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
39,92.8,61.6,50.9,42.7,36.3,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
40,61.6,50.9,36.3,36.3,36.3,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
41,144.6,92.8,61.6,50.9,50.9,42.7,42.7,42.7,42.7,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7
42,61.6,50.9,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,42.7,42.7,42.7,42.7,36.3,42.7,42.7
43,36.3,36.3,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
44,36.3,36.3,61.6,50.9,42.7,36.3,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
45,27.5,42.7,36.3,42.7,36.3,36.3,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
46,36.3,50.9,36.3,42.7,36.3,36.3,36.3,42.7,36.3,36.3,42.7,42.7,42.7,42.7,36.3,42.7,42.7,42.7
47,18.9,31.3,50.9,42.7,36.3,36.3,36.3,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
