,0,1,2
0,0.0,0.0,0.0
1,0.63,0.9450403369985353,0.9450403369985353
2,6.408,3.292109999999926,3.292109999999926
3,0.0,0.5445628049472586,0.5445628049472586
4,4.0,2.5995628049472126,2.5995628049472126
5,0.0,0.5445628049472586,0.5445628049472586
6,0.0,0.5445628049472586,0.5445628049472586
7,1.2,1.2262452408446822,1.2262452408446822
8,1.7,1.4831202408446766,1.4831202408446766
9,0.01,0.20967440751135305,0.20967440751135305
10,0.075,0.243878574178019,0.243878574178019
11,0.0,0.20534732417801985,0.20534732417801985
12,0.13,0.19193741575310805,0.19193741575310805
13,0.0,0.12514991575310952,0.12514991575310952
14,0.0,0.12514991575310952,0.12514991575310952
15,1.6,0.9471499157530909,0.9471499157530909
16,1.309,0.7968382490864278,0.7968382490864278
17,0.0,0.12433949908644286,0.12433949908644286
18,1.385,0.9313966419435717,0.9313966419435717
19,0.3,0.5854966419435895,0.5854966419435895
20,0.3,0.38127164194358465,0.38127164194358465
21,1.424,1.0487852603646266,1.0487852603646266
22,0.0,0.31720526036464286,0.31720526036464286
23,0.0,0.31720526036464286,0.31720526036464286
24,5.0,2.885955260364585,2.885955260364585
25,4.9,2.9096479984598265,2.9096479984598265
26,0.0,0.4498449984598841,0.4498449984598841
27,3.5,2.3433517747756354,2.3433517747756354
28,4.0,2.6002267747756296,2.6002267747756296
29,1.03,1.2370804206090014,1.2370804206090014
30,0.0,0.9847022261645753,0.9847022261645753
31,0.008,0.9888122261645751,0.9888122261645751
32,2.8,2.423202226164543,2.423202226164543
33,5.256,3.7651696345894248,3.7651696345894248
34,3.256,2.737669634589448,2.737669634589448
35,0.072,1.1018896345894849,1.1018896345894849
36,1.235,2.1406527595894813,2.1406527595894813
37,1.24,2.143221509589481,2.143221509589481
38,1.2,1.6813996345894715,1.6813996345894715
39,2.4,3.674365329033935,3.674365329033935
40,11.7,6.0108749999998645,6.0108749999998645
41,1.0,2.3845819957006045,2.3845819957006045
42,1.315,2.383722099867264,2.383722099867264
43,1.2,2.3246408498672655,2.3246408498672655
44,0.072,1.9882558498672838,1.9882558498672838
45,2.072,3.2224120998672663,3.2224120998672663
46,0.019,3.6337270998673237,3.6337270998673237
47,3.804,3.804,3.804
