,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,36.3,31.3,31.3,27.5,24.5,24.5,24.5,27.5,27.5,50.9,50.9,50.9,50.9,50.9,42.7,42.7,36.3,42.7,42.7,42.7,42.7
1,20.3,20.3,18.9,92.8,92.8,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7
2,20.3,20.3,20.3,36.3,31.3,31.3,31.3,27.5,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,42.7
3,22.1,22.1,20.3,22.1,22.1,24.5,31.3,31.3,36.3,36.3,36.3,31.3,36.3,36.3,50.9,42.7,42.7,42.7,42.7,42.7,42.7
4,17.8,17.8,20.3,22.1,22.1,24.5,31.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3,50.9,50.9,50.9,50.9,42.7,50.9,50.9
5,18.9,17.8,22.1,22.1,22.1,50.9,50.9,42.7,42.7,36.3,42.7,42.7,36.3,42.7,36.3,36.3,36.3,36.3,36.3,42.7,42.7
6,17.0,17.8,22.1,22.1,22.1,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
7,15.4,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,36.3,50.9,42.7,42.7,42.7,42.7,42.7
8,16.3,24.5,24.5,22.1,22.1,31.3,31.3,27.5,31.3,27.5,42.7,42.7,42.7,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7
9,18.9,17.8,24.5,24.5,24.5,22.1,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7
10,18.9,17.8,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,36.3,42.7,42.7,42.7
11,22.1,20.3,20.3,20.3,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9
12,22.1,22.1,22.1,20.3,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7
13,36.3,31.3,31.3,31.3,27.5,27.5,24.5,27.5,31.3,31.3,27.5,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7
14,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,50.9,42.7,42.7,36.3,36.3,42.7,36.3,42.7,42.7,42.7
15,144.6,144.6,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9
16,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,50.9,50.9,50.9
17,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,36.3,36.3,36.3,36.3,50.9,50.9,50.9,42.7,50.9,50.9,50.9
18,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,36.3,36.3,42.7,42.7,42.7,42.7
19,92.8,75.2,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7
20,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,50.9,50.9,42.7,42.7,36.3,36.3,36.3,42.7,42.7,42.7,42.7
21,42.7,36.3,36.3,36.3,31.3,31.3,27.5,27.5,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9
22,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,42.7,42.7,42.7
23,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,42.7,36.3,50.9,50.9,50.9,50.9,50.9
24,61.6,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,42.7,42.7,42.7,42.7
25,36.3,31.3,31.3,31.3,27.5,24.5,24.5,31.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3,50.9,50.9,50.9,42.7,42.7,42.7
26,50.9,50.9,42.7,42.7,36.3,36.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3,50.9,50.9,50.9,50.9,50.9,50.9
27,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,50.9,50.9,50.9,42.7,42.7,42.7,42.7
28,75.2,61.6,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,50.9,50.9,50.9,50.9,50.9,50.9,50.9
29,75.2,75.2,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,42.7,36.3,42.7,42.7,36.3,42.7,42.7,42.7
30,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,31.3,50.9,50.9,50.9,42.7,42.7,50.9,42.7,42.7,42.7
31,75.2,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,36.3,36.3,50.9,50.9,50.9,50.9
32,144.6,144.6,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
33,182.1,144.6,144.6,115.5,115.5,92.8,92.8,75.2,75.2,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9
34,230.4,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,75.2,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6
35,182.1,144.6,144.6,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9
36,230.4,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,75.2,75.2,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6,61.6
37,182.1,144.6,144.6,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9
38,144.6,115.5,115.5,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,42.7,50.9,50.9
39,115.5,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,36.3,42.7,36.3,36.3,42.7,42.7
40,230.4,230.4,182.1,144.6,144.6,115.5,115.5,115.5,92.8,92.8,92.8,92.8,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6,61.6
41,144.6,144.6,115.5,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
42,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,36.3,42.7,42.7,42.7
43,36.3,31.3,31.3,31.3,27.5,24.5,24.5,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
44,24.5,22.1,22.1,20.3,31.3,27.5,24.5,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3,50.9,50.9,42.7,42.7,42.7,42.7
45,27.5,24.5,24.5,24.5,22.1,36.3,36.3,36.3,36.3,36.3,31.3,36.3,36.3,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7
46,31.3,27.5,24.5,24.5,24.5,24.5,36.3,36.3,36.3,36.3,31.3,36.3,36.3,36.3,50.9,50.9,50.9,50.9,50.9,50.9,50.9
47,20.3,20.3,18.9,31.3,27.5,24.5,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,42.7,42.7,42.7,36.3,36.3
