,0,1,2,3,4,5,6,7,8,9,10
0,14.0,14.3,14.3,15.8,15.4,15.4,15.1,14.8,14.8,14.8,14.8
1,14.0,14.0,14.0,20.3,22.1,24.5,22.1,22.1,20.3,20.3,20.3
2,14.0,14.0,14.0,14.0,14.0,14.2,14.3,14.2,14.2,14.2,14.2
3,14.3,14.3,14.2,14.1,14.2,14.2,14.8,14.6,14.6,14.6,14.6
4,14.0,14.1,14.2,14.1,14.1,14.1,14.5,14.5,14.5,14.5,14.5
5,14.0,14.0,14.4,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2
6,14.1,14.0,24.5,20.3,20.3,20.3,17.8,17.0,17.0,17.0,17.0
7,14.3,14.0,14.5,14.4,14.4,14.3,14.2,14.2,14.2,14.2,14.2
8,17.0,18.9,17.8,16.3,16.3,15.8,15.4,15.4,15.1,15.1,15.1
9,14.0,14.8,15.1,15.1,15.4,15.4,16.3,17.0,17.8,17.8,17.8
10,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
11,14.2,14.6,14.5,14.8,14.6,14.6,15.4,15.4,15.4,15.4,15.4
12,14.0,14.1,14.0,14.1,14.1,14.0,14.3,14.2,14.2,14.2,14.2
13,18.9,15.8,15.4,14.8,14.8,14.8,14.5,14.5,14.5,14.5,14.5
14,36.3,20.3,18.9,17.0,17.0,17.0,15.8,15.8,15.4,15.4,15.4
15,27.5,18.9,17.0,16.3,15.8,15.8,18.9,17.8,17.8,17.8,17.8
16,14.8,14.5,14.3,14.2,14.2,14.2,17.8,17.8,17.8,17.0,17.0
17,14.8,14.4,14.3,14.2,14.2,14.1,14.5,14.5,14.5,14.5,14.5
18,15.4,14.6,14.5,14.3,14.3,14.3,14.2,14.1,14.1,14.1,14.1
19,42.7,22.1,20.3,17.8,17.8,17.0,16.3,15.8,15.8,15.8,15.8
20,18.9,15.8,15.4,14.8,14.8,14.8,14.6,14.5,14.5,14.5,14.5
21,20.3,17.0,15.8,15.4,15.1,15.1,14.8,14.6,14.6,14.6,14.6
22,230.4,75.2,50.9,36.3,36.3,36.3,27.5,24.5,24.5,24.5,24.5
23,17.0,14.8,14.6,14.5,14.5,14.5,14.3,14.3,14.3,14.3,14.3
24,17.8,15.4,15.1,14.8,14.6,14.6,14.5,14.5,14.4,14.4,14.4
25,61.6,31.3,24.5,20.3,20.3,20.3,17.8,17.0,17.0,17.0,17.0
26,92.8,36.3,27.5,22.1,24.5,24.5,22.1,24.5,24.5,24.5,24.5
27,14.6,14.3,14.2,14.0,14.0,14.1,14.0,14.0,14.0,14.0,14.0
28,14.3,31.3,24.5,22.1,22.1,20.3,17.8,17.8,17.8,17.8,17.8
29,14.0,31.3,27.5,22.1,22.1,22.1,18.9,17.8,17.8,17.8,17.8
30,14.0,14.3,14.8,15.8,16.3,16.3,15.4,17.8,17.8,17.8,17.8
31,14.1,14.0,14.0,14.0,14.2,14.2,14.0,14.5,14.5,14.5,14.5
32,15.4,14.6,14.5,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3
33,14.8,14.4,14.3,14.2,14.2,14.3,14.2,14.3,14.3,14.3,14.3
34,14.6,14.2,14.1,14.2,14.1,14.3,14.2,14.5,14.5,14.5,14.5
35,14.8,14.3,14.2,14.2,14.1,14.2,14.0,14.1,14.1,14.1,14.1
36,27.5,18.9,17.0,16.3,15.8,15.8,15.4,15.1,15.1,15.1,15.1
37,20.3,17.0,15.8,15.4,15.1,15.1,14.6,14.6,14.6,14.6,14.6
38,18.9,15.8,15.4,14.8,14.8,14.8,14.6,14.5,14.5,14.5,14.5
39,15.8,14.6,14.5,14.6,14.6,14.6,15.8,15.8,15.8,16.3,16.3
40,14.4,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
41,14.2,15.8,15.1,14.8,14.8,14.6,14.5,14.5,14.5,14.5,14.5
42,14.0,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.5,14.6,14.6
43,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
44,14.8,15.4,15.1,14.8,14.8,14.8,15.4,15.1,15.8,15.8,15.8
45,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.2,14.2,14.2
46,14.0,14.5,14.5,14.6,14.6,14.5,14.5,14.4,14.5,14.5,14.5
47,14.0,14.0,14.0,14.2,14.2,14.1,14.0,14.0,14.0,14.0,14.0
