,0,1,2,3,4,5,6,7,8,9,10,11,12
0,16.3,15.8,15.8,18.9,17.8,17.8,17.0,17.0,17.0,16.3,15.8,15.8,15.8
1,14.6,14.6,14.5,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3
2,14.5,14.5,14.4,15.4,15.4,15.1,14.8,14.8,14.8,14.8,14.6,14.6,14.6
3,15.1,15.1,15.4,24.5,22.1,22.1,20.3,20.3,20.3,20.3,24.5,24.5,24.5
4,14.2,14.2,14.2,15.1,15.1,14.8,14.8,14.8,14.8,14.8,15.8,15.4,15.4
5,15.4,17.8,17.0,16.3,15.8,15.8,15.4,15.4,15.4,15.4,15.1,15.1,15.1
6,14.4,31.3,31.3,24.5,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1
7,14.0,15.1,14.8,14.8,22.1,20.3,22.1,22.1,22.1,20.3,20.3,20.3,20.3
8,14.5,14.5,14.5,14.4,15.1,15.1,15.8,15.8,15.8,15.8,15.4,20.3,20.3
9,14.6,14.6,15.4,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.6,15.4,15.4
10,14.8,14.8,31.3,24.5,24.5,31.3,27.5,27.5,24.5,24.5,22.1,22.1,22.1
11,14.2,14.2,14.8,14.6,14.6,17.0,16.3,15.8,15.8,15.8,15.4,15.4,15.4
12,15.8,15.8,15.4,15.1,15.1,22.1,22.1,22.1,20.3,20.3,20.3,22.1,22.1
13,15.1,14.8,14.8,14.6,14.6,15.1,14.8,14.8,14.8,14.8,14.8,15.1,15.1
14,20.3,20.3,18.9,17.8,17.0,17.0,16.3,15.8,15.8,15.8,15.4,15.8,15.8
15,22.1,20.3,20.3,17.8,17.8,17.0,17.0,16.3,16.3,16.3,15.8,15.8,15.8
16,42.7,36.3,31.3,27.5,24.5,24.5,22.1,22.1,20.3,20.3,18.9,18.9,18.9
17,22.1,20.3,18.9,17.8,17.8,17.0,16.3,16.3,15.8,15.8,15.8,15.4,15.4
18,31.3,27.5,24.5,22.1,22.1,20.3,20.3,18.9,18.9,17.8,17.8,17.0,17.0
19,230.4,230.4,144.6,115.5,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9
20,24.5,22.1,22.1,20.3,18.9,17.8,17.0,17.0,17.0,17.0,16.3,15.8,15.8
21,17.8,17.0,17.0,16.3,15.8,15.8,15.4,15.4,15.4,15.1,14.8,14.8,14.8
22,22.1,20.3,20.3,17.8,17.8,17.0,17.0,17.0,16.3,16.3,15.8,15.8,15.8
23,36.3,36.3,31.3,27.5,24.5,22.1,22.1,22.1,20.3,20.3,18.9,18.9,18.9
24,17.8,17.0,17.0,16.3,16.3,22.1,20.3,20.3,27.5,24.5,24.5,24.5,24.5
25,14.6,14.6,14.5,14.5,14.5,14.8,14.8,14.6,15.4,15.4,17.0,17.0,17.0
26,17.0,17.0,16.3,15.8,15.8,15.4,15.4,15.1,15.4,15.1,17.0,17.0,17.0
27,17.8,17.0,17.0,15.8,15.8,15.8,15.4,15.4,15.4,15.1,15.4,15.4,15.4
28,20.3,17.8,17.8,17.0,17.0,17.0,27.5,24.5,24.5,24.5,22.1,22.1,22.1
29,15.1,14.8,14.8,14.6,14.6,14.6,15.8,15.8,15.8,15.8,15.4,15.4,15.4
30,17.0,16.3,15.8,15.4,15.4,15.4,15.4,15.1,17.0,16.3,17.8,17.8,17.8
31,15.8,15.8,15.4,15.1,14.8,14.8,14.8,14.6,15.1,14.8,15.8,15.8,15.8
32,17.8,17.0,17.0,16.3,15.8,15.8,15.4,15.4,15.4,15.4,15.1,15.1,15.1
33,20.3,20.3,18.9,17.8,17.0,17.0,16.3,16.3,15.8,15.8,16.3,15.8,15.8
34,17.8,17.8,17.0,16.3,15.8,15.8,15.4,15.4,15.4,15.4,17.0,17.0,17.0
35,16.3,15.8,15.8,15.4,15.4,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8
36,36.3,31.3,31.3,24.5,24.5,22.1,20.3,20.3,20.3,20.3,17.8,17.8,17.8
37,24.5,22.1,22.1,20.3,18.9,17.8,17.8,17.8,17.0,17.0,16.3,16.3,16.3
38,22.1,20.3,18.9,17.8,17.0,17.0,16.3,22.1,22.1,22.1,20.3,20.3,20.3
39,15.8,15.4,15.4,15.1,14.8,14.8,14.6,16.3,15.8,17.0,16.3,16.3,16.3
40,17.8,17.0,17.0,15.8,15.8,15.4,15.4,15.8,15.4,20.3,18.9,18.9,18.9
41,15.8,15.8,15.4,15.1,15.1,14.8,14.8,14.8,14.6,15.1,14.8,14.8,14.8
42,36.3,31.3,31.3,24.5,24.5,22.1,22.1,20.3,20.3,20.3,17.8,17.8,17.8
43,17.8,17.8,17.8,20.3,18.9,17.8,17.8,17.0,17.0,17.0,16.3,15.8,15.8
44,14.5,14.5,14.6,16.3,15.8,15.8,17.8,17.8,17.8,17.8,17.0,17.0,17.0
45,14.6,14.5,14.5,14.8,14.8,14.6,15.8,15.4,15.4,15.4,15.1,15.1,15.1
46,15.8,15.8,15.4,15.1,15.4,15.4,15.8,16.3,16.3,17.0,24.5,24.5,24.5
47,15.4,15.1,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.8,14.6,14.6
