,0,1,2,3,4,5,6
0,22.1,22.1,20.3,20.3,20.3,20.3,20.3
1,18.9,17.8,17.8,17.8,20.3,20.3,20.3
2,18.9,17.8,17.8,17.0,36.3,36.3,36.3
3,17.8,17.0,17.0,16.3,17.8,17.8,17.8
4,15.4,61.6,50.9,50.9,42.7,36.3,36.3
5,14.5,36.3,36.3,36.3,36.3,31.3,31.3
6,14.6,15.4,42.7,36.3,36.3,36.3,36.3
7,14.6,14.6,31.3,61.6,50.9,50.9,50.9
8,15.4,15.1,15.4,36.3,36.3,31.3,31.3
9,15.8,15.8,15.4,18.9,20.3,20.3,20.3
10,17.0,17.0,16.3,16.3,16.3,17.0,17.0
11,18.9,17.8,17.8,17.8,17.8,20.3,20.3
12,17.8,17.0,17.0,17.0,16.3,17.0,17.0
13,22.1,22.1,20.3,20.3,20.3,18.9,18.9
14,36.3,36.3,31.3,31.3,27.5,27.5,27.5
15,115.5,92.8,75.2,61.6,61.6,61.6,61.6
16,92.8,75.2,61.6,61.6,50.9,50.9,50.9
17,61.6,50.9,50.9,42.7,42.7,36.3,36.3
18,36.3,31.3,31.3,27.5,24.5,24.5,24.5
19,24.5,22.1,22.1,20.3,20.3,20.3,20.3
20,31.3,27.5,27.5,24.5,24.5,24.5,24.5
21,31.3,31.3,27.5,24.5,24.5,24.5,24.5
22,24.5,22.1,22.1,20.3,20.3,20.3,20.3
23,36.3,36.3,31.3,31.3,27.5,27.5,27.5
24,36.3,31.3,31.3,31.3,27.5,27.5,27.5
25,50.9,42.7,36.3,36.3,31.3,31.3,31.3
26,36.3,31.3,31.3,27.5,24.5,24.5,24.5
27,31.3,31.3,27.5,24.5,24.5,24.5,24.5
28,31.3,24.5,24.5,24.5,22.1,22.1,22.1
29,36.3,31.3,31.3,27.5,24.5,24.5,24.5
30,75.2,61.6,50.9,50.9,50.9,42.7,42.7
31,92.8,61.6,61.6,50.9,50.9,50.9,50.9
32,92.8,61.6,61.6,50.9,50.9,50.9,50.9
33,61.6,50.9,50.9,42.7,36.3,36.3,36.3
34,115.5,92.8,75.2,61.6,61.6,61.6,61.6
35,230.4,230.4,182.1,144.6,144.6,144.6,144.6
36,144.6,115.5,115.5,92.8,92.8,92.8,92.8
37,61.6,61.6,50.9,50.9,42.7,42.7,42.7
38,61.6,50.9,42.7,36.3,36.3,36.3,36.3
39,50.9,42.7,36.3,36.3,31.3,31.3,31.3
40,50.9,36.3,36.3,31.3,31.3,31.3,31.3
41,61.6,50.9,42.7,36.3,36.3,36.3,36.3
42,50.9,42.7,36.3,36.3,31.3,31.3,31.3
43,31.3,31.3,27.5,24.5,24.5,24.5,24.5
44,31.3,31.3,27.5,24.5,24.5,24.5,24.5
45,27.5,24.5,24.5,22.1,22.1,22.1,22.1
46,24.5,22.1,22.1,27.5,61.6,92.8,92.8
47,15.8,15.4,15.4,15.4,15.8,15.8,15.8
