,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.21,0.0,0.0,0.0,161184526.0,4066352.0,2863969996.5,0.0
1,1.19,0.02,0.04,228138.43,161184526.0,3990526.33,2753401594.22,0.0159
2,1.16,0.04,0.07,474492.62,161184526.0,3912045.14,2663330215.58,0.0162
3,1.15,0.05,0.09,658931.97,161184526.0,3846087.1,2604554795.83,0.0251
4,1.14,0.06,0.1,731974.52,161184526.0,3817588.92,2585924051.15,0.0072
5,1.13,0.07,0.1,789536.3,161184526.0,3779584.36,2564898196.87,0.0085
6,1.12,0.08,0.11,848003.63,161184526.0,3745703.85,2548958829.68,0.0243
7,1.11,0.09,0.11,903682.89,161184526.0,3719562.49,2539725134.08,0.0064
8,1.1,0.09,0.12,949022.57,161184526.0,3697300.9,2531488602.98,0.0151
9,1.09,0.1,0.12,985860.71,161184526.0,3671497.3,2524303985.05,0.0064
10,1.09,0.1,0.12,1020768.71,161184526.0,3649523.32,2519382420.2,0.0056
11,1.08,0.11,0.12,1051579.14,161184526.0,3631312.17,2515367156.6,0.0048
12,1.07,0.11,0.12,1110318.73,161184526.0,3609768.83,2510819200.55,0.0056
13,1.07,0.11,0.12,1123506.05,161184526.0,3602552.9,2509621124.91,0.0121
14,1.07,0.12,0.12,1136994.57,161184526.0,3591756.05,2507717529.54,0.0033
15,1.07,0.12,0.12,1149235.26,161184526.0,3580991.55,2506264385.48,0.014
16,1.06,0.12,0.13,1159923.31,161184526.0,3573833.15,2505520455.31,0.0024
17,1.06,0.12,0.13,1165354.54,161184526.0,3570259.32,2505082486.35,0.0122
18,1.06,0.12,0.13,1170434.01,161184526.0,3566689.06,2504713561.85,0.0017
19,1.05,0.14,0.13,1160885.18,161184526.0,3517064.62,2502367529.88,0.0085
20,1.05,0.14,0.13,1165313.36,161184526.0,3513547.56,2502108103.25,0.0017
21,1.04,0.14,0.13,1159478.59,161184526.0,3485523.39,2501430060.19,0.0047
22,1.04,0.14,0.13,1159478.59,161184526.0,3485523.39,2501430060.19,0.0009
