,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,3343.932,3307.2480906339865,3266.7805019101743,3224.03832617382,3204.2201763685284,3182.6104014702605,3271.513948033717,3248.495296438029,3225.766773057194,3345.8081788458135,3355.171563360271,3349.0861882994986,3327.455124654589,3354.0661777385762,3350.5391113102987,3347.9266936127656,3346.2985316906233,3337.133776984308,3333.1097807048936,3335.485616585454,3341.8817856663227,3339.2069266329618,3337.0126097797965,3340.060038785599,3339.3726862205176,3338.701619548901,3339.0065528268237,3351.045706946411,3351.272980697843,3351.0060655969237,3350.409963650152,3351.8491855416687,3351.7459714655224,3351.8261549683757,3352.092907252879,3359.6430341228684,3359.578842325794,3359.5736347415614,3359.5498746780872,3359.56526919062,3364.059387368476,3363.889534229739,3363.9981014942587,3363.9981014942587
1,3283.683,3247.6628317486757,3208.163809539226,3169.219958168781,3145.823496277809,3126.418438699846,3335.797500937397,3312.487930366954,3288.796498586645,3312.32576150673,3437.797424903011,3431.5319859424753,3409.353794389128,3417.27236482631,3413.587496816833,3408.7626026288244,3407.4982014579446,3411.1106764469564,3396.310366093046,3400.8029098778825,3401.364156068673,3400.602628414586,3399.9783631717423,3400.4080570161477,3400.4953249624064,3400.6252664629774,3406.0079081131144,3408.710536370636,3410.1198811956083,3409.097188707317,3409.405360998391,3414.0152355350124,3413.4404588281777,3413.100760982295,3412.776194906197,3412.5920051503795,3411.91289970632,3411.5797464163493,3411.2490402417075,3410.9224853376836,3410.287766344743,3409.9511935681085,3411.5128004451467,3411.5128004451467
2,2964.326,2931.991737999619,2903.189068827517,3386.6942833361286,3360.7326006478697,3337.323180353468,3308.301891244416,3287.4782426127067,3263.2167385647517,3244.989554332837,3456.1559512989998,3449.855044501,3427.5575815154,3420.900035282126,3417.1884798421975,3412.272004492872,3409.8470591532036,3431.456657594363,3416.567190621319,3407.868798797363,3407.847629217551,3406.875677941229,3406.0773581208714,3405.356064649048,3406.0277790620626,3406.6697823466357,3415.6301107455465,3412.951929096407,3411.046955846985,3410.0237662860086,3410.310489669694,3408.2157707454194,3410.5059648758383,3410.1649723793507,3409.8239923821125,3411.9189568511265,3411.236649176846,3410.8955877119283,3410.5545774531574,3410.214599795412,3408.403720608151,3408.3162197360903,3410.6160178964856,3410.6160178964856
3,2817.225,2790.330523346968,2928.15910064053,3593.038845896643,3565.479380687658,3540.7397440915584,3507.3879541217225,3485.7836677085734,3457.614269108687,3436.706619748234,3433.314199978799,3427.3246517957677,3405.202048543313,3398.39186468742,3394.7236168100144,3390.6332990347764,3388.782952466419,3427.6935217919827,3412.822028204977,3404.132634859128,3407.0078274695484,3405.8709554953234,3404.9564120884393,3404.1216619122674,3407.970523587437,3408.837487597434,3417.8573486583346,3415.178104982956,3413.265516701633,3412.244489156184,3410.4812696801573,3408.3340376923534,3416.5269334195455,3416.185292126204,3415.8436868969916,3414.795522707345,3414.112633548969,3413.7712324856143,3413.4300937623657,3413.0889723529895,3411.222748979855,3410.882789804957,3410.218172479524,3410.218172479524
4,2853.182,2827.4415089608256,3029.5601462133504,3083.6849085273866,3081.416623503402,3231.8299581014758,3206.1248937409086,3282.5369446584605,3255.8717033077824,3236.198414402571,3308.4676518001725,3307.5765366506816,3435.6384705269775,3428.752481582351,3425.0331589160905,3420.0979895790915,3417.5211845640997,3392.001304097484,3411.07453198082,3402.3896185615813,3406.7871837063517,3405.943770781501,3405.4167036437716,3405.3110199385233,3412.1645559426547,3410.367352237587,3407.752732664085,3408.9393771226814,3408.887362721636,3410.0940270383426,3410.853468303594,3408.7053040558494,3419.6283044177117,3419.28635108727,3418.944439352161,3417.2353259893416,3416.553071638567,3416.2152207314034,3415.87992940933,3415.5475887163893,3414.6251066105924,3414.2836499999316,3413.600831412568,3413.600831412568
5,2746.645,2838.1578001787607,3072.03345089258,3039.345098775341,3062.534810992992,3214.5845483511252,3191.0523941887323,3470.6504328670912,3442.4492812186045,3421.626540218418,3411.6237811681794,3406.1728051230843,3431.8147514590332,3424.9364443939817,3421.2169045469795,3416.2857771524446,3413.707910368453,3388.2156997132543,3406.2508384870202,3413.107926799226,3403.9870937338724,3404.134783639131,3404.933669620134,3406.4213468759435,3413.4921393634545,3411.694243258659,3409.06051847493,3410.453185875271,3408.543227520493,3409.7728800787827,3414.411185095578,3412.2607769745464,3411.697987560029,3411.356829061273,3411.015712178367,3409.310585381741,3409.4267774547707,3409.430045977025,3409.437995072428,3409.7941158729204,3414.6194887194383,3414.278661370566,3413.5958595800885,3413.5958595800885
6,2675.708,3253.7553350454905,3213.9431301084473,3171.3584231783498,3150.0728087738717,3171.789759775755,3148.7375054274203,3520.2791694265247,3491.674728716614,3470.5539495726507,3458.2914664944633,3451.988226513492,3429.6763745898083,3422.802467696132,3419.0862230684056,3414.158175402906,3414.6982985662644,3389.1988562954284,3397.85276724338,3408.709123702442,3404.7214743981767,3407.691159014274,3409.099533199928,3411.284522263523,3409.238669273086,3409.6059419404446,3409.982289013127,3412.858602257932,3410.947281640247,3409.929834607241,3416.582247798445,3414.4305283509316,3413.748030171877,3413.488463768859,3413.1471415224823,3412.005174867893,3411.323965895071,3410.9854269984817,3410.6482875557817,3410.457642327026,3409.9419688750345,3409.925607978147,3409.8871693785773,3409.8871693785773
7,2722.45,3720.5384555224664,3674.999938104117,3626.2484867670655,3598.3808409239336,3574.4858638606865,3541.385719259157,3515.569851259074,3487.003717348015,3465.911265279597,3453.6651720687328,3447.3674650928488,3425.0865653515107,3418.25766640631,3414.555557227978,3409.6347461536693,3436.3219637261254,3410.6623346975994,3395.8633492701033,3417.439892458523,3408.3076166115375,3421.9658060563784,3416.40723173792,3409.8101282636553,3408.6866072997086,3408.8688079510102,3409.0058487407155,3415.004850835838,3413.0923198214505,3412.0685419101205,3410.3073276742325,3408.1605314859253,3407.8522047967335,3410.110260676254,3409.7692659501863,3411.412364164704,3410.730132205175,3410.3916734919544,3410.054647224605,3414.1114601598824,3412.2724456910446,3411.9319918464753,3411.249703164246,3411.249703164246
8,2803.842,2797.0329352620265,3125.9939522715104,3084.5411436611944,3060.8428754908114,3049.9885894520494,3094.0482237851206,3410.1000099999997,3382.3910311159875,3361.9330766960907,3350.0546523751323,3343.947579446315,3322.340421777418,3337.4974252955594,3333.911690428766,3329.6366506234085,3404.3199559345517,3400.210415884945,3392.985406186778,3418.690069785945,3409.554268675261,3428.757556743922,3423.1879532550292,3416.5777792994327,3414.528414632796,3412.730876016776,3410.09999,3417.1848759621716,3415.2733938982074,3414.2489497312845,3412.4844048869086,3410.384539120119,3409.703632859311,3412.2743666960246,3411.933145059355,3410.6877770853284,3410.0056830363196,3409.8901692680156,3409.824645751089,3415.4308735865134,3413.4862954636124,3413.144954234066,3412.4623711740783,3412.4623711740783
9,2850.375,2822.697874245204,3728.7043428215807,3679.240517957602,3650.9655982437475,3625.482310153064,3591.245597014273,3565.0467366510893,3536.0784906854055,3514.6890994023543,3502.2706629602703,3495.88506287847,3473.2894318349468,3466.3279614155654,3462.5632303225634,3457.5724330019384,3454.960983525747,3429.160461582879,3414.281300963096,3405.588436531704,3410.9249965511412,3404.151050415716,3405.5636400573335,3407.568133376709,3408.7718571306336,3409.3577282012184,3411.6235472605354,3408.9481531863507,3411.2129839368836,3410.190027144202,3408.427631203595,3417.3828801438044,3416.703959915484,3416.630896219493,3416.306814529871,3414.9709648192666,3414.288857733362,3413.9701109475886,3413.692861336494,3413.96040675036,3412.8900719212374,3412.5497683140447,3411.8674082800894,3411.8674082800894
