,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,17.8,17.8,17.0,20.3,20.3,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
1,18.9,17.8,17.0,50.9,50.9,50.9,50.9,42.7,42.7,42.7,50.9,50.9,50.9,50.9,50.9,50.9
2,15.4,15.4,15.1,16.3,16.3,16.3,15.8,15.8,15.8,15.8,16.3,16.3,16.3,16.3,16.3,16.3
3,14.8,14.8,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5
4,14.6,14.5,20.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,42.7,42.7,42.7
5,15.1,15.1,14.8,17.0,17.0,16.3,15.8,15.8,15.8,16.3,16.3,16.3,16.3,17.8,17.8,17.8
6,14.6,61.6,50.9,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5
7,14.3,36.3,36.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1
8,14.6,15.1,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.0,17.0,17.0
9,14.6,14.6,36.3,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5
10,14.6,14.6,15.8,17.8,17.8,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5
11,17.8,17.0,16.3,16.3,16.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
12,24.5,22.1,20.3,18.9,17.8,20.3,20.3,20.3,20.3,20.3,20.3,27.5,27.5,24.5,24.5,24.5
13,20.3,20.3,17.8,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3,17.8,17.8,17.0,17.0,17.0
14,24.5,22.1,20.3,20.3,20.3,18.9,31.3,27.5,27.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3
15,17.8,17.8,17.0,16.3,16.3,15.8,17.8,17.8,17.8,17.8,17.0,17.0,17.0,17.8,17.8,17.8
16,61.6,50.9,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
17,230.4,230.4,144.6,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9
18,92.8,75.2,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5
19,50.9,36.3,31.3,31.3,27.5,24.5,24.5,24.5,27.5,27.5,31.3,27.5,36.3,36.3,36.3,36.3
20,20.3,18.9,17.8,17.0,17.0,16.3,15.8,15.8,16.3,16.3,17.0,16.3,17.8,20.3,20.3,20.3
21,36.3,31.3,27.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3,18.9,18.9
22,24.5,22.1,20.3,20.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
23,17.8,17.8,17.0,16.3,36.3,36.3,31.3,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3
24,18.9,17.8,17.0,16.3,20.3,18.9,17.8,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
25,20.3,17.8,17.0,17.0,17.0,16.3,15.8,17.8,17.8,17.8,17.8,17.8,17.8,20.3,20.3,20.3
26,31.3,27.5,24.5,22.1,20.3,20.3,20.3,18.9,20.3,20.3,20.3,20.3,20.3,22.1,22.1,22.1
27,36.3,31.3,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3,18.9,18.9,18.9,18.9,18.9
28,42.7,36.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3
29,115.5,92.8,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3
30,31.3,31.3,24.5,22.1,24.5,24.5,22.1,31.3,31.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3
