,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.7,0.0,0.0,0.0,3260817.0,115158.0,50203473.0,0.0
1,1.47,0.13,0.07,29569.11,3260817.0,100002.93,46627486.62,0.0494
2,1.36,0.2,0.08,44307.94,3260817.0,92217.23,46107399.24,0.0283
3,1.3,0.24,0.08,53019.49,3260817.0,87981.61,45962991.14,0.018
4,1.25,0.26,0.09,58894.69,3260817.0,84699.86,45889898.02,0.0142
5,1.22,0.28,0.09,61812.41,3260817.0,83188.78,45862920.21,0.0082
6,1.19,0.3,0.09,64356.22,3260817.0,80811.16,45833603.4,0.0117
7,1.16,0.32,0.09,66434.5,3260817.0,78737.2,45814264.24,0.0094
8,1.13,0.33,0.09,67976.14,3260817.0,76794.5,45801779.67,0.0104
9,1.11,0.34,0.09,68873.8,3260817.0,75652.81,45796749.09,0.006
10,1.1,0.35,0.09,69399.29,3260817.0,75056.37,45794832.67,0.0036
11,1.09,0.36,0.09,69474.42,3260817.0,74170.51,45793044.89,0.0045
12,1.06,0.37,0.09,68566.65,3260817.0,72276.28,45791380.38,0.0082
13,1.05,0.38,0.09,68658.48,3260817.0,71568.86,45790635.36,0.0031
14,1.04,0.39,0.09,68298.26,3260817.0,70765.16,45790021.69,0.0044
15,1.03,0.39,0.09,68078.33,3260817.0,70280.0,45789814.96,0.0031
16,1.03,0.39,0.09,67873.31,3260817.0,70001.03,45789579.9,0.0035
17,1.03,0.39,0.09,67796.98,3260817.0,69953.1,45789495.91,0.0019
18,1.03,0.39,0.09,67755.49,3260817.0,69933.92,45789413.87,0.0014
19,1.03,0.39,0.09,67736.32,3260817.0,69952.44,45789372.26,0.001
20,1.03,0.39,0.09,67703.74,3260817.0,69980.45,45789345.15,0.001
21,1.03,0.39,0.09,67656.31,3260817.0,70017.38,45789328.58,0.0015
22,1.03,0.39,0.09,67634.06,3260817.0,69982.63,45789289.94,0.001
23,1.03,0.39,0.09,67598.54,3260817.0,70016.4,45789284.29,0.0011
24,1.03,0.39,0.09,67598.54,3260817.0,70016.4,45789284.29,0.0006
