,0,1,2,3,4,5,6,7
0,22.1,22.1,20.3,20.3,22.1,22.1,22.1,22.1
1,17.0,17.0,15.8,15.8,18.9,20.3,24.5,24.5
2,15.8,15.8,15.8,16.3,17.0,17.0,20.3,20.3
3,14.6,14.8,15.8,18.9,17.8,17.8,18.9,18.9
4,14.8,14.6,15.4,36.3,36.3,36.3,36.3,36.3
5,15.1,14.8,14.8,17.0,17.0,17.0,16.3,16.3
6,15.1,50.9,42.7,42.7,36.3,36.3,31.3,31.3
7,14.3,31.3,27.5,24.5,24.5,22.1,24.5,24.5
8,14.5,15.4,18.9,17.8,17.8,17.0,17.0,17.0
9,14.6,14.6,50.9,50.9,61.6,50.9,50.9,50.9
10,14.6,14.6,17.8,17.0,42.7,50.9,50.9,50.9
11,15.8,15.4,15.4,15.4,17.0,17.8,17.8,17.8
12,22.1,20.3,18.9,18.9,17.8,17.8,17.8,17.8
13,36.3,36.3,31.3,31.3,24.5,24.5,24.5,24.5
14,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
15,42.7,36.3,31.3,31.3,27.5,27.5,24.5,24.5
16,50.9,36.3,36.3,31.3,31.3,27.5,27.5,27.5
17,31.3,31.3,24.5,24.5,24.5,22.1,22.1,22.1
18,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5
19,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5
20,24.5,22.1,22.1,20.3,20.3,20.3,18.9,18.9
21,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8
22,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1
23,24.5,24.5,22.1,20.3,20.3,20.3,20.3,20.3
24,22.1,20.3,18.9,17.8,17.8,17.8,17.8,17.8
25,22.1,20.3,18.9,18.9,17.8,17.8,17.8,17.8
26,27.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3
27,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3
28,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5
29,50.9,36.3,36.3,31.3,31.3,27.5,27.5,27.5
30,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5
31,36.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1
32,61.6,50.9,36.3,36.3,31.3,31.3,31.3,31.3
33,92.8,75.2,61.6,61.6,50.9,50.9,42.7,42.7
34,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3
35,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5
36,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9
37,230.4,230.4,144.6,144.6,115.5,115.5,92.8,92.8
38,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9
39,92.8,75.2,61.6,50.9,50.9,50.9,42.7,42.7
40,50.9,36.3,36.3,31.3,31.3,27.5,27.5,27.5
41,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3
42,50.9,50.9,36.3,36.3,31.3,31.3,31.3,31.3
43,31.3,27.5,24.5,24.5,22.1,24.5,22.1,22.1
44,20.3,18.9,17.8,17.8,17.8,20.3,20.3,20.3
45,18.9,17.8,17.0,17.0,17.0,17.8,17.8,17.8
46,17.8,17.8,17.0,17.8,22.1,42.7,61.6,61.6
47,15.8,15.4,15.4,15.4,15.4,15.8,16.3,16.3
