,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.33,0.0,0.0,0.0,65960516.0,1822409.0,1041160220.5,0.0
1,1.3,0.02,0.02,514373.51,65960516.0,1788093.1,1019629723.12,0.0127
2,1.28,0.03,0.03,863815.11,65960516.0,1761458.67,1008300095.04,0.0105
3,1.26,0.05,0.04,1179007.82,65960516.0,1736958.03,998644955.24,0.0095
4,1.25,0.06,0.05,1360443.05,65960516.0,1716228.96,992503631.08,0.0084
5,1.23,0.07,0.05,1550180.77,65960516.0,1695745.6,986395904.09,0.0079
6,1.2,0.1,0.06,1886103.41,65960516.0,1647250.21,976565899.03,0.0183
7,1.18,0.11,0.07,2058670.11,65960516.0,1622712.47,973080963.79,0.0094
8,1.17,0.11,0.07,2136598.89,65960516.0,1613000.7,971826836.87,0.0046
9,1.17,0.12,0.07,2203545.34,65960516.0,1603347.05,970776944.74,0.0046
10,1.16,0.12,0.07,2228573.43,65960516.0,1600142.09,970679942.02,0.0021
11,1.16,0.13,0.07,2272997.18,65960516.0,1593751.36,970327997.27,0.0034
12,1.16,0.13,0.07,2272997.18,65960516.0,1593751.36,970327997.27,0.0008
