,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,24.5,22.1,22.1,20.3,20.3,18.9,20.3,18.9,18.9,17.8,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
1,17.8,17.8,17.8,17.0,17.8,17.8,27.5,24.5,24.5,24.5,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,24.5,31.3,31.3
2,15.4,15.1,17.8,17.8,17.8,17.8,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5
3,15.4,15.1,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
4,16.3,15.8,16.3,15.8,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
5,14.5,61.6,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,27.5,27.5,24.5,27.5,27.5,24.5,31.3,31.3,31.3
6,14.8,17.8,17.8,17.8,17.8,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,24.5,24.5,22.1,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5
7,15.4,15.8,15.8,17.0,17.8,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5
8,17.8,17.8,17.0,20.3,18.9,18.9,18.9,17.8,18.9,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,27.5,24.5,24.5,27.5,27.5,27.5,24.5,24.5,27.5,27.5
9,16.3,15.8,15.8,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,24.5,24.5
10,17.8,17.0,17.0,20.3,18.9,17.8,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,22.1,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5
11,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,22.1,22.1,22.1,22.1,24.5,24.5,24.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5
12,20.3,18.9,17.8,17.8,22.1,22.1,22.1,20.3,20.3,22.1,22.1,22.1,22.1,27.5,27.5,24.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
13,17.8,17.8,17.8,17.0,27.5,24.5,24.5,22.1,31.3,27.5,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5
14,22.1,22.1,20.3,20.3,20.3,18.9,18.9,17.8,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5
15,61.6,50.9,50.9,50.9,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
16,27.5,24.5,24.5,24.5,22.1,20.3,20.3,20.3,20.3,20.3,20.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5
17,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,24.5,22.1,27.5,27.5,24.5,31.3,27.5,27.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5
