,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,step_size,objective
0,4.93,0.0,0.0,0,37994.0,3900.0,617503.6,,,617508.53
1,3.02,0.39,0.14,0,37994.0,2390.85,532061.22,,,532064.24
2,3.22,0.35,0.14,0,37994.0,2551.63,532460.57,,,532463.7899999999
3,2.88,0.41,0.14,0,37994.0,2281.75,532043.53,,,532046.41
4,3.74,0.24,0.14,0,37994.0,2963.01,533513.07,,,533516.8099999999
5,2.96,0.4,0.14,0,37994.0,2345.51,532049.91,,,532052.87
