,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,1234.176,1204.9571114138341,1188.3369511078754,1168.4791720759497,1151.7671855127412,1153.31819446211,1208.167118175156,1213.4107655470004,1313.611460915054,1304.483096314148,1296.7254564736209,1296.0052011431442,1295.7808043799726,1326.3670475457816,1318.4572574230137,1315.6573996815061,1317.42901568479,1313.9280395640603,1331.7540335614308,1329.6152154383415,1326.4035715780535,1323.2003721992328,1352.5163258270336,1351.4233635012065,1348.15491582943,1347.8279020126138,1347.2779531106012,1346.4431441574907,1345.6068700133333,1345.0645921433197,1344.714520082625,1343.6332525625423,1344.7183913099798,1343.788963473751,1342.903829510277,1358.867413680767,1358.018685267086,1358.026001581819,1357.3788095802372,1356.352606770657,1355.3926751638862,1355.3926751638862
1,1226.5,1197.4103048833454,1180.7636167311057,1205.986060967741,1188.5995354415425,1180.515423989345,1462.9345210517629,1449.8211552913974,1431.0867471337533,1421.1026322050113,1412.5994232475946,1405.555632806861,1398.5449799768019,1392.959952582761,1386.1840581215226,1380.7264750889756,1376.6785712674823,1369.9128234450498,1370.3238506733312,1367.623485829835,1363.5388327498893,1359.4689718271602,1382.1361268553328,1380.7714327284775,1376.6551954191577,1383.9957355983165,1382.6143348627181,1381.2340645278555,1379.8551744633278,1378.4852452888645,1375.7706847575319,1374.4087050727744,1377.7830033677014,1375.0529950479695,1374.4301090529216,1388.3332209438686,1386.9472817229246,1385.5971384412019,1384.2196823027607,1382.837022620458,1382.0593285978373,1382.0593285978373
2,1197.323,1168.9216723649747,1152.7282713321392,1417.8368329343352,1396.7791624057238,1384.260575789424,1371.8778720149658,1359.5807098375278,1342.0129571963816,1332.6524594499397,1324.6788479898782,1318.0749896808659,1311.526899016518,1309.33975886597,1346.1092945272835,1340.7596205505756,1336.77386210587,1330.152753261866,1326.1887076916694,1326.903058921994,1326.1401931198616,1325.110003417341,1329.9721444139236,1329.6633232695096,1338.681468192348,1365.418916465549,1364.0539195490835,1362.6903886295345,1361.328221240905,1359.968918019664,1357.2552816805428,1357.038679398862,1362.3091207194634,1359.5905844261451,1360.786098841719,1364.3869287428772,1363.0232148141345,1361.6666975993203,1360.306723901721,1358.9587191778194,1362.1821354586414,1362.1821354586414
3,1129.982,1103.1966703119895,1095.02810937878,1503.0348692090906,1480.7537302646863,1467.4801296296685,1454.3255146640552,1441.2888635907443,1422.6642469383312,1412.7359887172956,1404.2811006775044,1397.2746421111717,1390.3033504335244,1384.7587488683557,1391.8706282222552,1386.3145228160802,1382.163303236076,1375.2716587989487,1371.1525247041095,1368.440026582226,1364.6274905814419,1360.5487086122148,1359.8635349036026,1358.5301323686992,1383.1156896658576,1378.5283393520924,1377.1502790127404,1375.7734037337275,1374.6434723299938,1373.2694538576638,1370.5254976144024,1369.1594331167878,1368.5203516836712,1365.7863186806555,1364.676871361975,1363.789404490613,1362.4327980861224,1361.0711852880363,1359.7106421027481,1362.0347324606455,1365.3231967281847,1365.3231967281847
4,1054.545,1031.8896142048557,1537.2284056247825,1508.2824483414124,1485.9604723321472,1472.640198024526,1459.4393277730248,1446.3568898345918,1427.667932784608,1417.7042790907194,1409.2193624677725,1402.1874136240492,1395.19054429532,1389.6184312563214,1381.3012665044043,1375.7845074763256,1371.6617684427974,1364.8178660999165,1360.728164930617,1358.0089448909207,1357.4240473439218,1356.5874044028722,1355.3527079984692,1355.114308290471,1386.8853935122158,1377.2089542710412,1375.8323243167702,1374.467946992453,1374.5302270454608,1373.1565178184153,1370.4134390082963,1369.045596569288,1368.0765459727186,1365.3436939903193,1364.271760296329,1362.9368565360326,1362.5581086794966,1361.1965815708172,1359.8357919892464,1358.486361197257,1368.24969483606,1368.24969483606
5,1050.924,1067.2945090670205,1284.7245516687988,1260.5360199868646,1250.9271412927221,1239.7242044918025,1228.618957710421,1218.1566172366608,1454.0091852259964,1443.8616461570523,1435.2201951245183,1428.0587264164092,1420.9339416106318,1415.25944069224,1406.7897043082608,1401.1976445741986,1396.9988981874271,1391.3272832752145,1387.1586008882873,1384.3864324641115,1380.239813551427,1376.1081185616035,1374.736720443042,1373.3738827225989,1369.6956668541964,1360.1378722546017,1358.7781383823472,1359.4101392439647,1362.6841281047207,1361.339957976616,1358.621302068621,1358.5135457665522,1359.9027762207857,1357.1859537591204,1360.0286518053613,1358.686549153556,1373.3229386044025,1371.951111665798,1370.8632295541322,1369.493340324578,1370.0566999842533,1370.0566999842533
6,1028.899,1123.0509297215453,1148.470597589386,1126.8596048203558,1350.6217815429438,1338.5161647207271,1326.5189560940462,1314.6702214587197,1342.3342857047026,1333.0038443691838,1325.0273099156204,1318.419432343548,1311.8696478569207,1309.0082888824418,1307.8545963052252,1327.612316630017,1323.6503373020955,1414.4678937767237,1410.2288429736439,1407.4098574855395,1403.1919176662684,1398.9866190168536,1397.587655397837,1396.190090742439,1392.0043818043932,1382.2933007561735,1380.9112454554174,1379.533623209962,1378.5996185867518,1377.586445968165,1374.8355252246747,1373.46407969945,1372.5544116197505,1369.8594129699227,1373.0547515569526,1371.6981908053958,1374.1169016145905,1372.744627712976,1373.241797085263,1371.8690972881777,1370.5072761908896,1370.5072761908896
7,935.136,1595.0902904981758,1572.9036006282674,1543.2858806667757,1520.2983991401898,1506.6703167765982,1493.1643976863572,1479.779546787638,1460.657426245523,1450.4990540322297,1441.8178001756542,1434.6231997719772,1427.4644406161046,1421.7635093802216,1413.2582814962643,1407.6337042703553,1403.4154861891775,1397.1171380574885,1392.93002754663,1390.1666998465644,1386.0017354894135,1381.8509348521668,1380.4788569173147,1379.1061350603975,1374.9728879914865,1369.1148706966612,1367.7702348259645,1366.4048795911385,1365.4757657115474,1366.2764419458358,1363.5476341483861,1362.1844755142379,1360.8305100387236,1358.9626654081562,1363.691534742748,1362.3440992080052,1360.9963991087973,1359.6374057096887,1364.232363303979,1362.8689169406748,1361.5084950237342,1361.5084950237342
8,1094.97,1092.2937377042997,1083.954229762423,1426.0028393799419,1404.8206427629063,1392.2277575134956,1379.7477559436777,1367.3799219694488,1349.7106491138652,1340.3344437098353,1332.313814026977,1325.6683242340519,1319.0550274396758,1315.7717203966677,1349.3669019383105,1343.9840553323893,1339.989793092805,1333.5757400679095,1329.6394018115004,1330.992006367279,1330.447511206516,1331.0776021616705,1329.9704555595088,1331.2344101039494,1334.9354308804577,1351.0891507033775,1357.6457855526742,1358.0842787671215,1359.0805274883544,1371.703147960866,1368.9627945270925,1367.5965647325654,1366.2328611678327,1368.358472108358,1367.4895376362497,1366.1363790986136,1364.7714647195148,1363.4084512547954,1362.8289258035404,1361.467161877737,1360.106617715859,1360.106617715859
9,1000.048,1258.3629987844956,1243.2439941376585,1226.376393929052,1208.4706079294233,1213.3852421406373,1301.770156776059,1290.3256377759374,1276.2354022593845,1268.6733079898634,1426.575908860352,1419.4574305168107,1412.3744934113931,1406.7336078207663,1398.3207675183473,1392.736348061474,1388.5671260202027,1381.6413158689488,1377.5048961001032,1374.769272803799,1371.8031490875087,1367.6939635665944,1366.355062603028,1365.016635540425,1360.932047509075,1354.6048105458021,1361.8757657352562,1360.516641969521,1359.8993693275515,1361.8160949582239,1359.0946721604023,1359.960795488242,1359.0374086927538,1373.8925625827771,1372.5243680201943,1371.1672736521741,1369.797605378522,1368.4288957731433,1367.8184418773703,1366.451616435493,1365.0861198190573,1365.0861198190573
