,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.2,14.1,14.1,14.1,14.0,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.1,14.0,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.2,14.2,14.1,14.1,14.1
2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.5,14.5,14.4,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
3,14.0,14.0,14.0,14.0,14.0,14.2,14.1,14.0,14.0,14.0,14.0,14.2,14.2,14.1,14.1,14.1,14.1,14.2,14.1,14.1,14.1,14.1,14.2,14.1,14.2,14.2,14.2,14.2
4,14.0,14.0,14.0,14.0,14.6,14.5,14.3,14.3,14.2,14.1,14.1,14.1,14.1,14.0,14.1,14.1,14.1,14.1,14.2,14.2,14.2,14.2,14.2,14.1,14.2,14.2,14.2,14.2
5,14.0,14.0,14.0,14.2,14.0,14.2,14.0,14.2,14.0,14.1,14.1,14.0,14.2,14.2,14.2,14.2,14.2,14.1,14.2,14.2,14.1,14.2,14.2,14.2,14.2,14.1,14.2,14.2
6,14.0,14.0,14.2,14.0,14.2,14.0,14.2,14.0,14.0,14.1,14.1,14.0,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
7,14.0,14.0,15.4,14.8,14.5,14.3,14.2,14.1,14.0,14.3,14.2,14.2,14.2,14.2,14.1,14.1,14.1,14.1,14.1,14.1,14.2,14.1,14.2,14.2,14.1,14.2,14.2,14.2
8,14.0,14.2,14.0,14.6,14.4,14.2,14.1,14.0,14.0,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
9,14.0,14.0,14.0,15.4,14.6,14.5,14.4,14.3,14.2,14.2,14.1,14.1,14.1,14.0,14.3,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
10,14.0,17.0,15.1,14.6,14.3,14.2,14.1,14.0,14.0,14.0,14.0,14.2,14.2,14.1,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.1
11,14.0,31.3,20.3,17.0,15.8,14.8,14.8,14.6,14.5,14.4,14.4,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
12,17.8,14.8,14.5,14.2,14.0,14.5,14.3,14.2,14.2,14.1,14.0,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
13,17.0,14.6,14.3,14.1,14.0,14.1,14.0,14.3,14.2,14.1,14.1,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
14,31.3,17.8,15.4,14.8,14.5,14.3,14.2,14.1,14.0,14.2,14.2,14.2,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.2,14.1,14.2,14.1,14.2,14.2,14.2,14.2,14.2
15,14.8,14.2,14.0,14.2,14.0,14.3,14.3,14.2,14.1,14.0,14.0,14.3,14.3,14.2,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
16,14.3,14.0,14.4,14.2,14.0,14.6,14.5,14.3,14.3,14.2,14.2,14.1,14.1,14.1,14.0,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
17,92.8,27.5,18.9,16.3,15.4,14.8,14.6,14.5,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.1,14.1,14.1,14.1,14.2,14.2,14.1,14.2,14.2,14.2,14.1,14.1
18,230.4,50.9,24.5,18.9,17.0,15.4,15.1,14.8,14.6,14.6,14.5,14.5,14.4,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
19,15.4,14.4,14.1,14.0,14.4,14.2,14.2,14.0,14.2,14.1,14.1,14.0,14.1,14.1,14.0,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.2,14.2
20,14.0,14.8,14.4,14.2,14.0,14.3,14.2,14.1,14.1,14.0,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
21,14.6,14.2,14.0,14.6,14.3,14.2,14.1,14.0,14.1,14.0,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.2,14.2
22,22.1,15.8,14.6,14.4,14.2,14.0,14.5,14.4,14.3,14.3,14.2,14.2,14.2,14.2,14.1,14.1,14.1,14.2,14.1,14.2,14.2,14.1,14.2,14.1,14.2,14.2,14.1,14.1
23,75.2,24.5,17.8,15.8,14.8,14.6,14.5,14.4,14.3,14.2,14.2,14.2,14.1,14.1,14.1,14.1,14.1,14.1,14.2,14.2,14.1,14.2,14.2,14.2,14.1,14.2,14.2,14.2
24,15.8,14.5,14.2,14.0,14.3,14.1,14.0,14.3,14.2,14.2,14.1,14.1,14.0,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.2,14.2,14.2,14.2,14.2
25,14.5,14.0,18.9,16.3,15.4,14.8,14.6,14.5,14.4,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
