,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,50,1,3,10,0,0,minizinc_fw,0,2.3,1.21,73598.0,38519.31,1534078.0,0.48,0.06,0.005195238095238095,17.808095238095238
1,50,1,3,10,0,0,ogsa_fw,0,2.3,1.2,73598.0,38388.75,1534078.0,0.48,0.06,0.005489999999999999,0.08980500000000001
