,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.25,0.0,0.0,0.0,163627841.0,4274377.0,2633086324.0,0.0
1,1.24,0.01,0.01,128782.73,163627841.0,4227593.24,2598281362.85,0.0207
2,1.23,0.02,0.02,274325.24,163627841.0,4181321.54,2568584149.52,0.0212
3,1.21,0.03,0.04,416584.76,163627841.0,4127289.31,2540677160.08,0.0257
4,1.2,0.05,0.04,485657.92,163627841.0,4073951.21,2524319641.37,0.0212
5,1.19,0.05,0.04,530701.0,163627841.0,4053622.16,2517727249.75,0.0194
6,1.18,0.06,0.05,601726.62,163627841.0,4013267.86,2507487015.91,0.0199
7,1.17,0.07,0.05,640948.71,163627841.0,3993241.62,2503461422.94,0.0166
8,1.17,0.07,0.05,656563.16,163627841.0,3985259.13,2502574221.9,0.0137
9,1.16,0.07,0.05,691513.9,163627841.0,3969341.98,2499291066.98,0.0161
10,1.16,0.07,0.05,691513.9,163627841.0,3969341.98,2499291066.98,0.0123
