,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.0,-0.11485800000000009,-1.0280849111428578,-1.7889765270290487,-2.276589205128031,-2.768002944333168,-3.568854444505288,-4.191176711169521,-4.844392730658035,-5.278722223883039,-5.909475501584419,-6.248357854206723,-6.690461748821552,-6.940724416652048,-7.308711524190439,-7.604753934846441,-7.881304918726363,-8.075592773595881,-8.143268453121705,-8.210293171701078,-8.306604296114218,-8.42541612939601,-8.51943745066858,-8.727093530871207,-8.862910588256506,-9.059346852681852,-9.199174515437843,-9.292425576457196,-9.35000219281034,-9.493812369056073,-9.560425176641411,-9.725108039114698,-9.946938987876349,-10.103625953152626,-10.217155812030713,-10.26878467275,-10.462106849299653,-10.472675958203215,-10.494818324513593,-10.591153888984897,-10.616540956518215,-10.66922204597169,-10.690698497924783,-10.728224643433908,-10.748576814370276,-10.776987945635758,-10.798519720025553,-10.815546542322329,-10.818847977235661,-10.825048137595788,-10.838019059759224,-10.845567870626834,-10.86214609985555,-10.866879419356271,-10.871391088926156,-10.880932055659379,-10.890210612047749,-10.900309330838123,-10.903428041734498,-10.907600843335791,-10.916050204864211,-10.92535419424962,-10.926254233388702,-10.926254233388702
1,0.0,-0.11502000000000008,-1.7215360202240906,-3.051987268028854,-3.875934737069261,-4.496262152046885,-5.019403562152143,-5.445532118078756,-5.816165470645896,-6.0979821092071615,-6.480224860755061,-6.702798231320585,-6.838729706387743,-7.164779646958928,-7.43312632807909,-7.631738924226209,-7.816918557181159,-7.952793423701349,-8.084385853613187,-8.173927946534397,-8.290005445000537,-8.374779200495695,-8.499198901195149,-8.627388990936717,-8.701189145214432,-8.846549394056176,-8.917891518691551,-8.952025777018209,-9.044894842743888,-9.132560336590684,-9.229188323666083,-9.33719211263995,-9.431998994406227,-9.500645339571497,-9.571908510373051,-9.659434343739036,-9.759167923673672,-9.825448019713628,-9.87161319831329,-9.92082086788473,-9.954113739723569,-10.006724016082586,-10.068192067372475,-10.131439994990876,-10.16349377611782,-10.291120498123965,-10.365087901011869,-10.43970265623695,-10.47723530373166,-10.521339222448415,-10.567412995538632,-10.650736467048448,-10.717397870582715,-10.760465359424796,-10.807411391947763,-10.827480814438587,-10.860979571477506,-10.895233922482227,-10.921502252707116,-10.942742535362125,-10.978225630122443,-10.99761085989874,-11.005563680536426,-11.005563680536426
2,0.0,-5.2923735989011025,-5.887630536372938,-6.353181532356331,-6.657435910822321,-6.8588813238416,-6.806995477862251,-6.87020400795411,-6.81294033905047,-6.8213141500767565,-6.81511954441132,-6.8135150305011365,-6.782922731222269,-6.82302076542117,-6.811444607334766,-6.810689818935454,-6.815678179522673,-6.830368772840716,-6.846788046468045,-6.856825975355953,-6.892011328420953,-6.905991562765616,-6.933610032153368,-6.938905664615402,-6.947816635461616,-6.981452391515959,-6.993464096189438,-6.999991163369797,-6.993191987616442,-7.011176578997129,-7.0183308184269135,-7.033858663547351,-7.014236752689551,-6.998837037445486,-7.016170640418834,-7.024592385020436,-7.017269708806425,-7.095015689882336,-7.142919664287277,-7.242132506634745,-7.317715281271706,-7.429952010682626,-7.5105133960068295,-7.629229562244577,-7.693997113520415,-7.806298578353603,-7.892197479254348,-7.960351656523202,-8.00120816100822,-8.060340326880391,-8.120622207686448,-8.213017050842902,-8.293930823763345,-8.345513863913304,-8.398468348216188,-8.431702321795965,-8.479972162778115,-8.514047687189969,-8.544555005276752,-8.572885079674053,-8.61550315318349,-8.643974434257883,-8.654892879968553,-8.654892879968553
3,0.0,-0.0008100000000000006,-1.2786082036931148,-2.338904523880218,-2.9286243821245366,-3.3563753009590984,-3.623292694545436,-3.8477221931128254,-4.040548992903393,-4.0635070603397185,-4.131271580802187,-4.229958809873059,-4.31003050343366,-4.454857739258227,-4.566752703754193,-4.6527831670865085,-4.747566823280297,-4.820750993737976,-4.896850296480062,-4.956028958034469,-5.042947965103563,-5.095547421346497,-5.183859605611689,-5.2358654970310985,-5.288708424162886,-5.383858011109871,-5.434046631489441,-5.464630371720734,-5.657799788191177,-5.846728026962399,-6.0782198154508915,-6.2895769713736085,-6.523519685743363,-6.690495127304049,-6.841703799847661,-7.028068524389766,-7.245938170152158,-7.42264443002413,-7.549732955550938,-7.7399459295595054,-7.88696458824364,-8.10919611298582,-8.276759017907255,-8.527412042379245,-8.65322538104315,-9.521285530278652,-10.0941939156899,-10.544432666536858,-10.780148540215071,-11.070981957908117,-11.42849209346042,-11.994402526737144,-12.437927553258124,-12.736333759660225,-13.002621771512546,-13.161990678353346,-13.447230555962449,-13.706839123926228,-13.885914968330262,-14.05376380630401,-14.27900125592137,-14.429573881106665,-14.48590579069651,-14.48590579069651
4,0.0,-3.3157047803196824,-3.6847169738392695,-4.010700088704365,-4.133861644665073,-4.178724270968481,-4.051766099338084,-3.986183420276842,-3.86788184546797,-3.756071039400008,-3.5812477834923695,-3.487856230403068,-3.3930546789272396,-3.3269896094163824,-3.13971600012348,-3.032093596420613,-2.972454555983613,-2.921330347252631,-3.0286177012116364,-3.0947614465191564,-3.2315631237405804,-3.3177917435344146,-3.4305070847256554,-3.559090030598823,-3.640279963861939,-3.7383225391899706,-3.819768332952687,-3.879903455847577,-4.155960310337054,-4.422908507069732,-4.760575421338146,-5.067095955571891,-5.400737603331876,-5.628952419240926,-5.833796815428414,-6.114595179484868,-6.469012197099162,-7.52887524831805,-8.281492471430068,-9.101203567771885,-9.918298776564777,-11.042863116437136,-11.886602359668117,-13.21765681925072,-13.808956198429275,-13.455231103007891,-13.315557704624947,-13.141229394707574,-13.052812738126045,-12.952980710763244,-12.816588741570465,-12.59768348046621,-12.4111431188939,-12.317924607829985,-12.214623457211275,-12.148566630274614,-12.036151690303985,-11.932164683538174,-11.882155842468487,-11.827490646032622,-11.751520333058064,-11.691022706205828,-11.66983021928969,-11.66983021928969
5,0.0,-2.750430436363638,-2.5228881644740673,-2.4021058352780615,-2.303544570058707,-2.148038222916817,-1.859329049993893,-1.5953867768830259,-1.3803508025803908,-1.1656170683162035,-0.8506291539019492,-0.6355145409795037,-0.4152621029797016,-0.23966358877250582,-0.2627829827581339,-0.3212431055247161,-0.3295914384712243,-0.35473046348392406,-0.6533715763397773,-0.8359694373640144,-1.0945255722612206,-1.2592234467586763,-1.4928711166997668,-1.7992671286103774,-1.9662819464566743,-2.227482538033432,-2.384559634498919,-2.484690181526894,-3.7289892183026,-4.904417179836056,-6.42803607613239,-7.526047319468552,-9.346839772219125,-10.593978570470922,-11.527037040230995,-12.732151264266278,-14.521815409094552,-14.112180498642239,-13.827253616207642,-13.592278514709706,-13.323145335254866,-12.896008065644171,-12.680233412424858,-12.221620539473795,-12.002385139410313,-11.631107476062157,-11.475599599662957,-11.27414932495565,-11.178824334429333,-11.075691240681653,-10.930566001036638,-10.687092367337723,-10.480682664789857,-10.385804080455335,-10.27776777489774,-10.207184748341353,-10.087919536745908,-9.963352864282687,-9.910486452177258,-9.844926019551366,-9.763336077806612,-9.690958863720128,-9.668137040646476,-9.668137040646476
6,0.0,0.1163117279220782,0.31451002042988047,0.4165301705757175,0.5029535437259491,0.6685095332923908,1.0237108627673988,1.3520279916095297,1.5887962125778832,1.8700229678472018,2.255858361650571,2.44791871807694,2.5364875961916593,2.461061000618222,1.7798412460039181,1.2430140444721238,0.8449117489076016,0.5419546416773624,-1.167558181200561,-2.4727243139170434,-4.113585828726667,-5.127998781514663,-6.777168061535407,-8.580456142327623,-9.716053525361406,-11.274569366627194,-12.49429910852813,-13.06248683848627,-12.569060742257403,-12.170035128431408,-11.702095827812977,-11.117492610185382,-10.524966115126825,-10.138285371065649,-9.865120234975453,-9.226678272631018,-8.701502641991533,-8.511314697251331,-8.161975838632033,-7.979996181575711,-7.656713107785345,-7.0730289360416325,-6.911334011507153,-6.372053143840192,-6.266194300514024,-6.0037043345514425,-5.785791352657148,-5.606578269851813,-5.5241369845985435,-5.440736494266685,-5.313675483100159,-5.105649921247275,-5.03662735967164,-4.954946968529377,-4.863115448531412,-4.799870212287456,-4.694920020891942,-4.602699591622025,-4.560517463594717,-4.505947437934572,-4.438757743849618,-4.380941856870271,-4.360557787645574,-4.360557787645574
7,0.0,0.2807525279220781,0.42823738749654683,0.5067486638226697,0.575931983412197,0.9158488211006794,1.1659387338064144,1.364161596291833,1.7125400061348788,1.8623081387543348,2.0113727956483567,2.0934977067463167,1.5108919868806228,0.9012522192661989,-2.8581579432785644,-5.8514245743390605,-8.357983044126945,-10.111875743279493,-9.719306937830579,-9.400499023851676,-9.08374541809984,-8.815206579081563,-8.473387199592112,-8.142395977524215,-7.8800806794343305,-7.548386750695555,-7.274658247843973,-7.15535982641756,-7.047405813941151,-6.7209451805555185,-6.337087850485191,-6.079126529416565,-5.607928820296459,-5.466404026855694,-5.2484232103536685,-4.991818536782251,-4.568687539803138,-4.642102746971885,-4.534286043097723,-4.393768487623326,-4.131097918466436,-3.950872803510577,-3.692330429235078,-3.243157129631287,-3.158311450432999,-3.050911724769535,-2.9106934366498276,-2.7682304705058844,-2.6938839097833323,-2.619774684825549,-2.57413444451567,-2.397552070826408,-2.386468837508686,-2.313014238977238,-2.2299957159603663,-2.1780658389141245,-2.1417141808797293,-2.066239780809873,-2.025691532215002,-1.9803439843489967,-1.9232273707450516,-1.8733990748850173,-1.868314107265835,-1.868314107265835
8,0.0,-1.420471186363637,-1.6317496850748827,-1.650153336945268,-1.6466451655969145,-1.5262007976069858,-1.5269030625589344,-1.4846900520284256,-1.503782055700931,-2.1231623133084847,-3.1225843878000252,-3.6840087664746015,-7.145922293325785,-11.3564006288093,-9.817178129171419,-9.371200194220805,-9.000031477078307,-8.414697872053923,-7.954363989194054,-7.629040609829396,-7.29221013552996,-7.00152674847395,-6.639020419099377,-6.286209308512736,-6.016774668233456,-5.664739081940921,-5.375819460787325,-5.2489123650419796,-4.962351941691728,-4.805777694071609,-4.611564842947773,-4.376041079673951,-3.81640169759575,-3.634595741837732,-3.5542188475351075,-3.3439256481316058,-3.052901308975294,-2.998511015095145,-2.912403820271628,-2.8741857129968644,-3.1508427163577104,-2.9928919398377007,-2.9235253167899486,-2.7786171444321317,-2.629020774924024,-2.5989370453372467,-2.5186005127987245,-2.563967178934479,-2.5539112895412677,-2.5133955387958062,-2.5149650733621054,-2.5342178656066014,-2.4643906990393845,-2.423226282866949,-2.3840750329639624,-2.38225141796671,-2.4355737492251266,-2.4054635632183055,-2.378691018276209,-2.348122710047258,-2.313823814873853,-2.313739203365643,-2.316820187284647,-2.316820187284647
9,0.0,-0.8860254720779229,-1.1289619752047528,-0.9381841697156862,-0.6757415690132571,-0.3482304550337052,-0.7999030142464922,-1.0643497410982168,-1.6444169826747674,-5.374318072878053,-10.782555906395729,-13.796101429053122,-12.298659835745319,-11.653109880166896,-10.967467793263484,-10.096594173175772,-9.6728906065594,-9.130872937204355,-8.679226903171779,-8.351713976344765,-8.018651081448052,-7.765494978610383,-7.404156148418775,-7.055118337516426,-6.7964723801878195,-6.443474506322864,-6.169485991484699,-6.050770230160441,-5.8146806888334135,-5.614451311129157,-5.370177199742766,-5.152655943070095,-4.660261804270387,-4.386384681244355,-4.244823251208939,-4.013377443609648,-3.582922661361863,-3.4777688494622803,-3.4066208809607246,-3.2376479417328654,-3.128821477477138,-2.9579760920200946,-2.8497998254008765,-2.709503437379452,-2.5464266067146952,-2.6776214269224323,-2.5946880505680583,-2.60943945809478,-2.788733902261824,-2.757475936766252,-2.7200085036059476,-2.818751632789835,-2.747792196085152,-2.7133732356035027,-2.687792427407422,-2.8258613272345117,-2.78528070213222,-2.7539709965904855,-2.709984179348272,-2.701951691636105,-2.644332147203011,-2.784551303092483,-2.7775108603278973,-2.7775108603278973
