,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,19.559,16.390442,15.03601198885714,13.88198713647095,13.167480565888969,12.647398407903998,12.194133241472258,11.841651467368923,11.499058492560332,11.262026560192343,11.011612838423494,10.865592012280969,10.66203467180502,10.607719139990715,10.413351507969828,10.25134333241334,10.091114916851923,9.978485504941997,9.97029841640249,9.96480976164978,9.946508784436324,9.878767594187924,9.86463778216726,9.743605122075081,9.664324283548535,9.547523321687088,9.466227606315563,9.422125328322181,9.421465448397349,9.337455789892292,9.321719887286935,9.257793558726867,9.12058897161702,9.022407031029354,8.95623871037272,8.961315142772573,8.84668657065038,8.866920353867517,8.879641428124362,8.827189427116128,8.835799583105699,8.835081704478615,8.852666303769666,8.871487227028346,8.877318649257818,8.889270981501543,8.896166617840374,8.90165430484067,8.909520066538688,8.917223065959687,8.92085251657492,8.940804989943969,8.946007777830683,8.95477868894153,8.963703728830156,8.969084477643666,8.973100838588781,8.976230562545224,8.981009231968699,8.984710118546298,8.986727513170349,8.992142190630837,8.993833655106874,8.993833655106874
1,20.108,16.850503999999997,15.517383391775908,14.430803993951146,13.759118631715896,13.289365601667802,12.909420431630524,12.594458915952604,12.333213930990178,12.133273151576558,11.86496065803261,11.70854609294103,11.643810943821762,11.402328458542616,11.2089129937299,11.06814729657213,10.93317050809722,10.83253803840202,10.735553642172322,10.672444396310114,10.589876195672774,10.527039860489536,10.436937597631363,10.345956641414439,10.296441648283809,10.1852887835721,10.1390890862723,10.11816298310593,10.049861085978389,9.988007497272038,9.921540721353248,9.84001053861405,9.781942793217679,9.738695437662802,9.687993495979967,9.625085328505978,9.559515276437462,9.51268561559595,9.481588967007884,9.451348467121946,9.432749732598035,9.402598777209551,9.358013529606861,9.319119695645853,9.298382877303181,9.292333882149142,9.303991935458507,9.297192541541662,9.293296313255839,9.291069736454146,9.294997509610514,9.294509933049207,9.293454558314156,9.291062807327593,9.284589133970863,9.288681709902285,9.295332140241662,9.301026230678346,9.298607119993974,9.301144509220862,9.297269866282214,9.3014961500167,9.301390222369099,9.301390222369099
2,17.087,15.082092401098901,14.200825921627064,13.480151126713672,13.016609454021621,12.68839881812499,12.619730937147978,12.462933350455708,12.428105387664546,12.350802113383379,12.261081370929649,12.206988259210286,12.177641956508099,12.066348464175444,12.014841699225967,11.96689647104158,11.919643453204934,11.875283070497794,11.829728063690371,11.797436909260245,11.734040824272153,11.701591964095172,11.645082407697066,11.608461233998172,11.579105126571369,11.516670935276364,11.483492380701,11.465845661705519,11.451962285082743,11.41224722533887,11.379700933626703,11.341885548721352,11.330577598484703,11.324594469758807,11.2899508256846,11.26080401615924,11.239365178744938,11.29837630924331,11.356420022847987,11.390566424880625,11.418298961996994,11.463974990450506,11.502117554111571,11.554636399821575,11.569439054887141,11.683399483696249,11.757353602175005,11.815403016254717,11.837143493078587,11.855944568935984,11.888714978755027,11.95047676373416,11.9916550402971,12.01576907082684,12.038133171850255,12.049864393710278,12.081311719150598,12.121554775329104,12.135415649854762,12.151320663492067,12.167505767009965,12.182960459174993,12.18664007857089,12.18664007857089
3,20.155,16.88989,15.896085896306886,15.089115577619783,14.657560553488466,14.355681572808866,14.208468392407898,14.076968450362376,13.975584334189325,14.021070000286032,14.048544935034778,14.005162843520472,13.98460737870467,13.910473903358847,13.861217331371282,13.823543707055455,13.770726879008118,13.727003421909249,13.679834539685512,13.642752290424784,13.583845220883424,13.549584246408648,13.489959560456107,13.469058466549273,13.43651660392736,13.369962516418571,13.340791588126073,13.321249142137859,13.339686532959536,13.374686513049905,13.404854848301179,13.421466423094676,13.506290667257684,13.559689449695979,13.586880193074368,13.612410540652588,13.691001397329181,13.79194398351247,13.878798985436761,13.959352564254365,14.020945622138276,14.117567623819605,14.191053790319701,14.286128322491399,14.321914120543656,14.649872018285942,14.88434205738905,15.10031501875746,15.20044015433807,15.309478793172259,15.447415893113474,15.69679637997101,15.897781762196367,15.993472009216992,16.128309968520284,16.210363266459385,16.32378661912622,16.456597965286996,16.511796809615323,16.57751983630774,16.662777252119934,16.748194291410517,16.769639613648152,16.769639613648152
4,14.393,13.283735219680318,12.72276274616073,12.225548855095637,11.995478860394527,11.865535549343198,11.911581989778321,11.91435074527491,11.970843419296159,12.03639101689167,12.146839018209892,12.20284814085153,12.257420856818468,12.275701855970986,12.420636263975332,12.49557280428343,12.52684518470283,12.558055998101455,12.662297689926078,12.757715129142628,12.825726873559294,12.87358277379786,12.970620316777305,13.069464695472575,13.136708996044462,13.247746641518303,13.319974810044961,13.340569742006089,13.467810789548809,13.624594255217959,13.782057788466078,13.910131489665662,14.162804383219976,14.351828353539545,14.47495102653313,14.598722949163331,14.788954296461482,15.213371714332744,15.608997774631566,16.15299181484489,16.481258456843214,17.097127644002917,17.463142520886215,17.98417490857308,18.28006104384411,18.303441897873668,18.1701685662478,18.16055506599819,18.157736584736895,18.137980865485385,18.13878506522067,18.133066588257012,18.14170494927954,18.124624220002584,18.11817762648213,18.11871505016771,18.122258581736133,18.117918537141744,18.103256128549393,18.093444089072204,18.08370266310634,18.080173620970086,18.080087911559048,18.080087911559048
5,8.18,7.9340895636363635,7.943738595525934,7.87015765012194,7.847367633188094,7.906299282370891,8.103165917534717,8.29580839194444,8.440685364325148,8.602905941248359,8.844821797222643,9.017503783513598,9.192092653454115,9.313451686916826,9.719603258282072,9.992540320766365,10.27179740216258,10.44855737801847,10.655459084015575,10.859711593746365,11.09063520028917,11.24638339652111,11.514020196557706,11.751148467068688,11.938873830882883,12.178390123759334,12.388559937366956,12.481356433764054,13.019671697758985,13.679977161568546,14.329912772785525,15.14141039901776,15.951366961023515,16.540377648306595,17.042986191483635,17.544875572509206,18.17213078359832,18.293758447352936,18.364725001381586,18.176732402233274,18.22461146160174,18.31357186566587,18.149361979778153,18.24365754027736,18.29420343762308,18.311748860892767,18.178378173922418,18.182836626441045,18.180453673161775,18.1559403768715,18.155855826811194,18.158765242231635,18.174648083902948,18.151400014494005,18.141900299576854,18.142314321909815,18.144982038154005,18.15353420274273,18.137139953647083,18.133647507055503,18.123443154693827,18.12725003108281,18.12728364526166,18.12728364526166
6,6.649,6.911111727922078,7.096625420429881,7.187330761575717,7.266689700447949,7.426623618335013,7.776478357642933,8.100644786690042,8.333328719060095,8.611498434121982,8.993079956476711,9.18267010824795,9.638658693267367,9.999655596005054,10.653805030552212,11.142786843053067,11.576490227524022,11.859620707678687,12.59822189561274,13.220298841820872,13.916430910207966,14.436769756552756,15.180863874308733,15.972503122863788,16.540328310117324,17.363204832141964,17.929798477259492,18.282425966615055,18.424433370767403,18.343835078785,18.251333845466316,18.604151758648165,18.486166788854717,18.403747273548205,18.291561952613808,18.560463317769223,18.4215555502391,18.242058680288075,18.37703643175444,18.192915917025353,18.249075957731108,18.40878371536104,18.243336075427283,18.319669211442488,18.20615555357111,18.1949966215765,18.234412593909518,18.250656045142318,18.25226439313561,18.235027876578798,18.246128301520255,18.255045825526935,18.285574821128375,18.268889201366637,18.26284654051512,18.267660890791937,18.275518426672054,18.27113166370415,18.255639297965477,18.25270785334094,18.243458926260793,18.24417516322981,18.246283115434405,18.246283115434405
7,8.057,8.337752527922078,8.485237387496547,8.563748663822668,8.632931983412195,8.972848821100678,9.394438733806414,9.725801596291832,10.06168976613488,10.588605106434336,11.262470102815078,11.64934428931237,12.27896732538713,13.100860694909459,14.880529235717185,16.163207363644812,17.313608095407332,18.130500755743167,18.581238784209674,18.600887058080012,18.538391714357076,18.55864890778587,18.512073033024837,18.421941590207776,18.399604162349412,18.344344394252513,18.323161929929874,18.293133789934096,18.59159539816523,18.50997601215716,18.41699183956595,18.319277805903706,18.20812981097612,18.63411460768525,18.516564163303705,18.369708051522945,18.235378410382733,18.535692279911384,18.38890523848983,18.210374116022003,18.320286116538792,18.119381702899563,18.29018376859173,18.471770298436812,18.362387630782486,18.172977569308934,18.198426964487854,18.194872967422697,18.198955114393534,18.180085144230432,18.208308225565975,18.20703617255442,18.258458699925097,18.240173660769376,18.23121124428751,18.23194850045301,18.25223508679057,18.237224740522073,18.223333595552948,18.21440506803565,18.199370685430054,18.19902218712156,18.201931733478737,18.201931733478737
8,11.45,11.406528813636363,11.379951314925117,11.228803078054732,11.149431777333087,11.203918375119445,11.782390270703901,12.274231547903897,12.697573758634167,13.436710114967891,14.326375908775638,14.864736641796945,16.50161800728935,18.24948114038246,19.395237778098632,19.046788067645686,18.746007078241522,18.85963198927015,18.903943934626184,18.91151900305736,18.84553540432484,18.87250984490259,18.82248747900301,18.7280089237295,18.69571250875739,18.636738351510107,18.61306581116194,18.581357824731686,18.526394195235333,18.44254050466462,18.35581331001247,18.259745644685967,18.535614145379533,18.501689831806967,18.39062672807857,18.245911552696636,18.462587799033074,18.330029245401107,18.185504497359165,18.284889888187095,18.496555053213225,18.292654067650528,18.446344592600934,18.192103236680325,18.240146122758418,18.340661515777644,18.215222062705017,18.21672081596523,18.250385953378842,18.247490217909704,18.287687368803173,18.326408052137023,18.232246211362295,18.23053744298272,18.214479874256458,18.23455682453205,18.29501045206114,18.28207771706153,18.272323638162785,18.268574902422422,18.254455007145946,18.272883782188096,18.277838175283538,18.277838175283538
9,7.569,8.64641452792208,8.812948744795248,9.099529139084316,9.218786367876344,9.505846612948305,11.103546277404403,12.330081578886643,13.278640653190713,15.012993718639738,17.37377354271225,18.775062795479833,19.69496929782711,19.219039346329783,18.91029121030581,19.103655578293584,18.801877901123223,18.92100773733998,18.961157919230757,18.976339458544135,18.913455391612846,18.907398216773785,18.863241076253097,18.772614545437335,18.74430624240459,18.693108543817697,18.67001331290375,18.632661079792904,18.57636415147063,18.47163281173002,18.359560324782088,18.264303043537836,18.573242166658954,18.54039672217919,18.435617212566676,18.290522532281777,18.52821171510817,18.39648364573717,18.256945836791534,18.379682841970858,18.279241667605845,18.445240979596477,18.30872842428468,18.05444177556208,18.16180009931036,18.373084105218272,18.247320426251243,18.287920950909964,18.4022490651069,18.32845711576563,18.255032950610744,18.41524940688469,18.31946483527198,18.249452510596843,18.28519919006192,18.374320315382427,18.321805032271634,18.24848430914135,18.250556760466367,18.26174062535909,18.2652294005242,18.352390559991544,18.340898060893046,18.340898060893046
