,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.24,0.0,0.0,0.0,163334850.0,4207895.0,2696895282.4,0.0,2696895282.4
1,1.22,0.01,0.02,189429.71,163334850.0,4153519.38,2647490367.69,0.0277,2647679797.4
2,1.21,0.02,0.03,341526.51,163334850.0,4103950.37,2611282578.98,0.0245,2611624105.4900002
3,1.2,0.03,0.04,436046.98,163334850.0,4067162.21,2586249240.68,0.0205,2586685287.66
4,1.18,0.04,0.05,538060.04,163334850.0,4030703.83,2565289775.39,0.022,2565827835.43
5,1.17,0.05,0.06,641986.28,163334850.0,3978613.94,2546969502.35,0.0241,2547611488.63
6,1.16,0.06,0.06,706733.4,163334850.0,3946896.21,2537359754.64,0.0204,2538066488.04
7,1.15,0.07,0.06,769974.81,163334850.0,3915431.33,2527227539.23,0.0209,2527997514.04
8,1.14,0.07,0.06,822382.22,163334850.0,3895893.29,2524082202.52,0.0179,2524904584.74
9,1.14,0.08,0.07,865595.71,163334850.0,3876448.86,2519671142.11,0.0169,2520536737.82
10,1.13,0.09,0.07,914715.21,163334850.0,3849395.0,2516052727.91,0.0221,2516967443.12
11,1.13,0.09,0.07,938018.49,163334850.0,3834020.5,2513552930.24,0.0165,2514490948.7299995
12,1.12,0.09,0.07,959654.23,163334850.0,3818707.41,2511500661.54,0.0187,2512460315.77
13,1.12,0.1,0.07,991577.27,163334850.0,3803455.48,2510307786.55,0.0161,2511299363.82
14,1.12,0.1,0.07,991577.27,163334850.0,3803455.48,2510307786.55,0.0147,2511299363.82
