,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0,37.698,71.78895705123296,72.88443102369433,73.23222324568809,77.58173966998338,75.62349406435933,74.89397100375767,75.41025530515553,76.2599708635183,75.48545270308912,75.6434437875714,74.79014059102244,75.28310105463653,75.81306741452637,75.35233834010253,76.11706661801732,75.67451285993009,74.90794649387098,75.54233096385593,75.10915370189683,75.63673385487805,74.96378177361719,75.52938685769803,74.99409273871618,75.52205059138755,75.14812512468953,75.39690383290753,75.51538676041477,74.99652089267539,75.49838767551432,75.7535185884183,75.45079634501374,75.73357528572512,75.23206571282337,75.55741092068455,75.11127394497636,75.31116333444724,75.50991706713927,75.1804001909085,75.2784428033133,75.4593661499767,75.47876683473588,75.69023044175408,75.50847307525129,75.26772577782411,75.42838027552773,75.80584216194187,75.33931382904406,75.51020956287029,75.13277511894974,75.51253560905867,75.17864043141469,75.31845196068181,75.49441051579997,75.54100541834678,75.47397006150143,75.50615860726184,75.27992695150272,75.36765589255882,75.49354435863964,75.53106148032681,75.38704268898663,75.42332269836005,75.45768356792301,75.50411563753413,75.47250602199084,75.51281645313618,75.44302052363544,75.44302052363544
1,78.313,70.57174772313779,75.36943892118948,74.13733810982738,74.82874176213723,75.6433504699117,75.65794223008724,75.05625255064908,76.81742220760812,76.43564377710283,75.84166552918003,75.48274943237726,76.41782760925538,75.81065038340172,75.7485115595084,75.20919724781933,76.18301318108203,75.94475004220375,75.50638251268239,75.27062812131355,76.41902200750172,76.21812263495437,76.02302896060071,75.84119409789798,75.43905723343859,75.9514319636494,75.62563081661537,75.25183438283487,75.85296103157113,75.71058260473218,75.48978115775262,75.67053106444835,75.47242589406757,75.93450693270213,75.61109646818332,75.47246597427525,75.9915415679223,75.76482830495333,75.63140170931985,75.40534184820307,75.83665022659454,75.69182836815183,75.49944645091203,75.81434926111028,75.66585611873815,75.52106074055729,75.40518666635766,75.79155924498352,75.61988577701227,75.5147017636156,75.39700765469078,75.81699239575039,75.57870388462877,75.39009672319554,75.6260065600626,75.60059870341632,75.56397524292096,75.49645985904169,75.74983847435453,75.6230464616112,75.53617173611225,75.49123713883054,75.61135181345006,75.54605337827695,75.51465424033037,75.51400872806221,75.4801675883469,75.58504253139658,75.58504253139658
2,41.901,79.2945737175258,75.45909843453458,75.2192567623317,76.74984496973312,75.89806409925994,76.24715867379199,75.9439379229287,75.2353246493599,76.86820185265597,76.56641127234629,76.43971769691784,76.05959737997316,75.80605408803079,75.91146280219724,75.69147533027136,75.63316449711996,75.66111929949577,75.44168147933217,76.28724189435329,75.76337931239614,75.78678483821366,75.76421159361608,75.76119440298797,75.57811609555324,75.52195382896969,75.37362237911047,75.92569859916775,75.75979962578509,75.73674712959661,75.63511938147796,75.53641700933514,75.44538534115176,76.02876880702728,75.87808868499891,75.87334103051715,75.6243615884608,75.52250961198891,75.49045101068347,75.85221684356944,75.65951587297297,75.59657119370567,75.51386399372748,75.49542566029724,75.84911845586267,75.7799801818704,75.77580860993064,75.64494428009755,75.57637282226911,75.58442726935655,75.58981408374005,75.466871362003,75.88563444523878,75.80819693264085,75.67222206624798,75.6643740756986,75.64636241996547,75.65641846450809,75.53304008031974,75.47606576732134,75.63376411781134,75.64392796970935,75.58157744511658,75.5559718775604,75.5412983452101,75.55277492500817,75.54067037587612,75.5190525693875,75.5190525693875
3,37.639,37.75762018735376,40.04159030492093,41.391786208123676,42.67894871039841,43.702188239826576,44.629897100661694,45.28906114838785,46.07898002051957,46.6167915160596,47.25326991190816,47.779324560521644,48.18211905424173,48.817313585099406,49.21097309484241,49.78287421937761,50.06485672078258,50.58463461518365,51.01049312506713,51.266450417358456,51.75584458194698,52.17935042929401,52.47780779297106,52.80169879177182,53.1547618543729,53.36022133715247,53.630727778583655,53.820976082094994,54.03649950890075,54.24996291996348,54.43370575590337,54.551750494711285,54.709848129723035,54.85560536646018,55.12852379539551,55.36970133488722,55.55159690616811,55.71555259633164,55.85483184967363,55.950559398286345,56.09264610042382,56.19611693185871,56.332733162210886,56.416073308549684,56.48888051829503,56.5927399249443,56.75856762343205,56.91442931245571,57.03199662476163,57.20020600564584,57.37405241759197,57.482880414733884,57.56849250267232,57.69336986092817,57.7927791910866,57.81848420761562,57.84264859182745,57.94472502434413,58.02843049220326,58.10828279157561,58.145788366140486,58.211016959982935,58.255776001560776,58.296481178403255,58.31719216222548,58.33710548417286,58.35916001007829,58.38047726944931,58.38047726944931
4,51.964,47.741237832176026,45.63335870443875,44.22236872497682,42.80251382134379,41.8965163491145,41.0933551144765,40.52272827262098,39.806928928327544,39.26976857902003,38.71176127109694,38.28076734995981,37.905747299506096,37.353796193095654,37.03346814961811,36.56616757762021,36.31409347348937,35.884559351087916,35.511664415754005,35.259303922743406,34.83163888551353,34.48503699804925,34.22855965724785,33.95079250560796,33.65497692312254,33.47336792173958,33.25745666381824,33.067712022258185,32.87605459480747,32.68958119815747,32.55974787146255,32.455316909645816,32.343994540348795,32.171492511691866,31.979141260153504,31.775833601430094,31.629394188952947,31.4843360617558,31.376307566732997,31.268803530246235,31.150519524795023,31.05303462381473,30.930724179904942,30.8628189080434,30.781183238526232,30.70303945876414,30.55461300030978,30.401627438573296,30.29882885048354,30.169204137819396,30.01528563160958,29.927276899380402,29.8283811124812,29.73522038359517,29.63650250800693,29.617142387022735,29.595848031915477,29.518991931853634,29.437726672446043,29.37824962071352,29.331425507970337,29.281453699121787,29.23805591240908,29.201349394915667,29.18568341827847,29.168024941965502,29.15122206566179,29.133313941495985,29.133313941495985
5,63.099,56.96050415459928,53.757741390510766,52.30034640717375,50.996192054267816,50.14336808857728,49.377345381999575,48.86951951814756,48.20158829256101,47.74202813401811,47.248470909480424,46.91410737203167,46.5789349717605,46.057727399413,45.767770665088754,45.4117369479241,45.17841531679205,44.79215692533884,44.52220789262777,44.29536231698032,43.96388748064508,43.65027660282401,43.43731611067739,43.19299642726371,42.91973816914396,42.787809531741566,42.63627394984109,42.4631414663194,42.32173498542489,42.158667286542205,42.034121343498654,41.93729578608758,41.82873322216375,41.67008890456643,41.48486776870621,41.30308441391785,41.16649835248702,41.03265450961474,40.92541634963266,40.82514311852081,40.7126345880081,40.62668479570439,40.512078459852056,40.44952160285016,40.37179884624398,40.29479368941371,40.1552594500997,40.01462384215317,39.91850653952313,39.79170911406341,39.65023676945681,39.56729460635069,39.476009457027594,39.385985781343315,39.294758725800015,39.275844726003655,39.25606480174703,39.181359795407104,39.107092442263145,39.05011535897113,39.00958904343231,38.96203494173326,38.92075590912319,38.88694954321369,38.87124360570256,38.85478407004263,38.83851617585323,38.82091818552396,38.82091818552396
6,46.567,45.25714776748583,44.907939645997494,44.220894088071766,43.76494957636127,43.607944233132464,43.308853245297755,43.235995049973894,43.07116700997017,42.94547849698521,42.83969773150362,42.82278098276517,42.75177589766027,42.540431399774754,42.497775537837015,42.499834696849994,42.44919055441931,42.38512213463183,42.38862343580645,42.34667175996505,42.34416621606043,42.29631945238363,42.24864790763742,42.21175835575267,42.15953583823081,42.17082803924434,42.18587991121603,42.15404814796803,42.15342568455151,42.13067663613208,42.13590337611732,42.11837501870691,42.127598592491246,42.090752986791976,42.10373491133929,42.06956979534797,42.08796110941993,42.066766619680905,42.06444999024858,42.04324034154888,42.04837910343185,42.02988658071765,42.004478742207716,42.01125956774245,41.995571787123545,42.003586130745845,41.974749186472174,41.928639806007844,41.91092838334471,41.921505487560275,41.897075880353384,41.90848629589959,41.88870970863069,41.896294784693616,41.87033066176068,41.87156527643656,41.86831746535311,41.8732143818438,41.86023473731881,41.86758508532567,41.85659309274607,41.8609376776453,41.851655678213916,41.844260688016085,41.845218266035786,41.84230556311423,41.84344661014759,41.842972981466865,41.842972981466865
7,48.321,48.420134221401554,48.20328959761106,47.63683407887078,47.33528018007757,47.30917905897572,47.13048687514008,47.11260892959881,47.05270446431243,47.02780763899837,47.010785626621015,47.160121922723846,47.137364572713444,46.994485159911214,46.97726334851709,47.1378502048477,47.12108541549918,47.09472159870115,47.25968153301736,47.243924716242866,47.40764328204992,47.385648178074945,47.38261015375028,47.37474677744808,47.370798009574386,47.45164308604302,47.564720798342535,47.556024826728176,47.631541690071465,47.630450962312615,47.693210663105454,47.689322688736254,47.75363115211314,47.73466653161217,47.83489715395846,47.816652947278115,47.91350776761185,47.90022083268069,47.95588027975619,47.94545654879164,48.00978419711289,48.00019480001784,47.98486897996753,48.023829109495885,48.0183371924691,48.06281031595313,48.05170051538942,48.04873254716892,48.0350479199919,48.11516704407084,48.09612833117968,48.15601817124629,48.14541552773595,48.2039044996357,48.188415356196074,48.20022105187636,48.19862784541884,48.24361930981409,48.23899347844808,48.277080649101435,48.27159922210476,48.302547816219565,48.29839889287039,48.29253370999534,48.30055681391985,48.29957384978339,48.30825180322488,48.31619508059512,48.31619508059512
8,61.621,55.7933549455702,52.97468038699215,52.867687312205746,53.014913250025465,53.57058160170028,53.741987628689685,54.03883410372196,54.36142740444706,53.908932951266166,54.21386606404303,53.892829201073184,54.065182619484816,54.14352844134017,54.322432830100894,53.97011078899778,54.130265185579646,54.401072211023404,54.14554541317161,54.304629495975576,54.01711778428298,54.24278534206207,53.983330889841675,54.171856194857284,54.39817372277756,54.256084263241966,54.12256739943218,54.26614161467943,54.138925680325755,54.278826754960384,54.13668183807996,54.21598457290849,54.12001713545753,54.242481903947,54.090063192270044,54.255260323799774,54.13751526039049,54.253471228037434,54.16738839169484,54.243371417162635,54.10472386812714,54.17438899323577,54.26143367149471,54.18480294485518,54.25011001068694,54.17844585234122,54.30783073829392,54.14543395277307,54.23271821298206,54.08346569062575,54.220874277256684,54.14274683208975,54.22409021310924,54.13975309011386,54.212636765804824,54.19623643520541,54.21797978171129,54.14602065486611,54.230374038919265,54.17414424920463,54.210157314911456,54.14795158714241,54.18750624835074,54.21961390339937,54.19999,54.21706615673739,54.20097261151918,54.18114296600402,54.18114296600402
9,52.222,54.58217526544283,52.74804239756256,53.29639370744534,54.42883285078325,54.06033054075024,54.765734715454585,54.433210132187504,54.13844550323917,54.75409047084749,54.428666438969984,54.31501125316506,54.14120448733513,54.684689561793626,54.575212282587444,54.463726026601385,54.38786540929924,54.254435959403786,54.204532706014355,54.21516790089776,54.29071073267755,54.15475215280947,54.562072777524236,54.43087977749221,54.4320800055126,54.411358105513216,54.4921744681348,54.40569490273423,54.46440127904035,54.377662052221304,54.33134417737914,54.329809712080355,54.36918110918798,54.29932991431576,54.366281243568636,54.285700699559726,54.359128992490156,54.290220151827754,54.348003339286414,54.289080573261394,54.247285112679066,54.24239348772957,54.24270071710162,54.2264782051634,54.218546334662925,54.24779366882428,54.179154729105214,54.437203192304764,54.38024208208684,54.346971850126174,54.364432042996064,54.41038710480018,54.34958793239697,54.400966879716854,54.3485623054806,54.35928407642441,54.34901902518064,54.38523087011615,54.35079893885833,54.378976970621316,54.35737365782979,54.34344941544527,54.342995360250505,54.343027644027345,54.33805878574586,54.33935719454638,54.345803117827664,54.3427072282935,54.3427072282935
