,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,3207.307,3169.03099835849,3112.4732424132585,3084.57519151494,3050.032620746656,3038.497736464048,3318.266300953066,3285.2419301988457,3262.321000206946,3249.3137233885723,3226.817692446749,3217.3041902171453,3193.268694080172,3397.77968960248,3370.6896523059963,3360.587964774437,3350.517229332737,3340.4732690851974,3333.797887907296,3327.135850816369,3320.5229752065875,3317.2477172313806,3292.766890912532,3277.9479255979736,3356.7002286723755,3351.258442469259,3348.54341602679,3345.9184546107635,3339.6945602925875,3334.3056669665625,3365.546445299596,3363.450247854297,3361.5124326064424,3359.420269173836,3359.057577904662,3356.7211943267575,3355.4108391324303,3355.4108391324303
1,3149.546,3111.9626127217284,3056.53248848136,3029.1466700220844,3081.969588910235,3059.1045001113957,3641.262166113979,3605.0137515170663,3579.8544019926867,3565.5574197382616,3540.67584510002,3530.0649575297534,3491.4297197308165,3456.679714388051,3429.1196974918903,3418.8496622847365,3410.9499672620027,3400.726652450151,3393.9786928129033,3390.40660436497,3383.6340491278447,3380.2533000787166,3336.606642985795,3332.789138678878,3392.4727625401993,3385.704670753881,3382.329521083127,3379.132165562044,3369.0146553239756,3362.358259875983,3422.512455616107,3419.093404160491,3415.680570756331,3412.2683511855744,3408.9086448343887,3405.500898189554,3402.1130172913645,3402.1130172913645
2,2976.501,2940.996613430735,2896.3648265112815,2870.991137072768,3408.731100673865,3381.5668693614807,3385.938017498936,3352.2339040321367,3328.8462791757083,3315.554592212368,3292.4228069958885,3282.557597364628,3246.6374429462426,3230.036300684676,3228.2289194874616,3227.557591504758,3249.5541564935434,3248.8005727483755,3266.8014826454514,3432.1712414376434,3425.3113466180093,3421.886543271391,3377.671129731871,3347.4004750879176,3358.2654286128295,3365.406221573033,3365.6533153514597,3368.3970800361085,3358.3038697384704,3375.485320975863,3386.1060766548867,3382.720854578232,3379.3392167236534,3375.96068650693,3372.595795820423,3369.2235120246023,3365.857312512578,3365.857312512578
3,2764.905,2732.0989404609945,2938.646576302696,2912.375387101428,3690.8145628932916,3661.391238574832,3617.6955708503924,3581.681356372466,3556.6879082459673,3542.48321341997,3517.7649287027084,3507.2223665106826,3468.8359078283424,3434.3066553943927,3406.9560750445476,3396.751744955792,3408.2016351936086,3397.984943959298,3391.3054674803234,3415.4105039978303,3408.584319789338,3405.176346469549,3361.1782144848503,3366.639401380823,3364.532980979442,3373.8564429544645,3370.48785951151,3371.2166496519985,3361.1147972933386,3387.991456646549,3385.6559891899024,3382.2764762007123,3378.895467724512,3375.5179322567874,3372.1446343245307,3368.7787156902064,3365.411305974516,3365.411305974516
4,2750.322,2722.8260356274377,3442.5328811029167,3411.673817258113,3368.043837428715,3341.19396232437,3301.3203868383475,3268.4644060803803,3245.8216501219567,3232.88439358593,3210.7805238995297,3201.72444844369,3237.27445878187,3218.7184195343266,3213.348917865574,3211.419520795954,3241.7087697816482,3427.648406019843,3420.7968467012097,3413.9589836496543,3407.1351892863386,3403.728409097052,3359.745680846015,3378.141256716555,3374.8014244598385,3368.067494260343,3364.6998707660828,3367.514019895317,3357.4588297326063,3382.8566388159707,3379.4750981771545,3376.166519078977,3372.7972265598983,3369.4464613333384,3366.0789088720057,3371.6920219631334,3368.3219079411706,3368.3219079411706
5,2686.081,2739.629114935094,3744.7959139448817,3711.2272492807956,3663.266067242646,3634.062400932583,3590.692833818526,3554.947185944421,3530.1380413627026,3516.0390273508497,3491.5019685331076,3481.04380176987,3442.9646347668345,3408.704870143966,3381.5307954615955,3371.657068388062,3365.8844636379754,3481.851470333989,3474.8913012187913,3467.9450454816547,3461.0126753097366,3457.5516886344267,3412.8691356187333,3382.2784003791157,3378.8973029787367,3372.143464981082,3368.7718305161015,3365.771875685585,3369.505617825981,3363.574251756947,3365.1972125051902,3368.750081292685,3365.4409692113927,3368.855330242181,3365.488892911939,3374.101358019027,3370.728566661008,3370.728566661008
6,2545.92,3116.1326639307977,3060.6246330729377,3033.2000705470286,2994.033424550049,3022.3062138847285,3533.1526851081767,3497.9798762174723,3473.567526830285,3459.694263967508,3435.549320577919,3425.253662141827,3387.7662032142925,3354.045064643834,3327.317455288478,3325.053531356582,3322.3476664322484,3333.7498529042846,3327.2200877143287,3327.6949639819873,3321.0844489649876,3320.1156855160225,3436.6372425054833,3405.832919081255,3402.427639162174,3395.6276675704885,3392.234242902918,3388.8638146600156,3379.6492868898968,3372.8936558214036,3369.523507165582,3366.2028086584164,3370.391438849758,3367.033299410908,3363.669295111497,3383.9958598163853,3380.6126599565687,3380.6126599565687
7,2495.728,3709.5221525784937,3643.3152950707727,3610.656373934459,3563.994987372058,3535.5834012597707,3493.389975342544,3458.6142732909534,3434.4769509424777,3420.76047500678,3396.8911880673886,3386.7121733073504,3349.6494249548973,3316.5424752475637,3290.473524247453,3309.7556127250778,3314.493935403762,3305.8786279674214,3299.4748142201147,3302.7304379654884,3296.1499569759953,3295.67454701902,3385.970207321064,3355.67633500436,3352.335565669356,3353.945797019583,3354.8095202225636,3356.702332702341,3360.3012803560823,3380.9836874186503,3377.6032867312315,3374.2300974445,3370.8915953470555,3367.5220967517084,3364.157782654957,3390.0949918723018,3386.70824588043,3386.70824588043
8,2795.286,2762.0130857281465,3489.4938486519986,3458.2137331144354,3413.5226889326714,3386.3112105272135,3345.9022271893946,3383.048221336574,3359.4392681298214,3346.0232438721046,3322.690429984537,3312.739642119625,3276.507889318385,3270.0207958908336,3270.7934179500803,3315.49376453451,3315.6611147790395,3305.7591431529318,3299.296133987769,3298.499232369927,3291.91740246642,3290.7511150639534,3361.416353070658,3389.0663624302115,3385.6782540677814,3378.9128019779,3375.534875175922,3372.214976300746,3362.116794289344,3399.8462885165595,3396.4469842280428,3393.051351243815,3389.661625892571,3386.272626266679,3382.888756640412,3379.5119958837718,3376.1757438878876,3376.1757438878876
9,2870.88,2836.6404258823977,2794.111186066863,3147.7164328605304,3107.0434453240728,3082.2957965223072,3045.59800236503,3617.4392267889048,3592.193040794552,3577.8458114184423,3552.8760330027635,3542.2281169219973,3503.4580548400754,3468.5808595508165,3440.925898418521,3431.5243905019884,3421.2406719083183,3410.9872670559366,3404.171430145092,3397.526781271232,3390.7353891034704,3387.424857714367,3344.6845155677843,3415.8582343244343,3412.4426910901097,3405.6219637776207,3402.216668813843,3398.815139145029,3388.629869790525,3381.8577957818134,3378.4769749860316,3375.0995350110456,3371.7254754760343,3368.354787000558,3364.9884792135576,3366.155517734344,3373.53849521661,3373.53849521661
