,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.2,0.0,0.0,0.0,163158111.0,4077269.0,2921936140.8,0.0
1,1.18,0.01,0.03,172029.57,163158111.0,4024581.37,2835691726.63,0.0095
2,1.17,0.03,0.06,367167.23,163158111.0,3964633.4,2757080729.13,0.0111
3,1.16,0.04,0.07,476171.4,163158111.0,3933027.12,2722588635.31,0.0064
4,1.15,0.04,0.08,548163.6,163158111.0,3905578.39,2694904890.63,0.0056
5,1.14,0.05,0.09,675496.32,163158111.0,3858968.36,2657107056.99,0.0091
6,1.13,0.06,0.1,763723.24,163158111.0,3828204.45,2636400047.36,0.0063
7,1.12,0.07,0.1,821062.54,163158111.0,3801487.27,2619984355.26,0.0055
8,1.11,0.07,0.11,901926.64,163158111.0,3774956.56,2606582578.42,0.0056
9,1.11,0.08,0.11,917491.81,163158111.0,3763643.01,2600960199.95,0.0028
10,1.1,0.08,0.11,936304.35,163158111.0,3752363.37,2596112331.51,0.0029
11,1.1,0.08,0.11,993901.2,163158111.0,3733639.04,2588613033.1,0.0043
12,1.09,0.09,0.12,1027702.1,163158111.0,3715008.14,2582495289.23,0.0044
13,1.09,0.09,0.12,1053779.97,163158111.0,3703874.26,2578843812.34,0.0029
14,1.09,0.09,0.12,1067190.64,163158111.0,3692773.75,2576235887.06,0.003
15,1.08,0.1,0.12,1081009.63,163158111.0,3685391.89,2574089534.12,0.0023
16,1.08,0.1,0.12,1101261.44,163158111.0,3678024.79,2572510155.37,0.0022
17,1.08,0.1,0.12,1107408.55,163158111.0,3659671.41,2568906120.18,0.0043
18,1.07,0.1,0.12,1117639.12,163158111.0,3652355.73,2567798549.34,0.0024
19,1.07,0.11,0.12,1142956.08,163158111.0,3637764.56,2565793632.2,0.0034
20,1.06,0.11,0.12,1145701.21,163158111.0,3612372.86,2563945527.91,0.0049
21,1.05,0.12,0.12,1145858.96,163158111.0,3579987.66,2561875535.67,0.0062
22,1.05,0.12,0.12,1147281.07,163158111.0,3569258.43,2560700751.65,0.0029
23,1.05,0.13,0.12,1148577.24,163158111.0,3562123.48,2560269061.75,0.0023
24,1.05,0.13,0.12,1149123.91,163158111.0,3558561.36,2559892464.36,0.0016
25,1.05,0.13,0.12,1155317.18,163158111.0,3555002.8,2559464821.79,0.0016
26,1.04,0.13,0.12,1158026.33,163158111.0,3551447.79,2559287942.14,0.0016
27,1.04,0.13,0.12,1161047.02,163158111.0,3547896.35,2559122995.3,0.0017
28,1.04,0.13,0.12,1161047.02,163158111.0,3547896.35,2559122995.3,0.0009
