,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,8.078,9.743078462935367,9.579361353329386,9.727478086641028,10.010242536601817,10.192917125240715,10.343970256420011,10.518292967644603,10.750245301323611,10.793522588243578,10.848140633958389,10.903867629772309,10.947918931730634,10.985473296437556,10.969940987696704,11.001698076973979,11.033908241431998,11.071282549951095,11.08164550734201,11.098384708195676,11.103389263064232,11.112748269328526,11.109538707979512,11.12217121647787,11.133121687054484,11.150751141722484,11.156978133383719,11.177610375664887,11.186246260234844,11.214441808797037,11.22332671938251,11.241039009108782,11.2514704213507,11.259512742782148,11.275414637379408,11.270901822007863,11.2777047481742,11.28500209085533,11.292167036152783,11.295870584754919,11.312756022519258,11.324042552540448,11.334016066999153,11.341942009158124,11.335320567880876,11.344684934674733,11.357539332215174,11.36549210689567,11.37369717430377,11.371168159505077,11.384519645172606,11.373362572558925,11.384387128418513,11.39626839835101,11.40371395911983,11.41020009862245,11.408018716970243,11.418778236231786,11.42661994043476,11.422460508951419,11.427353831612837,11.432846889316489,11.44048170823546,11.448932827718352,11.457646684401444,11.464936262568461,11.469681177034191,11.468578032739785,11.473127171704368,11.474543836766728,11.476058255373733,11.47400244080283,11.477440020617577,11.47983293657646,11.48147595307508,11.484829053478636,11.483471759291861,11.484901965639336,11.486534899492211,11.486534899492211
1,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764,13.764
2,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858,2.858
3,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42
4,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266,13.266
5,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
6,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383,11.383
7,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909,12.909
8,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.7366585502146191,0.736639773697907,0.7366275517333815,0.7366235164515892,0.7385484186894511,0.7385428236983954,0.7385368426385204,0.738525437771408,0.7385119091628813,0.7385024918329605,0.7384960257352374,0.739923449430814,0.7399141160115682,0.7399070250023522,0.7406022248898614,0.7406022248898614
9,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.328,13.377390427897359,13.418707998056464,13.418403410456673,13.41830284587125,13.444155448047717,13.444038317613034,13.443913104876133,13.443674345416273,13.44339112569678,13.44678191389391,13.456160816700022,13.475301466115596,13.475102890773563,13.474952024350085,13.48427426941301,13.48427426941301
10,9.781,11.116359955423412,11.502906896440974,11.78929847079853,12.099632644614546,11.95193700787901,12.285484824349833,12.196999629186672,12.079261972572931,12.032516667361687,12.185760222903598,12.11974083992705,12.067553569967028,12.180668138586356,12.107221148043678,12.203317971719732,12.161734440156286,12.140769223443238,12.173693999229219,12.172526446857194,12.188579561956827,12.21860045466856,12.24723199192755,12.22961515364134,12.264860801769414,12.321603710813454,12.312444452698491,12.451132545816321,12.437571561838212,12.419265598858862,12.448436217627922,12.506588569996799,12.489219959422874,12.515879436596354,12.489008811360957,12.519523752495331,12.507931445847174,12.532432626141325,12.556489275828964,12.568924119030685,12.62561779138343,12.605106059945285,12.586980555499954,12.614157063628525,12.654523304475713,12.686249043341117,12.661893170890878,12.689191726864582,12.717356298464653,12.731935926168086,12.777559899152608,12.840370950284198,12.81795478189606,12.793796661526963,12.819359375825416,12.841628125776358,12.83446614623177,12.871404220770875,12.8547967136951,12.876835200658753,12.86642743045632,12.885415752408232,12.869014962800804,12.898480246573882,13.140447731841423,13.164777330634944,13.153414974090344,13.158673930868424,13.285915909325865,13.282381573822146,13.287343776057996,13.280121359343733,13.291386256096306,13.306745391376957,13.312120697366824,13.406406574739862,13.401519207563089,13.406113292986191,13.452032529901803,13.452032529901803
11,5.231,8.17654028685804,9.013929495604131,9.634348876524607,10.306635889259917,9.983320647303334,10.706085003240167,10.51264643242656,10.25525869672332,10.27510470452104,10.572654970541175,10.426007183427114,10.310084445132508,10.530360058708157,10.368161777264342,10.555616649806861,10.46420983736295,10.544934398272023,10.744460071541267,10.763952412687622,10.811385172739744,10.868446048591547,10.922866168894732,10.942210965295134,11.046292920778992,11.404814217203592,11.38255668930638,11.87585934184526,11.872584250795342,11.884701181530296,11.936755262956064,12.30706600213441,12.31550267313004,12.402601914076616,12.414671120552427,12.46682916818128,12.47175716095877,12.513523287315717,12.666526224987233,12.706845614969481,13.06783735704597,13.011328147380237,13.053814119593904,13.104004674112822,13.1693574387929,13.371869153984163,13.424341967935975,13.473543524681583,13.524305944830525,13.547195320639872,13.839452746851693,14.241806924722294,14.175784278688212,14.17145067311127,14.208934201004947,14.26798474396041,14.266494176822233,14.5026540353703,14.497969858309336,14.529246188142102,14.497986769168103,14.556425852430156,14.551536779601811,14.726609196595565,14.641269798212349,14.569879111187687,14.586873805115498,14.622408391601347,14.577571608398651,14.58266745430252,14.590273054131847,14.588297129869368,14.666506375957804,14.64269697393785,14.626349036520407,14.592985844125327,14.599777530661424,14.63252569288948,14.616230879925387,14.616230879925387
12,20.077,16.775034006521533,15.838012991041978,15.14377667624182,14.391501565949628,14.830104066358945,14.017024274667433,14.231127442523228,14.516011317282594,14.75115506980805,14.405962265223764,14.561652802900145,14.684723691381864,14.429681432237215,14.602529730203246,14.385737215999756,14.48343818192469,14.846196806377408,14.763204487915436,14.710604898007833,14.673671159217935,14.604601461357234,14.538728282742763,14.78972869654244,14.707325675139625,14.598911358416633,14.661201464082419,14.533115332544075,14.591744045663878,14.687424879227784,14.617403311358713,14.503504145606273,14.600196120118165,14.535803359828025,14.672777833085703,14.598664787328607,14.752232776683023,14.692153745413368,14.649356729992718,14.61882759508526,14.50525160324531,14.571386477498834,14.835208007149369,14.760987726783936,14.659942749681889,14.595095191425159,14.93950133995274,14.863332127295768,14.78474653303706,14.747454256810537,14.652021201987807,14.520637411975745,14.587726551845142,14.698211812211888,14.632278967289334,14.574842107494534,14.615563780868756,14.53769487652497,14.619051909132745,14.56186618173451,14.620077269251883,14.570687984921562,14.756156454086927,14.692786172372843,14.612811568513122,14.545908801183636,14.612835239419864,14.601003956107913,14.558966862002746,14.600430032053723,14.586376921394306,14.665866434955372,14.639695569302061,14.617377401459207,14.602053370605294,14.570779786874683,14.626194589956516,14.615272942582543,14.59999,14.59999
13,19.508,16.294398566534742,15.408041919723171,14.751342697490506,14.336490210707934,14.952560117185477,14.280602009962456,14.543017159901945,14.784973093031523,14.618658239677373,14.408760787456115,14.548753383497761,14.659415299326707,14.50275566905069,14.655951907783765,14.52200451643648,14.686565713773765,14.623349849232298,14.58253767502816,14.602185277083496,14.582235325186383,14.780140059646863,14.74336897922354,14.691685145072798,14.646883092873285,14.596982870634072,14.775477526645167,14.688352336657019,14.647314101028387,14.59811835508698,14.79845516701758,14.72041519642808,14.674454616675442,14.639020320055362,14.560114268698802,14.759592925204792,14.728896573274303,14.695969301447391,14.673534540557197,14.656800176953823,14.580503876970713,14.665788594234368,14.619848914126871,14.583340695400034,14.700025827599793,14.656368819903754,14.59644116598923,14.61428533604308,14.575735090805182,14.671825716138832,14.60834967733792,14.520961480783718,14.608058423721701,14.551579457669794,14.740296908992319,14.708478330117293,14.691628952671783,14.639048423262091,14.600726919443574,14.569627307898447,14.724401955906671,14.697076124687195,14.659095862249309,14.617054821163638,14.57370676442746,14.65702487142753,14.63301922282886,14.625093364715154,14.602121786655436,14.59496811816611,14.635447069326291,14.620765852614166,14.603350793619372,14.589690398639805,14.653050975905735,14.635895472308432,14.626286441803122,14.618986038587874,14.610650824881919,14.610650824881919
14,10.66,12.666172258956482,13.661523753646936,14.044248141886133,14.625809451873828,13.869963851904542,14.212567440722033,14.42622744977506,14.24268984121999,14.188125497854667,14.2764762732884,14.1771908934664,14.098707383226767,14.380086578117687,14.266225349005433,14.504126103004088,14.67332025838168,14.607156479341642,14.571324082633431,14.62832141604085,14.60450717969083,14.572629439191537,14.791509077255464,14.73699552713779,14.683503900825995,14.655986859550675,14.613100039494848,14.538135579411076,14.578876768477748,14.777891461051059,14.744682277294372,14.676338064796159,14.614421422677188,14.572618817000285,14.656991202281393,14.622486448633719,14.590897373975713,14.823544365036335,14.769285263393652,14.754317041633179,14.686073039965835,14.615941088057262,14.568087823885477,14.790324069046568,14.724179370188237,14.685547552894555,14.622457857800558,14.578194943269315,14.780441638959802,14.762878125966061,14.706144565370677,14.628038816521428,14.557200598594944,14.787114231522681,14.755823573097375,14.708327214996487,14.690663858689208,14.644326602213722,14.592284050145798,14.791208717450036,14.750761456057665,14.726562018446069,14.686587478431635,14.64939369313826,14.611043588728503,14.567670899583952,14.664688200832096,14.65767487741946,14.63734810599356,14.6298079944564,14.62325828495456,14.607885359530597,14.59258789376502,14.632853814088904,14.632768201988842,14.61770707816801,14.607653432587464,14.601245936966164,14.593930197855759,14.593930197855759
