,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,1.23,1.05,1648844.0,1410856.72,64550725.0,0.14,0.12,0.004782142857142858,1.8261678571428572
