,0,1,2
0,169.01,176.562730232096,176.562730232096
1,143.585,146.598307682441,146.598307682441
2,96.167,98.236297322456,98.236297322456
3,92.244,92.989171331639,92.989171331639
4,85.199,85.312268655794,85.312268655794
5,118.57,118.215137099594,118.215137099594
6,131.418,131.02516509692398,131.02516509692398
7,84.769,85.448572973751,85.448572973751
8,96.206,96.810752843786,96.810752843786
9,104.148,104.00363745883101,104.00363745883101
10,76.292,76.522235610822,76.522235610822
11,116.521,116.17405517623601,116.17405517623601
12,125.948,125.57103721422001,125.57103721422001
13,156.871,156.400887426139,156.400887426139
14,133.202,132.80922203994297,132.80922203994297
15,119.731,119.398326894998,119.398326894998
16,131.858,131.491775468803,131.491775468803
17,148.186,147.763554727044,147.763554727044
18,152.14,151.69842187266,151.69842187266
19,162.81,162.32205826719002,162.32205826719002
20,159.253,158.77595236582502,158.77595236582502
21,130.005,129.6195856714,129.6195856714
22,115.612,115.327269919995,115.327269919995
23,160.487,160.006020300513,160.006020300513
24,149.559,149.1109483505,149.1109483505
25,156.869,156.39901330018102,156.39901330018102
26,147.366,146.924514779691,146.924514779691
27,157.217,156.745877436802,156.745877436802
28,160.715,160.23342689431502,160.23342689431502
29,107.246,107.10390019458599,107.10390019458599
30,129.307,128.975945275538,128.975945275538
31,166.147,165.64906926285698,165.64906926285698
32,160.111,159.631213106911,159.631213106911
33,164.208,163.715904423804,163.715904423804
34,101.983,102.29634244855201,102.29634244855201
35,184.964,184.409662707036,184.409662707036
36,201.361,200.757670731689,200.757670731689
37,141.96,141.53487540815,141.53487540815
38,183.276,182.726721644724,182.726721644724
39,138.65,138.252678586427,138.252678586427
40,126.827,126.501570646415,126.501570646415
41,129.633,129.282422811024,129.282422811024
42,180.457,179.916176184545,179.916176184545
43,125.519,125.146361886663,125.146361886663
44,181.315,180.771598763685,180.771598763685
45,133.567,133.195905342178,133.195905342178
46,118.308,118.177777309549,118.177777309549
47,101.318,101.572978851078,101.572978851078
