,0,1,2,3,4,5,6,7,8,9,10
0,0.0,-1.1737345348837218,-1.6886003873643423,-1.9607373997993036,-1.9949843184699843,-2.0168462141903394,-2.0399903943234574,-2.238457970977901,-2.2670888503180326,-2.3106340840534116,-2.3106340840534116
1,0.0,-3.1358895527408652,-4.504074792971486,-5.199271801123983,-5.287687418215056,-5.343280358162536,-5.402813364126198,-5.911097462457381,-5.985016956729828,-6.0967770491114965,-6.0967770491114965
2,0.0,-1.9045905647220371,-2.75909792029406,-3.1813638581478387,-3.2341491059599066,-3.26793986681651,-3.3042988334972696,-3.612002009110636,-3.657290832218953,-3.7251892003695493,-3.7251892003695493
3,0.0,-0.9757821897220369,-1.4177093205440596,-1.5989207287064453,-1.621589005774008,-1.6360312086473137,-1.6520008132091089,-1.7845127639642977,-1.8043331576898265,-1.8339361720841592,-1.8339361720841592
4,0.0,-0.5730959840331824,-0.8653972799497981,-0.9923999527111914,-1.0083077112327252,-1.0186864769501052,-1.0301283065410864,-1.1248774338790046,-1.139290133203733,-1.1606359621263656,-1.1606359621263656
5,0.0,-0.7243691419279191,-1.066628854497706,-1.2065092531751085,-1.223590825687364,-1.2350088953779865,-1.2473787584793985,-1.3497595901403021,-1.3655792378185014,-1.3885840720656435,-1.3885840720656435
6,0.0,0.2421169107036605,0.23224107129176835,0.26914274278120776,0.27414813034982605,0.27679945423072,0.2793842742347862,0.3054983525827521,0.3081735460500917,0.31326237550302316,0.31326237550302316
7,0.0,-1.0412041999576087,-1.5794059784111176,-1.7898123532306094,-1.8206167923131833,-1.837999435151956,-1.8567091806965326,-2.0107275937040887,-2.034064186729731,-2.06848726095964,-2.06848726095964
8,0.0,0.18311780004239192,0.18848368958888326,0.2549237635867247,0.2589979355011374,0.2638329678674453,0.26873890201393064,0.3176331562490314,0.3235026815576595,0.33344370107750837,0.33344370107750837
9,0.0,-2.3259107841412834,-3.596058389586289,-4.193911687646211,-4.273528782897616,-4.3224384210492675,-4.374192270791281,-4.8121350682358495,-4.8618810117708575,-4.958739889424491,-4.958739889424491
10,0.0,-0.304050807950806,-0.4296924256339064,-0.2534388702791141,-0.26220180283024186,-0.26580053934181647,-0.26976571942773486,-0.3288146132815129,-0.3322246802013215,-0.3379293612764681,-0.3379293612764681
11,0.0,-6.306395028188905,-6.579700026185496,-6.652159292109249,-6.667428173366631,-6.673559445416211,-6.679096515968603,-6.777733422390241,-6.784630849058611,-6.80115194268706,-6.80115194268706
12,0.0,-0.8804400000000007,-2.8615787338035075,-3.839350616783593,-3.9686756715474885,-4.047265726120718,-4.129883908743246,-4.890823753246378,-4.993049373297626,-5.154373992674666,-5.154373992674666
13,0.0,-0.6283997340712538,-0.7155464097149054,-0.7015301122334026,-0.7077413097086225,-0.7062127126664288,-0.7036501472812393,-0.7487818796666926,-0.7453701859290294,-0.7502739456759933,-0.7502739456759933
14,0.0,-2.5596958519283977,-3.651329164595065,-4.271316006747526,-4.352241097443574,-4.4012958157976625,-4.45179942365446,-4.929069138766825,-4.993300653049129,-5.09937119331537,-5.09937119331537
15,0.0,0.28033502307160363,0.33978033331143515,0.300406507802927,0.2925803288848348,0.29012202127419146,0.28914681369838846,0.23776588911045762,0.23478088855632165,0.22182679735216385,0.22182679735216385
16,0.0,-0.986573476928397,-1.4664550156885656,-1.702270255526931,-1.7486571848927115,-1.7789286905385324,-1.7743131881489573,-2.083999135368655,-2.0702288354332086,-2.1356056918603574,-2.1356056918603574
17,0.0,-2.2046355076569197,-3.3103042762640156,-3.839694690402285,-3.9216230649329917,-3.9723329930343927,-4.027121317589362,-4.50965212587447,-4.581584310584451,-4.6906300034723865,-4.6906300034723865
18,0.0,-0.35429499575216583,-0.49030964357788004,-0.4790768613551884,-0.5124790210382663,-0.5195478801518574,-0.5276581962871828,-0.6348737752124297,-0.6489785399226653,-0.6695402259868316,-0.6695402259868316
