,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,3.28,1.71,0.0,1024.13,22494.0,11725.97,329648.0,0.48,0.07,0.006725,38.5075
