,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,step_size,objective
0,4.93,0.0,0.0,0,37994.0,3900.0,617503.6,,,617508.53
1,4.42,0.1,0.11,0,37994.0,3500.0,547372.34,,,547376.76
2,4.42,0.1,0.11,0,37994.0,3500.0,548016.92,,,548021.3400000001
3,4.8,0.03,0.05,0,37994.0,3800.0,586172.8,,,586177.6000000001
4,4.04,0.18,0.13,0,37994.0,3200.0,536152.54,,,536156.5800000001
5,4.55,0.08,0.1,0,37994.0,3600.0,557795.02,,,557799.5700000001
