,0,1,2,3,4,5,6,7,8
0,92.8,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9
1,27.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5
2,18.9,17.8,17.8,22.1,27.5,36.3,36.3,36.3,36.3
3,18.9,17.8,17.8,18.9,20.3,24.5,24.5,24.5,24.5
4,17.8,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1
5,15.4,115.5,92.8,75.2,61.6,61.6,61.6,61.6,61.6
6,14.5,20.3,24.5,42.7,42.7,36.3,36.3,36.3,36.3
7,16.3,15.8,17.8,92.8,92.8,75.2,75.2,75.2,75.2
8,17.0,17.0,17.8,24.5,24.5,24.5,31.3,31.3,31.3
9,15.8,17.0,22.1,20.3,20.3,20.3,20.3,20.3,20.3
10,15.4,17.0,92.8,75.2,75.2,115.5,92.8,92.8,92.8
11,15.8,15.4,22.1,20.3,20.3,36.3,36.3,36.3,36.3
12,24.5,22.1,22.1,20.3,20.3,22.1,22.1,22.1,22.1
13,182.1,144.6,115.5,92.8,92.8,92.8,92.8,75.2,75.2
14,36.3,36.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5
15,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
16,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3
17,92.8,92.8,61.6,61.6,50.9,50.9,50.9,50.9,50.9
18,144.6,115.5,92.8,75.2,75.2,61.6,61.6,61.6,61.6
19,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6
20,75.2,61.6,61.6,50.9,42.7,42.7,36.3,36.3,36.3
21,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3
22,92.8,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3
23,144.6,115.5,92.8,92.8,115.5,92.8,92.8,92.8,92.8
24,24.5,22.1,22.1,20.3,61.6,61.6,61.6,61.6,61.6
25,22.1,20.3,20.3,17.8,22.1,22.1,22.1,24.5,24.5
26,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5
27,144.6,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6
28,230.4,230.4,144.6,144.6,115.5,115.5,115.5,115.5,115.5
29,92.8,75.2,61.6,50.9,50.9,50.9,42.7,42.7,42.7
30,61.6,50.9,50.9,36.3,36.3,36.3,36.3,36.3,36.3
31,92.8,75.2,61.6,50.9,50.9,42.7,42.7,42.7,42.7
32,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9
33,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
34,144.6,115.5,115.5,92.8,92.8,75.2,75.2,75.2,75.2
35,144.6,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6
36,92.8,92.8,61.6,61.6,50.9,50.9,50.9,50.9,50.9
37,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9
38,230.4,182.1,144.6,115.5,115.5,92.8,92.8,92.8,92.8
39,61.6,61.6,50.9,42.7,36.3,36.3,36.3,36.3,36.3
40,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9
41,75.2,61.6,50.9,42.7,42.7,36.3,36.3,36.3,36.3
42,75.2,61.6,50.9,50.9,42.7,75.2,92.8,92.8,92.8
43,22.1,20.3,20.3,18.9,17.8,18.9,18.9,18.9,18.9
44,92.8,61.6,61.6,50.9,50.9,42.7,42.7,42.7,42.7
45,61.6,61.6,50.9,42.7,36.3,36.3,36.3,36.3,36.3
46,31.3,27.5,27.5,61.6,92.8,92.8,115.5,115.5,115.5
47,17.8,17.8,17.0,17.8,17.8,17.8,17.8,17.8,17.8
