,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,7.24,3.28,11700.0,5302.62,77550.0,0.55,0.14,0.0,0.0353,5.415
